word,cluster
knack,404
knapsack,256
knee,112
kneel,161
kneeling,11
kneepad,161
knelt,149
knife,330
knit,73
knitting,382
knock,497
knot,11
know,379
knowledge,397
knowyou,419
knuckle,216
kodak,69
kowtow,173
labia,58
labor,294
lack,17
ladle,321
lady,101
lain,365
lair,147
lake,103
lament,210
lamp,280
land,426
landlord,461
landmark,41
lane,182
language,190
lao,437
lap,126
lapse,98
laptop,23
lash,35
last,375
latch,280
later,197
laugh,250
laughter,250
launch,142
launder,60
laundry,193
lavish,332
law,273
lawn,23
lawyer,273
lay,220
layer,178
lead,107
leader,51
leadership,390
leaf,41
leafs,260
leak,192
lean,166
leap,136
leapt,280
learn,379
leather,148
leave,18
leaving,63
lecture,169
leery,365
left,490
leftover,116
leg,11
legacy,463
legging,161
leisure,332
lend,188
lens,141
lent,280
leotard,150
lesson,260
let,271
letter,463
letting,178
level,422
library,338
lick,401
lid,260
lie,18
liebling,419
life,276
lifestyle,182
lifetime,383
lift,497
light,474
like,220
liking,220
lilong,398
lily,439
limb,463
limit,61
limp,149
lindsey,500
line,125
ling,166
linger,4
lingering,280
link,129
lip,383
lipstick,88
lisp,247
list,129
listen,18
literacy,57
liu,115
live,498
livelihood,461
living,382
load,205
loan,229
loathe,475
loathing,475
lobby,132
lobe,182
locate,206
location,48
lock,497
locker,415
log,480
logic,312
loiter,197
loll,365
loneliness,75
long,152
longing,224
longnu,419
longue,197
look,401
looked,99
loom,274
loop,192
loose,482
loosen,178
lop,365
lope,365
lord,15
lose,309
loss,48
lot,220
lounge,383
love,186
lovebird,186
loveliness,171
lovely,509
lover,264
loveyou,186
lower,11
loyalty,397
lozenges,511
luck,474
lucke,113
lucky,227
lucy,405
lug,365
luggage,30
lull,365
lunch,209
lung,260
lunge,197
lurch,59
lure,178
lurk,365
lust,264
luxuriate,395
lyric,20
macaroon,164
machine,182
mad,227
mafan,140
magazine,106
magnanimity,119
mah,262
maid,166
mail,81
mailbox,387
maintain,269
majesty,188
make,379
makeup,88
making,63
malt,168
mama,101
man,328
manage,269
maneuver,459
maneuvering,218
manhandle,373
manifest,41
manipulate,9
manner,383
mantilla,391
manzhen,140
map,130
marcel,106
marcelle,211
march,359
mark,405
market,383
maroon,462
marriage,458
married,458
marry,89
marrying,89
marshmallow,164
martens,98
marvel,106
mascara,43
mask,36
mass,107
massage,148
master,29
masturbate,300
mat,220
match,195
matchmaking,145
mate,147
material,84
materialize,26
math,312
matriculate,378
matriculation,378
matter,415
mattress,148
mature,41
mauser,105
may,359
meal,280
mean,17
meander,54
meaning,17
meanness,171
measure,289
medication,392
meet,288
meeting,32
mei,156
melt,437
member,108
membership,30
memorize,272
memory,382
mend,168
menopausal,358
mention,280
mentor,51
menu,400
merge,459
merry,147
mesmerize,381
mess,220
message,137
method,201
mid,462
middle,63
midmotion,404
midsection,421
midterm,197
might,280
migrate,142
milch,105
milk,141
mill,352
mime,511
mimic,260
mimicked,66
mince,411
mind,224
mine,264
mini,156
miniskirt,39
ministration,119
ministry,332
mire,511
mirror,382
miscalculation,70
miscarry,508
misery,244
misfortune,70
misgiving,501
misheard,248
misjudge,138
misread,327
miss,101
missing,463
mission,61
misspoke,407
misspoken,13
misstep,407
mistake,193
mistook,66
mistreat,138
mistreatment,138
mistress,500
mistrust,144
misunderstand,138
misunderstood,75
mix,95
mixture,383
moan,361
moaning,361
mob,106
mobile,191
mock,193
mode,422
model,51
modelesque,284
modesty,171
moist,163
mold,260
mole,437
mom,101
moment,383
mommy,147
money,474
monie,365
monitor,142
monologue,323
monstrous,43
month,100
mooch,499
mood,178
moor,23
mop,197
more,135
morning,476
mortgage,461
mortify,116
mortiﬁe,151
mother,101
motif,214
motion,224
motivate,464
motivation,32
motive,1
motorbike,358
mould,71
mount,132
mourn,71
mouth,492
mouthful,178
move,38
movement,383
movie,80
moy,499
much,220
muddle,60
mug,166
mull,59
muller,182
mumble,411
mural,362
murder,392
murderer,375
murmur,361
muscle,112
muse,500
museum,345
music,80
musing,282
musket,46
must,114
mustache,462
muster,43
mutter,326
muttering,326
mutti,113
muzzle,45
nag,296
nail,280
nainai,16
naked,298
nakedness,56
name,141
namesake,462
nanking,363
nanny,304
nap,156
nape,375
napkin,330
narrate,210
narrow,152
nasal,75
natalya,98
nation,154
nationality,266
nature,484
nausea,49
nauseate,97
navel,82
navigate,9
navigation,130
navy,117
ne,11
near,224
nearness,501
neat,509
neck,112
necklace,375
neckline,384
need,177
needle,260
needlework,93
neglect,280
negotiate,142
negroni,391
neighbor,260
neighborhood,132
nemisis,21
nephew,473
nerve,11
nervous,49
nervousness,501
nest,147
nestle,181
net,22
new,61
news,106
newspaper,81
niang,140
nicety,171
nickname,148
niece,473
night,476
nightclothe,373
nightdress,39
nightgown,39
nightmare,220
nightshirt,39
ninety,305
nip,197
nipple,156
nod,454
nonchalance,246
noodle,455
nook,59
noose,274
nora,423
nose,260
nostril,82
note,129
notebook,330
notepad,181
notice,188
notify,464
notion,280
nourish,285
novel,468
nude,298
nudge,278
numb,227
number,422
nurse,108
nursery,345
nurture,60
nuzzle,234
oath,500
obedience,135
obey,271
object,214
objection,1
objective,32
obligate,119
obligation,397
oblige,122
obscure,332
observation,32
observe,271
observer,12
obsess,87
obsession,244
obstinacy,283
obtain,503
occasion,61
occupy,206
odious,116
of,43
ofende,111
ofere,419
offend,274
offer,379
offering,383
office,141
ogle,66
ointment,93
old,375
oma,262
omission,187
one,415
onlyborn,128
opa,262
open,38
opening,43
opera,468
operate,459
opine,62
opinion,32
opium,318
opponent,48
opportunity,224
oppose,311
opposite,462
opposition,396
opt,41
optimism,171
option,192
orbit,40
order,61
ordinariness,283
organ,293
organize,142
orgasm,264
origin,463
other,463
ought,280
out,415
outburst,260
outdo,116
outfit,43
outgoing,427
outgrow,355
outing,260
outline,462
outlive,355
outmanoeuvre,493
outnumber,407
outrage,15
outrun,128
outstretche,407
outward,462
outwit,355
outﬁts,7
oval,362
ovaltine,197
ovary,58
overall,435
overcoat,506
overcome,346
overdose,437
overdress,39
overhead,20
overhear,248
overheard,188
overheat,314
overjoy,248
overlap,362
overlook,362
overplay,128
overpower,248
overreach,87
overreact,87
overrun,260
oversee,269
oversight,280
overstay,407
overstep,407
overtake,128
overthink,87
overwhelm,285
overwhelmed,15
overwork,218
owe,280
own,280
oﬀ,28
oﬀer,28
oﬀere,28
oﬃce,28
oﬃcer,28
pa,22
pace,20
pacify,377
pack,141
packing,459
pact,188
pad,73
paddle,141
page,332
pail,71
pain,127
paint,470
paintbox,181
paintbrush,69
painting,362
pair,51
pajama,479
palace,132
palanquin,358
palate,82
pale,29
paleness,56
paler,41
palette,362
pallet,223
palm,112
palpate,223
palsy,223
pan,462
panic,244
pant,54
pantomime,358
panty,322
papa,101
paper,84
paperwork,510
par,73
parade,100
paralyze,138
paraphrase,13
parcel,43
parch,197
pardon,311
pare,511
parent,463
parenting,41
park,50
parlor,178
parrot,182
part,248
participate,425
participation,19
parting,462
partner,51
partnership,397
party,396
pas,437
pass,141
passage,20
passenger,461
passion,264
passive,462
passport,360
password,383
past,329
pasta,400
paste,437
pastry,43
pat,462
patch,35
path,100
patience,280
patient,463
patron,108
paunch,82
pause,20
paw,141
pawn,346
pay,311
payment,397
peach,166
peacoat,506
pearl,500
peck,260
peculiarity,56
pedal,40
pediatrician,81
pee,121
peed,419
peek,156
peel,182
peep,481
peer,73
peg,166
peiqin,140
pekingese,237
pelt,197
pelvis,265
pen,280
pencil,148
pendant,29
penetrate,75
penis,102
penmanship,93
pension,505
people,276
pepper,437
perception,440
perch,43
perfect,509
perfection,96
perform,425
performance,51
perfume,88
period,468
peripheral,462
perish,97
perk,208
permission,193
permit,1
perplex,511
persecute,122
persevere,211
persist,346
persistence,346
person,276
personality,397
perspective,32
persuade,311
peruse,109
pester,197
pet,437
petal,486
pete,405
petticoat,5
pflediatrician,283
phase,422
phobia,87
phone,199
photo,369
photograph,369
photographer,241
physician,461
pi,141
piano,293
piccolo,191
pick,38
picket,43
pickle,164
picnic,383
picture,369
pidgin,358
piece,415
pierce,500
pigtail,466
pigu,208
pile,280
pill,166
pillow,199
pillowcase,350
pimple,66
pin,141
pinafore,358
pinch,61
ping,115
pinkie,66
pinky,66
pinpoint,60
pip,141
pipa,197
pipe,141
piping,110
pique,197
pirouette,278
piss,20
pistol,112
pitch,61
pity,287
pivot,8
placate,282
place,61
plague,193
plait,60
plan,383
plane,43
planning,95
plant,438
plate,383
play,38
player,276
playfulness,171
playing,382
playroom,86
playwright,85
plea,178
plead,260
please,455
pleasure,264
plenty,220
plod,66
plop,419
plot,1
plow,291
ploy,323
pluck,71
plug,437
plummet,71
plump,509
plunge,178
ply,296
pocket,383
pocketbook,86
poem,468
poet,85
poetry,468
point,353
pointing,45
poise,404
poison,392
poke,156
policewoman,81
policy,440
polish,374
politic,218
polo,182
poncho,278
ponder,188
pony,437
ponytail,193
poorly,43
pop,437
pops,91
popular,106
popularity,106
pore,274
pork,318
port,132
portal,182
porter,182
portfolio,30
portion,390
portrait,362
portray,11
pose,288
position,61
possess,232
possession,244
possibility,32
post,61
posture,280
posturing,507
pot,141
potato,191
pouch,330
pouf,307
pounce,59
pound,156
pour,459
powder,392
power,224
powerlessness,56
practice,415
praise,497
pram,208
prance,66
prattle,171
pray,205
prayer,143
preach,379
precaution,246
precede,168
precious,220
predicament,70
predict,346
preempt,10
preen,208
prefer,178
preference,1
pregnancy,478
pregnant,478
prepare,257
preppe,22
presence,17
present,336
presentation,222
press,74
pressure,367
presume,282
presumption,493
pretend,18
pretty,509
prevail,301
prevent,269
prey,244
price,422
prick,193
prickle,66
pride,127
prince,101
princeling,419
princess,101
principle,201
print,213
priority,61
prison,30
privacy,193
private,463
prize,19
probe,383
problem,201
procedure,214
proceed,269
process,32
proclaim,158
proctor,306
procure,158
prod,168
produce,142
profession,332
professionalism,171
professor,473
proffer,62
proficiency,61
profile,134
program,169
progress,410
project,169
projection,312
prolong,301
promise,4
promote,269
prompt,497
pronounce,300
pronunciation,190
prop,11
propagate,283
propel,60
property,30
proportion,192
proposal,390
propose,269
prospect,75
prostitute,461
protagonist,51
protect,135
protection,244
protest,206
protestation,323
protégé,260
proud,118
prove,346
provide,38
provocative,41
provoke,306
prowess,178
prowl,54
proﬁle,7
prune,223
pry,280
psychiatrist,108
psychoanalyze,358
puberty,322
public,390
publish,74
pucker,238
puff,156
pull,497
pulse,451
pummel,356
pump,497
punch,91
punctuate,486
punish,135
punishment,96
pupil,463
purchase,269
purge,269
purpose,224
purposeful,433
purse,36
pursue,346
pursuer,128
pursuit,43
push,401
put,497
puzzle,280
puzzlement,2
pyjama,479
qi,115
qijie,140
qipao,140
qipflo,21
quake,244
qualify,255
quality,130
quandary,267
quarrel,163
quarry,103
quarter,353
quaver,194
quell,249
query,214
quest,182
question,415
quicken,128
quickness,133
quilt,148
quip,411
quirk,66
quit,311
quiz,437
quote,448
race,126
racing,182
rack,220
radiance,430
radiate,283
radiating,193
radio,106
radish,208
rag,220
rage,49
rageful,452
rail,472
rainbow,182
raincoat,506
raise,280
rake,182
rally,36
ram,191
ramble,411
rambling,395
rang,149
rank,61
rant,275
rap,81
rape,244
rash,260
rasp,411
raspy,411
ration,168
rattle,482
rave,147
ravel,307
re,288
reach,137
react,346
reaction,383
read,257
readie,419
readiness,118
reading,382
readjust,60
ready,45
realise,43
reality,244
realize,18
really,509
realm,439
reappear,204
reapplie,314
rear,61
rearrange,301
reason,227
reasoning,312
reassess,314
reassure,118
reattach,301
rebel,106
rebellion,323
rebound,61
rebuf,282
rebuff,120
rebuke,120
rebuttone,282
recall,346
recast,31
receipt,280
receive,271
recharge,314
recipe,43
reciprocate,300
recital,362
recitation,210
recite,210
reckoning,467
reclaim,178
recline,292
recognise,12
recognize,280
recoil,40
recommend,349
reconcile,306
reconnect,109
reconnecte,109
record,303
recount,31
recover,346
recovery,32
recruit,51
recuperation,314
red,29
redden,66
redirect,94
reduce,269
reel,61
reestablish,314
refastene,282
refer,245
reference,434
refill,31
reflction,282
reflect,107
reflection,280
reflex,118
reflxe,22
refocus,94
refold,31
refolde,282
reform,294
refrain,123
refresh,31
refurbish,314
refusal,75
refuse,311
regain,178
regard,178
register,332
regret,127
regular,61
rehearse,366
reignite,158
rein,43
reincarnation,430
reinforcement,32
reinveste,113
reject,75
rejection,96
rejoin,346
relapse,138
relate,306
relation,289
relationship,397
relative,75
relax,367
relaxed,193
relay,313
release,48
relent,464
reliability,397
relief,127
relieve,232
relinquish,508
relish,464
relive,355
reload,291
relocate,206
reluctance,280
reluctant,260
rely,346
remade,134
remain,271
remained,149
remake,134
remark,1
remarry,508
remember,257
remind,280
reminder,280
remove,269
rename,368
rend,365
render,142
renew,156
rent,100
rental,100
reorganize,104
repair,95
reparation,120
repartee,120
repast,449
repay,178
repeat,141
rephrase,314
replace,271
replay,435
replies,20
reply,20
report,390
reposition,449
represent,38
representative,108
repress,424
reprimand,120
reproach,281
reproof,281
repulse,301
reputation,75
request,38
require,43
reread,327
rescue,206
research,440
resemble,260
resent,464
resentment,244
reservation,390
reserve,410
reside,41
residence,61
resident,14
resign,286
resignation,83
resist,379
resistance,392
resolution,332
resolve,269
resort,50
resource,390
respect,397
respiration,317
respond,346
response,32
responsibility,397
rest,137
restaurant,345
restive,171
restlessness,133
restore,346
restrain,306
result,255
resume,74
resurface,314
resurrect,314
retain,48
retaliate,120
retch,97
retching,97
retie,282
retire,286
retort,282
retrace,203
retreat,311
retrieve,346
return,38
reunion,375
reunite,206
reveal,346
revel,511
revere,210
reverie,2
reverse,175
revert,504
review,222
revise,31
revisit,109
revive,156
revolution,106
reward,48
reﬁlle,7
reﬁne,7
rhetoric,440
rhododendron,233
rib,260
ribbon,207
ribcage,421
rice,392
rich,375
rickshaw,442
rid,500
riddle,383
ride,182
rider,51
ridicule,97
riffle,238
rifld,22
right,220
ring,500
rinse,22
rip,280
rise,497
risk,192
rival,41
roam,35
roar,361
roast,437
rob,447
robe,330
robin,134
rock,147
rod,405
role,51
roll,497
romance,196
romy,365
roof,23
room,415
roommate,280
root,141
rosalind,66
rosebud,233
rotate,459
rouge,43
round,107
roundhouse,321
rouse,260
route,130
routine,100
row,214
royalty,244
rub,497
rucksack,256
ruddy,21
rudeness,171
ruffle,92
rug,362
ruin,244
rule,415
rummage,66
rump,161
run,455
ruse,43
rush,439
russian,222
s,137
sabotage,392
sack,75
sacrifice,143
sacriﬁce,7
sacrum,223
sad,287
sadden,111
saddle,330
saddlebag,53
sadness,287
safeguard,280
safety,392
sag,296
saga,182
said,351
sail,20
sailboat,81
sake,147
salary,61
saliva,392
salivate,464
salon,436
salute,166
salvage,148
salvation,244
sam,35
sampan,320
sample,312
sanctuary,375
sandal,223
sandwich,148
sanity,193
sap,182
sarcasm,49
sashay,419
sat,99
satchel,98
satin,188
satisfaction,196
satisfy,271
satisﬁed,7
saucer,238
saunter,8
save,205
saving,135
savior,280
savor,98
savour,300
saw,99
say,18
saying,63
scald,113
scale,422
scaling,462
scallop,46
scalp,43
scan,73
scar,500
scare,178
scared,193
scarf,260
scarlet,29
scatter,331
scene,106
scent,318
schatz,105
schedule,184
scheme,390
scholarship,169
school,50
schoolbook,86
schooling,43
schoolmaster,86
schoolmate,86
schoolwork,86
scissor,256
scofe,113
scoff,66
scold,97
scolding,97
scoliosis,242
scone,504
scoop,280
scoot,278
scooter,8
score,129
scorn,97
scour,71
scout,166
scowl,454
scrabble,268
scramble,482
scrap,148
scrape,178
scratch,156
scream,401
screen,141
screw,90
scribble,268
scribbling,268
script,392
scroll,280
scrub,280
scrunch,159
scrutinise,104
scrutinize,104
scurry,411
scuttle,291
seal,61
search,346
searching,135
seat,330
second,490
secret,193
secretary,108
secure,459
seduce,118
see,271
seed,48
seek,271
seem,178
seethe,66
seize,379
seizure,260
select,38
selection,61
self,288
selfishness,171
sell,206
semester,61
seminar,169
send,205
senior,410
sens,504
sense,415
sensei,376
sentence,1
sentiment,280
separate,463
sequester,197
serenade,380
servant,51
serve,379
service,390
serviette,211
set,497
setting,63
settle,156
seventy,305
sew,296
sewing,260
sex,264
shade,280
shadow,500
shake,174
shaky,220
sham,220
shame,49
shanghai,363
shanghainese,363
shape,422
share,205
shark,106
sharpening,60
shatter,35
shave,217
shawl,511
sheath,280
shed,362
sheet,43
shelf,20
shell,134
shelter,362
shield,36
shielding,193
shift,137
shimmer,511
shimmy,278
shimmying,278
shin,156
shine,182
ship,20
shirt,330
shirtsleeve,256
shirttail,161
shirtwaist,373
shit,90
shiver,174
shock,35
shoe,141
shoetip,161
shoo,146
shoot,369
shop,166
shopping,382
shore,260
short,59
shortcoming,70
shorten,128
shot,141
should,176
shoulder,112
shouldn,176
shout,91
shove,401
shovel,166
show,129
shower,470
shre,111
shred,71
shriek,15
shrieking,452
shrillness,452
shrink,166
shrug,174
shudder,174
shuffle,482
shun,140
shunt,60
shush,274
shut,497
shu田ed,140
shuﬄed,28
shy,166
shyness,501
sible,419
sibling,463
sick,116
sicken,116
sicko,116
side,40
sideline,292
sidestep,366
sideway,221
sift,60
sigh,375
sighing,193
sight,415
sightseeing,381
sign,328
signal,141
signature,20
silence,127
silently,29
silhouette,280
silk,500
silver,335
simmer,105
simper,105
simpering,395
sin,135
sincerity,143
sing,136
singe,419
singer,85
singing,382
single,236
sink,497
sinus,82
sip,166
sister,101
sit,99
sitcom,106
sitting,193
situate,282
situation,32
size,422
skate,136
skeleton,48
sketch,332
sketchbook,181
sketching,181
sketchpad,181
skewer,8
skid,197
skill,224
skim,161
skin,224
skip,141
skirt,11
skitter,419
skull,106
sky,439
slack,43
slacken,128
slam,482
slang,193
slap,91
slaughter,244
slave,96
sleep,485
sleepwalk,433
sleepy,15
sleeve,370
sleight,8
slender,152
sleuthing,138
slice,260
slide,383
sling,121
slink,331
slip,43
slipper,466
slipping,63
slit,260
slither,66
sloppiness,411
slot,100
slow,166
slump,73
slunk,411
slur,411
slurp,411
slut,411
smack,482
small,152
smart,509
smash,106
smear,331
smell,308
smile,454
smiling,454
smirk,454
smoke,474
smoking,382
smooth,152
smother,285
smuggle,60
snack,280
snag,159
snap,482
snapshot,181
snarl,174
snatch,188
sneak,383
sneaker,256
sneer,275
sneeze,254
snicker,275
snife,159
sniff,147
sniffle,254
snip,159
sniﬀed,28
snoop,437
snooping,218
snooze,159
snore,450
snoring,450
snort,250
snufe,419
snuggle,450
soak,98
soap,217
soar,274
sob,156
sobbing,172
sober,43
sobriety,98
socialism,294
sock,280
socket,156
sofa,23
soften,234
softness,260
soil,426
sol,43
sole,43
solitude,56
solo,468
solution,201
solve,271
something,383
son,473
song,468
sooooo,499
soothe,18
sop,419
sophisticated,383
sorrow,287
sorry,200
sort,260
soul,143
sound,137
soup,474
soupspoon,238
sour,20
source,153
sow,274
space,415
spanish,42
spank,159
spar,504
spare,43
sparkle,20
spasm,6
spat,371
speak,379
speaking,280
special,106
specialize,51
specialty,383
specify,459
speculate,131
speech,440
speechless,15
speed,422
spell,328
spend,328
spending,135
spew,331
spill,18
spin,346
spine,11
spirit,463
spit,49
spite,280
splash,91
splay,60
spleen,265
split,61
splotchy,58
splutter,331
spoil,383
spoke,99
sponsor,230
sponsorship,342
spook,66
spoon,437
sport,130
spot,214
spout,331
sprawl,291
spray,470
spread,379
spring,476
sprint,136
sprout,233
sputter,331
spy,260
squad,489
squander,104
square,132
squat,15
squawk,393
squeak,156
squeal,325
squeeze,367
squint,254
squirm,159
squish,159
stab,73
stabilize,232
stable,260
stack,459
staf,296
staff,108
stage,183
stagger,66
stain,437
stair,41
stake,135
stalk,182
stall,437
stammer,356
stamp,353
stand,174
standard,61
standing,382
star,141
stare,401
start,471
startle,60
starve,8
stash,8
state,408
stateless,56
statement,137
station,472
statue,132
stature,43
status,61
stay,18
stead,365
steady,328
steal,137
stealing,135
steam,30
steel,148
steep,103
steer,462
step,136
stepbrother,64
stepfather,427
stepson,98
stick,280
stifene,511
stiff,152
stiffen,234
stiffly,188
stifld,356
stifle,60
stilettos,39
still,185
stimulate,232
sting,106
stink,220
stint,260
stipend,25
stir,178
stirring,156
stitch,260
stiﬀen,28
stiﬀene,28
stiﬂe,283
stlike,296
stock,141
stocking,93
stole,135
stomach,112
stomachache,501
stomp,52
stood,149
stool,23
stoop,59
stop,455
stoppage,56
store,437
storm,415
story,106
straddle,187
straighten,459
strain,73
stranger,193
strangle,66
strap,166
strategy,440
stray,43
stream,103
street,221
strength,152
strengthen,232
stress,474
stretch,280
stretcher,256
stricken,462
stride,166
strike,415
string,38
stringer,238
strip,148
strive,118
stroke,141
stroll,100
stroller,81
struggle,383
strum,66
stub,60
student,51
studio,199
study,379
stuff,415
stumble,91
stump,415
stun,366
stung,193
stupid,227
stutter,395
stuﬀed,28
style,422
styling,95
subconscious,462
subdue,424
subject,32
submerge,167
submissive,296
submit,311
subside,131
succeed,271
success,106
succumb,300
suck,401
sufere,208
sufering,282
suffer,118
suffering,118
suffocate,300
suffocation,6
suggest,214
suggestion,332
suicide,392
suit,156
suitcase,199
suite,383
suitor,98
sulk,365
sully,66
sum,416
summarize,31
summary,435
summon,346
sun,141
sundress,39
sunglass,223
sunny,147
sunset,500
sunshine,147
sunﬁowers,7
superior,463
superstition,502
supervise,142
supervisor,108
supper,209
supplant,301
supplement,74
supply,61
support,459
suppose,445
suppress,269
sure,220
surfing,35
surge,497
surname,473
surpass,314
surprise,15
surprising,193
surrender,311
surround,462
surrounding,178
survey,30
survival,244
survive,437
suspect,1
suspend,43
suspicion,193
sustain,75
sustenance,430
suﬀere,28
suﬀocate,28
swaddle,13
swallow,401
swam,141
swamp,106
swap,459
swarm,482
swat,106
sway,166
swear,220
sweat,49
sweater,330
sweatpant,197
sweatshirt,330
sweep,260
sweetheart,220
swell,73
swelter,8
swerve,203
swim,136
swimsuit,79
swing,482
swinging,45
swipe,331
swish,331
switch,141
swivel,278
swoon,331
swoop,331
sword,375
sympathetic,462
sympathize,202
sympathy,287
symptom,242
synapsis,358
synchronize,278
system,390
ta,288
tab,134
table,129
tablet,193
tabletop,215
tack,439
tackle,260
tactic,43
tag,141
tail,141
tailor,148
take,379
tale,280
talent,106
talk,379
tall,152
tally,43
tame,260
tamp,22
tan,156
tante,380
tantrum,66
tap,4
tape,362
target,48
tarry,365
tart,197
task,214
taste,308
taunt,8
taut,43
tea,193
teach,379
teacher,51
teaching,440
teacup,53
team,489
teammate,463
teapot,53
tear,280
teary,172
tease,4
teasing,193
technique,201
teem,419
teeter,238
telegram,61
telegraph,180
telephone,23
tell,18
temper,193
temperament,462
temperature,422
temple,132
tempt,464
tenacity,267
tend,41
tense,193
tension,49
tentative,134
term,422
terminate,269
terrify,66
territory,130
terriﬁe,151
terror,244
test,48
testimony,390
tether,110
text,213
textbook,74
texte,282
texted,4
thank,147
thaw,59
theory,312
thermo,511
thicken,234
thigh,112
thin,220
thing,415
think,257
thinking,382
thirst,177
thirsty,177
thirty,305
thought,99
thoughtfulness,171
thoughtlessness,433
thread,280
threat,20
threaten,41
thrill,15
thrive,118
throat,375
throb,66
throbbing,193
through,63
throw,91
thrust,367
thudding,278
thumb,112
thumbnail,155
thump,212
thwart,71
tick,91
ticket,125
tickle,285
tide,43
tidy,459
tie,184
tiger,147
tight,367
tighten,459
tile,23
tilt,40
time,224
timid,68
timing,224
tip,141
tiptoe,5
tirade,511
tired,220
tit,5
title,36
to,17
toast,400
toddle,66
toe,11
toenail,155
toil,274
toilette,282
tolerate,118
tolstoy,138
tone,137
tongue,492
tooth,497
top,410
topic,32
topple,71
torment,96
tormentor,98
torso,11
torture,96
torvald,138
toss,364
totter,419
tottering,419
touch,328
toughen,128
tour,51
tow,43
towel,470
tower,132
town,276
townsman,321
toy,182
trace,35
track,134
trade,30
tradition,463
traffic,30
tragedy,244
trail,182
train,315
trainer,51
training,95
traipse,511
trample,411
trance,43
transfer,30
transform,459
transformation,383
transition,462
translate,341
translator,341
transport,30
trap,141
trash,217
travel,213
traveler,383
traverse,462
tray,20
tread,280
treasure,383
treasury,30
treat,156
treatment,392
treaty,390
tree,141
trek,182
tremble,174
trembling,174
trespass,187
tress,380
triale,282
triangular,462
trick,4
trill,411
trimester,98
trip,35
triumph,244
trod,52
troop,43
trot,98
trouble,415
trouser,256
trousseau,307
truck,141
trudge,52
trump,191
trunk,23
trust,9
truth,143
try,38
tsai,140
tuck,166
tug,156
tuition,461
tumble,166
tummy,421
tune,100
tunic,330
tunnel,103
turmoil,244
turn,328
turquoise,29
turtleneck,506
tussle,366
tutelage,267
tutor,166
tutte,380
tv,80
twenty,305
twin,220
twirl,243
twist,156
twisted,220
twisting,178
twitch,500
type,422
tzedakah,495
ultimatum,106
umbrella,330
unbidden,334
unbinding,334
unburden,334
unbutton,219
uncertainty,289
unclasp,13
uncle,101
unclip,13
uncomfortable,49
unconscious,462
uncurl,243
underarm,373
underclothe,373
underestimate,377
underline,60
underpant,238
undershirt,373
understand,379
understanding,118
understatement,144
undertake,306
underthing,66
undertone,66
underwear,148
underworld,244
undo,328
undress,78
undressed,298
unearth,66
unease,193
uneasy,375
unfaze,395
unfettered,334
unflinche,179
unfold,252
unfurl,252
unfurls,252
ungainliness,466
unglue,111
unhappiness,493
unharme,111
unhear,248
unhook,466
uniform,61
unit,422
unknotte,13
unknow,334
unlace,128
unlatche,179
unload,78
unlock,459
unmoore,111
unnerve,226
unpack,78
unpopularity,323
unravel,334
unroll,78
unscramble,13
unsettle,226
unsheathe,111
unsurprise,493
untangle,78
untethere,111
unthinke,111
untie,78
untraine,283
untwist,179
unwavering,267
unwelcome,144
unwind,334
unwound,334
unwrap,243
unzip,219
up,136
upbringing,143
update,153
upend,128
upright,40
upset,48
upstage,248
upstairs,199
urge,118
urgency,193
urging,178
use,38
useful,43
usher,191
usurp,314
uterus,421
utter,118
v,17
vacant,347
vacate,301
vacation,100
vaccine,41
vagin,208
vagina,322
vague,193
valise,197
valuable,332
value,192
vanish,503
vanished,149
vanity,143
vas,16
vase,148
veer,356
vegetable,178
vehemence,395
veil,43
vein,156
venerable,119
vent,141
ventriloquism,358
venture,41
verdict,43
verify,459
vern,365
verse,1
version,134
vertebrfl,511
vibrate,66
victimize,464
view,48
vigil,246
vigilance,133
villa,132
village,344
vineyard,362
violate,178
violet,439
virginity,193
virtue,463
visa,360
vision,383
visit,74
visitor,260
visor,98
visualise,464
visualize,261
vividness,56
vocabulary,43
vodka,400
vogues,197
voice,224
volition,511
volume,19
volunteer,108
vomit,217
vote,38
vouch,249
vow,178
vpn,197
vulnerability,397
vulnerable,134
vulva,300
w,17
wad,419
wade,500
wag,296
wager,412
wail,325
wailing,452
waipo,443
waist,156
waistband,178
waistline,421
wait,455
waiting,177
wake,137
walk,328
walking,382
wall,23
wallet,330
wallow,59
waltz,323
wanchee,365
wander,182
wandering,383
wanna,121
want,177
wanted,177
ward,390
warden,29
wardrobe,199
wariness,501
warm,240
warmth,196
warn,232
warning,193
wash,470
washerwoman,93
waste,217
wastebasket,215
watch,308
watching,135
water,474
watercolor,69
watercolour,69
waterfront,132
waterway,362
wave,91
waver,511
way,497
weak,193
weaken,232
weakly,232
weakness,193
wealth,259
weapon,112
wear,379
wearing,63
weary,178
weather,476
weave,178
web,180
website,129
wedding,89
wedge,462
week,100
weep,172
weigh,43
weight,422
welcome,375
welfare,259
well,147
wept,149
westerner,197
wet,177
what,227
wheedle,27
wheel,280
wheeze,27
whereabout,173
whereabouts,11
which,63
whim,111
whimper,361
whine,325
whip,45
whirl,278
whisk,466
whisked,466
whisper,29
whispering,382
whistle,147
white,29
whole,100
whore,49
widen,383
widow,260
wield,372
wife,89
wiggle,159
wilhelm,332
will,114
willingness,118
willowy,68
wilt,168
win,83
wince,15
wind,217
window,188
windowsill,221
windowtsosotee,21
wine,474
