persona,feature,weight
2,poss:pressures,2.074163012103538
2,poss:rong,2.074163012103538
2,poss:prerogative,2.074163012103538
2,agent:budgeted,2.074163012103538
2,agent:buckle,2.074163012103538
2,agent:bubbled,2.074163012103538
2,agent:brownnosing,2.074163012103538
2,agent:broadcasts,2.074163012103538
2,agent:broadcast,2.074163012103538
2,agent:breaststroked,2.074163012103538
2,agent:braved,2.074163012103538
3,agent:targeted,1.6899219173961004
3,agent:gamble,1.6899219173961004
3,poss:dun,1.6899219173961004
3,agent:meddle,1.6899219173961004
3,mod:specific,1.6899219173961004
3,poss:solutions,1.6899219173960986
3,mod:minute,1.6899219173960986
3,poss:yorker,1.6899219173960986
3,poss:ﬁction,1.6899219173960986
3,mod:millionaire,1.6899219173960986
3,mod:mill,1.6899219173960986
3,mod:mistake,1.6899219173960986
3,poss:sojourn,1.6899219173960986
3,agent:brake,1.6899219173960986
3,agent:brace,1.6899219173960986
3,mod:monger,1.6899219173960986
3,poss:solace,1.6899219173960986
3,mod:moralist,1.6899219173960986
3,mod:murderers,1.6899219173960986
3,mod:maids,1.6899219173960986
3,mod:magician,1.6899219173960986
3,mod:lukewarm,1.6899219173960986
3,mod:maretsky,1.6899219173960986
3,poss:ﬂing,1.6899219173960986
3,agent:wage,1.6899219173960986
3,poss:counsel-,1.6899219173960986
3,poss:courses,1.6899219173960986
3,poss:couplet,1.6899219173960986
3,poss:deformity,1.6899219173960986
3,agent:grumbling,1.6899219173960986
3,poss:dentist,1.6899219173960986
3,poss:defenses,1.6899219173960986
3,poss:defences,1.6899219173960986
3,poss:delegation,1.6899219173960986
3,poss:coup,1.6899219173960986
3,agent:hauling,1.6899219173960986
3,agent:vied,1.6899219173960986
3,agent:videotaped,1.6899219173960986
3,agent:accentuate,1.6899219173960986
3,agent:accelerating,1.6899219173960986
3,agent:unearth,1.6899219173960986
3,poss:continent,1.6899219173960986
3,poss:converts,1.6899219173960986
3,"poss:desk-""to",1.6899219173960986
3,poss:cooperative,1.6899219173960986
3,poss:coo,1.6899219173960986
3,agent:heft,1.6899219173960986
3,poss:dependants,1.6899219173960986
3,poss:departs,1.6899219173960986
3,agent:groping,1.6899219173960986
4,agent:abominated,2.3891008099381175
4,agent:conﬁned,2.3891008099381175
4,poss:salt,2.3891008099381175
4,poss:sameness,2.3891008099381175
4,poss:saddle,2.3891008099381175
4,poss:saddlebag,2.3891008099381175
4,poss:scolding,2.3891008099381175
4,poss:schnapps,2.3891008099381175
4,mod:gypsy,2.3891008099381175
4,mod:kinder,2.3891008099381175
4,mod:kindergarten,2.3891008099381175
4,mod:hapless,2.3891008099381175
4,mod:jeans,2.3891008099381175
4,mod:intolerable,2.3891008099381175
4,mod:invalid,2.3891008099381175
4,poss:ruses,2.3891008099381175
4,poss:rounder,2.3891008099381175
4,poss:royalty,2.3891008099381175
4,poss:ruble,2.3891008099381175
4,poss:rosary,2.3891008099381175
4,poss:scraping,2.3891008099381175
4,agent:courted,2.3891008099381175
4,poss:rites,2.3891008099381175
4,poss:roar,2.3891008099381175
4,mod:lieutenant,2.3891008099381175
4,mod:lindsey,2.3891008099381175
4,mod:grapes,2.3891008099381175
4,mod:leg,2.3891008099381175
4,mod:legged,2.3891008099381175
4,mod:gutless,2.3891008099381175
4,poss:yellowing,2.3891008099381175
4,poss:yoga,2.3891008099381175
4,poss:yogurt,2.3891008099381175
4,mod:learning,2.3891008099381175
4,mod:lantern,2.3891008099381175
4,mod:laundrymen,2.3891008099381175
4,mod:mianhua,2.3891008099381175
4,mod:midshipman,2.3891008099381175
4,mod:melodramatic,2.3891008099381175
4,mod:mama,2.3891008099381175
4,mod:maniac,2.3891008099381175
4,mod:marionette,2.3891008099381175
4,mod:gifts,2.3891008099381175
4,mod:madman,2.3891008099381175
4,mod:majestic,2.3891008099381175
4,mod:loose,2.3891008099381175
4,mod:list,2.3891008099381175
4,mod:librarian,2.3891008099381175
4,poss:returned,2.3891008099381175
4,poss:reveries,2.3891008099381175
5,poss:ax,2.0136988380504803
5,poss:trumpeting,2.0136988380504803
5,poss:dou,2.0136988380504803
5,mod:lenient,2.0136988380504803
5,poss:ugliness,2.0136988380504803
5,agent:treaded,2.0136988380504803
5,poss:chanting,2.0136988380504803
5,poss:carts,2.0136988380504803
5,poss:whispers,2.0136988380504803
5,mod:broke,2.0136988380504803
5,mod:broad,2.0136988380504803
5,poss:visor,2.0136988380504803
5,poss:incense,2.0136988380504803
5,mod:barren,2.0136988380504803
5,poss:vim,2.0136988380504803
5,poss:her,2.0136988380504803
5,poss:whole,2.0136988380504803
5,poss:email,2.0136988380504803
5,poss:elixir,2.0136988380504803
5,poss:wandering,2.0136988380504803
5,agent:meditate,2.0136988380504803
5,poss:dive,2.0136988380504803
5,poss:garment,2.0136988380504803
5,poss:heartbeats,2.0136988380504803
5,poss:hearings,2.0136988380504803
5,poss:upset,2.0136988380504803
5,poss:interrogations,2.0136988380504803
5,agent:swooned,2.0136988380504803
5,poss:bridegroom,2.0136988380504803
5,poss:disturbance,2.0136988380504803
5,poss:collapse,2.0136988380504803
5,poss:mats,2.0136988380504803
5,poss:kneel,2.0136988380504803
5,poss:calms,2.0136988380504803
5,poss:birthplace,2.0136988380504803
5,poss:layers,2.0136988380504803
5,poss:moy,2.0136988380504803
5,mod:homesick,2.0136988380504803
5,poss:leica,2.0136988380504803
5,poss:votes,2.0136988380504803
5,agent:glean,2.0136988380504803
5,agent:descend,2.0136988380504803
5,poss:twenty,2.0136988380504803
5,agent:labor,2.0136988380504803
5,poss:alchemy,2.0136988380504803
5,poss:exam,2.0136988380504803
5,poss:hairpin,2.0136988380504803
5,agent:are-,2.0136988380504803
5,poss:bucket,2.0136988380504803
5,agent:deceiving,2.0136988380504803
6,poss:heime,2.4721856291116264
6,poss:sabre,2.4721856291116246
6,patient:reassess,2.4721856291116246
6,agent:braiding,2.4721856291116246
6,poss:secrecy,2.4721856291116246
6,poss:semester,2.4721856291116246
6,poss:run,2.4721856291116246
6,agent:affixed,2.4721856291116246
6,poss:ﬂagon,2.4721856291116246
6,agent:-was,2.4721856291116246
6,poss:ﬁll,2.4721856291116246
6,poss:shining,2.4721856291116246
6,poss:ﬁngertip,2.4721856291116246
6,agent:accrued,2.4721856291116246
6,poss:sail,2.4721856291116246
6,poss:scrapes,2.4721856291116246
6,poss:scaling,2.4721856291116246
6,poss:scabbard,2.4721856291116246
6,agent:assembling,2.4721856291116246
6,poss:機,2.4721856291116246
6,agent:armed,2.4721856291116246
6,agent:arisen,2.4721856291116246
6,agent:approves,2.4721856291116246
6,agent:applaud,2.4721856291116246
6,agent:appeased,2.4721856291116246
6,agent:apologize-,2.4721856291116246
6,agent:airted,2.4721856291116246
6,agent:aided,2.4721856291116246
6,agent:agreed-,2.4721856291116246
6,poss:shore,2.4721856291116246
6,agent:boxed,2.4721856291116246
6,agent:bombing,2.4721856291116246
6,agent:boasting,2.4721856291116246
6,agent:blurred,2.4721856291116246
6,agent:bless,2.4721856291116246
6,agent:binding,2.4721856291116246
6,agent:best-ﬁguring,2.4721856291116246
6,poss:roofs,2.4721856291116246
6,poss:short,2.4721856291116246
6,poss:shoreline,2.4721856291116246
6,poss:riots,2.4721856291116246
6,poss:rim,2.4721856291116246
6,poss:riding,2.4721856291116246
6,poss:ribald,2.4721856291116246
