character_id,role,word,freq
5,patient,bring,1
5,patient,bringing,1
5,patient,brought,1
5,patient,call,1
5,patient,called,1
5,patient,choked,1
5,patient,coerced,1
5,patient,comfort,1
5,patient,confounded,1
5,patient,convince,1
5,patient,cutting,1
5,patient,deliver,1
5,patient,delivering,1
5,patient,described,1
5,patient,determined,1
5,patient,discovered,1
5,patient,dressed,1
5,patient,escort,4
5,patient,filled,1
5,patient,find,5
5,patient,finding,1
5,patient,followed,1
5,patient,force,3
5,patient,found,4
5,patient,get,3
5,patient,given,1
5,patient,harm,1
5,patient,have,1
5,patient,heard,1
5,patient,help,4
5,patient,holding,1
5,patient,involved,1
5,patient,keep,3
5,patient,kidnapped,2
5,patient,kidnapping,1
5,patient,kill,1
5,patient,killed,2
5,patient,left,1
5,patient,liked,1
5,patient,marry,1
5,patient,marrying,1
5,patient,mention,2
5,patient,met,2
5,patient,occupy,1
5,patient,overpowered,1
5,patient,persuade,2
5,patient,persuading,1
5,patient,place,1
5,patient,press,1
5,patient,preventing,1
5,patient,promised,1
5,patient,protecting,1
5,patient,providing,1
5,patient,pulled,1
5,patient,pulling,1
5,patient,put,1
5,patient,recognize,1
5,patient,recognized,1
5,patient,relocate,1
5,patient,resurrected,2
5,patient,saw,1
5,patient,scare,1
5,patient,see,1
5,patient,seen,2
5,patient,send,1
5,patient,shelter,1
5,patient,shield,1
5,patient,showed,1
5,patient,shut,1
5,patient,spotted,1
5,patient,supposed,1
5,patient,take,1
5,patient,taking,1
5,patient,tell,3
5,patient,thank,2
5,patient,told,1
5,patient,trace,1
5,patient,visit,2
5,patient,warn,1
5,patient,watching,1
5,patient,whisked,1
5,possessive,action,1
5,possessive,appearance,2
5,possessive,application,6
5,possessive,armband,1
5,possessive,arms,1
5,possessive,arrival,1
5,possessive,baby,1
5,possessive,back,2
5,possessive,background,1
5,possessive,beauty,1
5,possessive,belly,2
5,possessive,body,1
5,possessive,boss,1
5,possessive,brother,2
5,possessive,carp,1
5,possessive,case,9
5,possessive,certificate,1
5,possessive,change,2
5,possessive,cheek,1
5,possessive,choice,1
5,possessive,circumstances,1
5,possessive,contacts,3
5,possessive,convenience,1
5,possessive,cup,1
5,possessive,decision,2
5,possessive,description,1
5,possessive,disappearance,17
5,possessive,dossier,1
5,possessive,dreams,1
5,possessive,earnings,1
5,possessive,explanation,1
5,possessive,expression,1
5,possessive,expressionless,1
5,possessive,eyes,7
5,possessive,face,6
5,possessive,family,3
5,possessive,fate,1
5,possessive,father,2
5,possessive,fault,1
5,possessive,favorite,1
5,possessive,file,2
5,possessive,fingers,2
5,possessive,fingertips,1
5,possessive,future,3
5,possessive,hair,2
5,possessive,hand,3
5,possessive,hands,6
5,possessive,head,4
5,possessive,headquarters,1
5,possessive,home,2
5,possessive,hostility,1
5,possessive,house,5
5,possessive,husband,18
5,possessive,infant,1
5,possessive,insistence,1
5,possessive,intention,1
5,possessive,intentions,1
5,possessive,interests,1
5,possessive,lack,1
5,possessive,life,15
5,possessive,lips,1
5,possessive,marriage,2
5,possessive,mind,5
5,possessive,misery,1
5,possessive,mission,1
5,possessive,money,1
5,possessive,name,1
5,possessive,neck,1
5,possessive,need,1
5,possessive,neighbor,4
5,possessive,neighbors,4
5,possessive,options,1
5,possessive,passport,4
5,possessive,picture,3
5,possessive,place,1
5,possessive,plan,1
5,possessive,plans,2
5,possessive,position,1
5,possessive,pregnancy,2
5,possessive,purse,1
5,possessive,question,1
5,possessive,reason,1
5,possessive,reasons,1
5,possessive,relationship,1
5,possessive,relative,1
5,possessive,relatives,1
5,possessive,request,2
5,possessive,rescue,1
5,possessive,risk,1
5,possessive,room,1
5,possessive,safety,2
5,possessive,senior,1
5,possessive,shoulder,1
5,possessive,shoulders,1
5,possessive,shred,1
5,possessive,side,1
5,possessive,situation,1
5,possessive,sleeve,1
5,possessive,son,3
5,possessive,status,2
5,possessive,staying,1
5,possessive,tears,2
5,possessive,toil,1
5,possessive,vacant,1
5,possessive,village,1
5,possessive,visa,2
5,possessive,voice,2
5,possessive,whereabouts,2
5,possessive,will,1
5,possessive,wish,1
5,possessive,words,1
5,possessive,work,3
5,possessive,wounds,2
5,possessive,years,1
5,possessive,yuan,1
5,predicative,able,2
5,predicative,afraid,1
5,predicative,alive,1
5,predicative,ashamed,1
5,predicative,beautiful,1
5,predicative,best,1
5,predicative,cadre,1
5,predicative,citizen,1
5,predicative,dancer,1
5,predicative,desperate,1
5,predicative,different,1
5,predicative,eager,1
5,predicative,guest,1
5,predicative,knockout,1
5,predicative,outsider,1
5,predicative,peasant,1
5,predicative,poor,1
5,predicative,pregnant,1
5,predicative,proud,1
5,predicative,queen,1
5,predicative,rag,1
5,predicative,ready,1
5,predicative,safe,1
5,predicative,satisfied,1
5,predicative,sorry,1
5,predicative,surprised,1
5,predicative,tempting,1
5,predicative,welcome,1
