book,author,name,role,word,count,logits,author_id,book_id,character_id
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,alarmed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,approached,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,ask,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,associates,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,attended,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,began,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,call,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,charge,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,collaborate,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,compete,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,complained,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,contacted,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,cooperate,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,did,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,divorced,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,do,5,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,doing,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,eagled,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,failed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,find,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,fixed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,gave,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,had,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,has,5,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,have,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,help,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,helped,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,interviews,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,knew,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,know,3,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,knows,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,listened,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,lived,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,looked,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,made,4,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,met,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,missed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,need,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,permitted,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,provided,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,published,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,put,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,received,3,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,recommended,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,reserved,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,respond,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,restored,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,return,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,said,9,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,say,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,seemed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,sounded,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,spoke,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,started,3,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,taken,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,talk,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,talked,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,tell,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,throwing,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,touched,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,trying,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,turn,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,turns,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,visited,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,want,3,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,whispered,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,wish,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,agent,wrapped,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,approach,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,approaching,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,ask,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,called,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,chosen,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,drying,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,interviewed,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,involved,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,keep,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,killed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,know,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,murdered,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,pull,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,saw,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,see,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,seen,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,speak,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,supposed,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,used,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,patient,watched,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,apartment,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,ass,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,assistant,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,assumption,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,attendance,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,body,4,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,breasts,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,business,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,calls,5,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,career,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,case,3,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,choices,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,circumstances,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,clients,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,company,4,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,connection,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,connections,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,cooperation,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,days,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,death,10,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,effort,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,eyes,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,face,5,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,family,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,feelings,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,file,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,fingers,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,flapping,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,glass,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,hand,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,home,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,husband,4,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,interviews,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,knowledge,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,level,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,life,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,loneliness,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,man,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,marriage,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,murder,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,name,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,number,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,office,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,pack,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,part,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,picture,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,position,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,problems,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,radiating,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,reaction,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,record,6,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,records,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,relationship,3,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,reputation,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,room,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,shadow,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,shoulders,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,show,5,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,son,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,spoon,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,talk,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,teeth,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,transcripts,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,voice,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,work,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,possessive,wrist,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,anchorwoman,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,announcer,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,busy,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,innocent,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,nice,2,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,sharp,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,An Jiayi,predicative,woman,1,0.0,17,0,0
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,allowed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,answer,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,awoke,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,believed,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,blame,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,braced,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,briefed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,call,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,called,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,came,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,checked,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,clapped,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,come,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,copied,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,cut,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,decided,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,did,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,discuss,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,doing,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,done,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,expected,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,experienced,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,explain,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,failed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,feigned,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,felt,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,followed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,found,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,frowning,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,gave,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,go,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,going,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,got,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,had,7,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,have,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,headed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,heard,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,help,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,hung,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,incomprehensible,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,interpret,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,join,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,keep,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,keyed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,kicked,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,knew,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,know,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,leaned,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,like,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,liked,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,looked,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,looking,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,looks,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,made,5,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,make,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,moved,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,need,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,nodded,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,opened,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,paced,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,picked,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,printed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,proposed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,put,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,read,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,recognized,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,remember,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,remembered,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,repeated,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,rubbed,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,said,16,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,sank,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,sat,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,saw,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,see,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,shopping,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,shuddered,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,slowed,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,slumped,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,smiled,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,sounded,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,stands,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,started,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,stay,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,stayed,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,stood,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,strained,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,studying,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,stumbled,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,suggested,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,supposed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,take,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,taken,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,talked,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,think,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,tied,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,told,5,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,took,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,translated,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,tried,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,turned,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,waited,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,waits,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,walked,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,want,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,wanted,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,wearing,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,went,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,whispered,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,wished,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,agent,wondered,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,approached,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,braced,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,called,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,checked,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,dragged,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,dressed,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,given,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,knew,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,left,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,met,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,phone,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,reminded,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,seating,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,show,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,take,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,tell,3,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,thank,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,told,4,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,patient,try,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,possessive,ankle,4,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,possessive,ankles,1,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,possessive,apartment,2,0.0,17,0,1
A Case of Two Cities,QIU XIAOLONG,Catherine Rohn,possessive,bag,1,0.0,17,0,1
