book,name,char_id,author
What We Were Promised,Sunny (Tong Sunny),34,LUCY TAN
What We Were Promised,Sunny (Tong Sunny),35,LUCY TAN
What We Were Promised,Sunny (Tong Sunny),5000,LUCY TAN
What We Were Promised,Rose,144,LUCY TAN
What We Were Promised,Karen Zhen,172,LUCY TAN
What We Were Promised,Karen Zhen,12,LUCY TAN
When Red Is Black,Peiqin,117,QIU XIAOLONG
When Red Is Black,Peiqin,40,QIU XIAOLONG
When Red Is Black,Peiqin,1,QIU XIAOLONG
When Red Is Black,Peiqin,12,QIU XIAOLONG
