Character_ID,Character_Name,Mention_Text,Mention_Type,Category,Start_Token,End_Token
4124,Character_4124,she,PRON,PER,90746,90746
4124,Character_4124,she,PRON,PER,90752,90752
4124,Character_4124,she,PRON,PER,90761,90761
4124,Character_4124,her,PRON,PER,90774,90774
4124,Character_4124,she,PRON,PER,90792,90792
4124,Character_4124,she,PRON,PER,90798,90798
219,Peiqin,Peiqin,PROP,PER,91016,91016
219,Peiqin,Peiqin,PROP,PER,91059,91059
219,Peiqin,Peiqin,PROP,PER,91173,91173
284,Shasha,Shasha,PROP,PER,91415,91415
284,Shasha,her,PRON,PER,91420,91420
284,Shasha,her,PRON,PER,91426,91426
284,Shasha,Shasha,PROP,PER,91628,91628
447,One of them,One of them,NOM,FAC,91692,91694
358,Detective Lenich,Detective Jonathan Lenich,PROP,PER,91723,91725
4182,a young blond woman in a white blouse and blue jeans,a young blond woman in a white blouse and blue jeans,NOM,PER,91765,91775
4182,a young blond woman in a white blouse and blue jeans,I,PRON,PER,91784,91784
232,Catherine,Catherine Rohn,PROP,PER,91786,91787
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,91824,91824
365,Miss Rohn,Miss Rohn,PROP,PER,91843,91844
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,91851,91851
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,91855,91855
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,91871,91871
4182,a young blond woman in a white blouse and blue jeans,she,PRON,PER,91930,91930
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,91963,91963
4182,a young blond woman in a white blouse and blue jeans,she,PRON,PER,91975,91975
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,92080,92080
4182,a young blond woman in a white blouse and blue jeans,I,PRON,PER,92092,92092
4182,a young blond woman in a white blouse and blue jeans,she,PRON,PER,92101,92101
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,92106,92106
4182,a young blond woman in a white blouse and blue jeans,me,PRON,PER,92116,92116
4182,a young blond woman in a white blouse and blue jeans,me,PRON,PER,92130,92130
358,Detective Lenich,Detective Lenich,PROP,PER,92140,92141
4182,a young blond woman in a white blouse and blue jeans,She,PRON,PER,92147,92147
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,92168,92168
4182,a young blond woman in a white blouse and blue jeans,her,PRON,PER,92189,92189
232,Catherine,Catherine,PROP,PER,92192,92192
358,Detective Lenich,I,PRON,PER,92201,92201
358,Detective Lenich,Lenich,PROP,PER,92210,92210
232,Catherine,You,PRON,PER,92214,92214
4182,a young blond woman in a white blouse and blue jeans,me,PRON,PER,92219,92219
232,Catherine,Catherine,PROP,PER,92267,92267
232,Catherine,She,PRON,PER,92269,92269
232,Catherine,her,PRON,PER,92280,92280
232,Catherine,her,PRON,PER,92289,92289
232,Catherine,her,PRON,PER,92294,92294
232,Catherine,her,PRON,PER,92314,92314
232,Catherine,She,PRON,PER,92405,92405
358,Detective Lenich,Lenich,PROP,PER,92412,92412
232,Catherine,She,PRON,PER,92442,92442
232,Catherine,I,PRON,PER,92454,92454
232,Catherine,She,PRON,PER,92493,92493
277,Yang,Yang,PROP,PER,92549,92549
358,Detective Lenich,Detective Lenich,PROP,PER,92567,92568
365,Miss Rohn,Miss Rohn,PROP,PER,92640,92641
232,Catherine,Catherine,PROP,PER,92686,92686
358,Detective Lenich,Detective Lenich,PROP,PER,92701,92702
232,Catherine,Catherine,PROP,PER,92787,92787
232,Catherine,Catherine,PROP,PER,92844,92844
358,Detective Lenich,Detective Lenich,PROP,PER,92864,92865
232,Catherine,Catherine,PROP,PER,92976,92976
358,Detective Lenich,Lenich,PROP,PER,92985,92985
284,Shasha,Shasha,PROP,PER,93009,93009
358,Detective Lenich,Lenich,PROP,PER,93032,93032
284,Shasha,I,PRON,PER,93052,93052
358,Detective Lenich,Detective Lenich,PROP,PER,93067,93068
232,Catherine,Catherine,PROP,PER,93085,93085
232,Catherine,you,PRON,PER,93137,93137
232,Catherine,I,PRON,PER,93156,93156
232,Catherine,Catherine,PROP,PER,93165,93165
232,Catherine,She,PRON,PER,93168,93168
232,Catherine,me,PRON,PER,93188,93188
4242,Character_4242,she,PRON,PER,93258,93258
4242,Character_4242,she,PRON,PER,93268,93268
4242,Character_4242,I,PRON,PER,93273,93273
4242,Character_4242,me,PRON,PER,93280,93280
4242,Character_4242,she,PRON,PER,93321,93321
4242,Character_4242,her,PRON,PER,93328,93328
4247,Character_4247,her,PRON,PER,93446,93446
4247,Character_4247,she,PRON,PER,93453,93453
4247,Character_4247,she,PRON,PER,93462,93462
4247,Character_4247,you,PRON,PER,93481,93481
4247,Character_4247,You,PRON,PER,93492,93492
4247,Character_4247,you,PRON,PER,93503,93503
4247,Character_4247,you,PRON,PER,93528,93528
4247,Character_4247,you,PRON,PER,93536,93536
4250,my ' beautiful American girlfriend,my ' beautiful American girlfriend,NOM,PER,93539,93543
4247,Character_4247,you,PRON,PER,93557,93557
4250,my ' beautiful American girlfriend,her,PRON,PER,93593,93593
232,Catherine,Catherine,PROP,PER,93677,93677
232,Catherine,she,PRON,PER,93707,93707
232,Catherine,you,PRON,PER,93735,93735
232,Catherine,her,PRON,PER,93756,93756
232,Catherine,she,PRON,PER,93762,93762
232,Catherine,She,PRON,PER,93769,93769
232,Catherine,Catherine,PROP,PER,93783,93783
232,Catherine,you,PRON,PER,93786,93786
232,Catherine,you,PRON,PER,93792,93792
232,Catherine,you,PRON,PER,93797,93797
232,Catherine,Catherine,PROP,PER,93874,93874
232,Catherine,she,PRON,PER,93884,93884
232,Catherine,She,PRON,PER,93926,93926
232,Catherine,her,PRON,PER,93937,93937
232,Catherine,she,PRON,PER,93944,93944
358,Detective Lenich,Detective Lenich,PROP,PER,93955,93956
284,Shasha,Shasha,PROP,PER,93970,93970
232,Catherine,Catherine,PROP,PER,93981,93981
358,Detective Lenich,Detective Lenich,PROP,PER,94012,94013
284,Shasha,Shasha,PROP,PER,94345,94345
284,Shasha,her,PRON,PER,94352,94352
358,Detective Lenich,Detective Lenich,PROP,PER,94480,94481
284,Shasha,Shasha,PROP,PER,94555,94555
284,Shasha,She,PRON,PER,94571,94571
284,Shasha,her,PRON,PER,94574,94574
284,Shasha,she,PRON,PER,94578,94578
358,Detective Lenich,Detective Lenich,PROP,PER,94715,94716
232,Catherine,Catherine Rohn,PROP,PER,94967,94968
232,Catherine,She,PRON,PER,94975,94975
284,Shasha,Shasha,PROP,PER,94997,94997
232,Catherine,She,PRON,PER,95001,95001
232,Catherine,Catherine,PROP,PER,95023,95023
4322,Character_4322,She,PRON,PER,95069,95069
4322,Character_4322,me,PRON,PER,95077,95077
4322,Character_4322,her,PRON,PER,95094,95094
4322,Character_4322,her,PRON,PER,95103,95103
4322,Character_4322,her,PRON,PER,95134,95134
232,Catherine,Catherine,PROP,PER,95156,95156
365,Miss Rohn,Miss Rohn,PROP,PER,95164,95165
284,Shasha,Shasha,PROP,PER,95206,95206
232,Catherine,she,PRON,PER,95227,95227
358,Detective Lenich,Detective Lenich,PROP,PER,95245,95246
232,Catherine,Catherine,PROP,PER,95248,95248
232,Catherine,Her,PRON,PER,95252,95252
232,Catherine,She,PRON,PER,95271,95271
232,Catherine,She,PRON,PER,95287,95287
232,Catherine,her,PRON,PER,95294,95294
232,Catherine,She,PRON,PER,95299,95299
358,Detective Lenich,Detective Lenich,PROP,PER,95310,95311
358,Detective Lenich,Detective Lenich,PROP,PER,95471,95472
358,Detective Lenich,Lenich,PROP,PER,95535,95535
358,Detective Lenich,Detective Lenich,PROP,PER,95589,95590
284,Shasha,Shasha,PROP,PER,95595,95595
358,Detective Lenich,Detective Lenich,PROP,PER,95643,95644
284,Shasha,Shasha,PROP,PER,95685,95685
358,Detective Lenich,Lenich,PROP,PER,95702,95702
232,Catherine,Catherine,PROP,PER,95746,95746
358,Detective Lenich,Detective Lenich,PROP,PER,95764,95765
358,Detective Lenich,Lenich,PROP,PER,95771,95771
232,Catherine,her,PRON,PER,95775,95775
232,Catherine,She,PRON,PER,95782,95782
232,Catherine,she,PRON,PER,95803,95803
232,Catherine,Catherine,PROP,PER,96085,96085
358,Detective Lenich,Detective Lenich,PROP,PER,96199,96200
4390,Character_4390,She,PRON,PER,96220,96220
4390,Character_4390,she,PRON,PER,96280,96280
4390,Character_4390,she,PRON,PER,96343,96343
4390,Character_4390,her,PRON,PER,96345,96345
4390,Character_4390,she,PRON,PER,96362,96362
4390,Character_4390,she,PRON,PER,96374,96374
232,Catherine,Catherine,PROP,PER,96395,96395
232,Catherine,her,PRON,PER,96423,96423
232,Catherine,she,PRON,PER,96427,96427
232,Catherine,her,PRON,PER,96444,96444
232,Catherine,she,PRON,PER,96458,96458
232,Catherine,herself,PRON,PER,96460,96460
232,Catherine,She,PRON,PER,96467,96467
232,Catherine,She,PRON,PER,96487,96487
232,Catherine,her,PRON,PER,96504,96504
232,Catherine,She,PRON,PER,96591,96591
232,Catherine,She,PRON,PER,96600,96600
232,Catherine,She,PRON,PER,96647,96647
232,Catherine,she,PRON,PER,96659,96659
232,Catherine,her,PRON,PER,96672,96672
232,Catherine,she,PRON,PER,96705,96705
232,Catherine,her,PRON,PER,96727,96727
232,Catherine,she,PRON,PER,96731,96731
232,Catherine,She,PRON,PER,96736,96736
232,Catherine,she,PRON,PER,96760,96760
232,Catherine,she,PRON,PER,96772,96772
232,Catherine,She,PRON,PER,96782,96782
232,Catherine,she,PRON,PER,96838,96838
232,Catherine,she,PRON,PER,96888,96888
232,Catherine,herself,PRON,PER,96890,96890
232,Catherine,her,PRON,PER,96899,96899
232,Catherine,her,PRON,PER,96902,96902
232,Catherine,She,PRON,PER,96905,96905
232,Catherine,She,PRON,PER,96917,96917
232,Catherine,she,PRON,PER,96926,96926
232,Catherine,her,PRON,PER,96946,96946
232,Catherine,her,PRON,PER,97039,97039
232,Catherine,her,PRON,PER,97042,97042
232,Catherine,you,PRON,PER,97062,97062
232,Catherine,she,PRON,PER,97089,97089
232,Catherine,herself,PRON,PER,97091,97091
232,Catherine,her,PRON,PER,97095,97095
232,Catherine,her,PRON,PER,97099,97099
232,Catherine,She,PRON,PER,97117,97117
232,Catherine,she,PRON,PER,97170,97170
232,Catherine,her,PRON,PER,97176,97176
232,Catherine,she,PRON,PER,97228,97228
232,Catherine,she,PRON,PER,97232,97232
358,Detective Lenich,Lenich,PROP,PER,97250,97250
232,Catherine,she,PRON,PER,97257,97257
232,Catherine,She,PRON,PER,97271,97271
232,Catherine,her,PRON,PER,97276,97276
232,Catherine,She,PRON,PER,97279,97279
232,Catherine,Her,PRON,PER,97290,97290
232,Catherine,her,PRON,PER,97317,97317
232,Catherine,You,PRON,PER,97332,97332
232,Catherine,you,PRON,PER,97370,97370
232,Catherine,I,PRON,PER,97376,97376
232,Catherine,she,PRON,PER,97389,97389
232,Catherine,she,PRON,PER,97483,97483
358,Detective Lenich,Detective Lenich,PROP,PER,97542,97543
6102,Character_6102,she,PRON,PER,97576,97576
358,Detective Lenich,Detective Lenich,PROP,PER,97634,97635
6102,Character_6102,her,PRON,PER,97663,97663
358,Detective Lenich,Lenich,PROP,PER,97695,97695
4433,Character_4433,She,PRON,PER,97707,97707
4433,Character_4433,she,PRON,PER,97712,97712
358,Detective Lenich,Detective Lenich,PROP,PER,97730,97731
358,Detective Lenich,Detective Lenich,PROP,PER,97847,97848
4433,Character_4433,she,PRON,PER,97864,97864
4433,Character_4433,she,PRON,PER,97867,97867
4433,Character_4433,her,PRON,PER,97869,97869
4433,Character_4433,she,PRON,PER,97873,97873
232,Catherine,Catherine,PROP,PER,97898,97898
232,Catherine,You,PRON,PER,97905,97905
4433,Character_4433,She,PRON,PER,97922,97922
4433,Character_4433,her,PRON,PER,97931,97931
4433,Character_4433,She,PRON,PER,98019,98019
4433,Character_4433,She,PRON,PER,98029,98029
365,Miss Rohn,Miss Rohn,PROP,PER,98082,98083
4433,Character_4433,you,PRON,PER,98098,98098
358,Detective Lenich,Detective Lenich,PROP,PER,98113,98114
964,my mother,my mother,NOM,PER,98157,98158
1083,your mother,your mother,NOM,PER,98198,98199
1083,your mother,she,PRON,PER,98205,98205
1083,your mother,she,PRON,PER,98218,98218
358,Detective Lenich,Lenich,PROP,PER,98225,98225
1083,your mother,her,PRON,PER,98237,98237
1083,your mother,She,PRON,PER,98244,98244
1083,your mother,you,PRON,PER,98263,98263
1083,your mother,her,PRON,PER,98280,98280
1083,your mother,You,PRON,PER,98315,98315
284,Shasha,Shasha,PROP,PER,98368,98368
284,Shasha,Shasha,PROP,PER,98391,98391
365,Miss Rohn,Miss Rohn,PROP,PER,98398,98399
365,Miss Rohn,her,PRON,PER,98422,98422
284,Shasha,Shasha,PROP,PER,98436,98436
365,Miss Rohn,Miss Rohn,PROP,PER,98504,98505
365,Miss Rohn,her,PRON,PER,98524,98524
232,Catherine,Catherine,PROP,PER,98529,98529
284,Shasha,Shasha,PROP,PER,98541,98541
365,Miss Rohn,her,PRON,PER,98588,98588
284,Shasha,Shasha,PROP,PER,98591,98591
232,Catherine,Catherine,PROP,PER,98597,98597
232,Catherine,you,PRON,PER,98612,98612
232,Catherine,Catherine,PROP,PER,98615,98615
284,Shasha,Shasha,PROP,PER,98622,98622
284,Shasha,Shasha,PROP,PER,98643,98643
284,Shasha,Shasha,PROP,PER,98692,98692
232,Catherine,Catherine,PROP,PER,98719,98719
232,Catherine,her,PRON,PER,98721,98721
232,Catherine,I,PRON,PER,98727,98727
4454,Character_4454,She,PRON,PER,98865,98865
4454,Character_4454,me,PRON,PER,98886,98886
4454,Character_4454,she,PRON,PER,98908,98908
232,Catherine,Catherine,PROP,PER,99055,99055
232,Catherine,she,PRON,PER,99092,99092
232,Catherine,she,PRON,PER,99115,99115
232,Catherine,She,PRON,PER,99120,99120
232,Catherine,She,PRON,PER,99177,99177
232,Catherine,She,PRON,PER,99190,99190
358,Detective Lenich,Lenich,PROP,PER,99270,99270
232,Catherine,She,PRON,PER,99292,99292
232,Catherine,her,PRON,PER,99299,99299
277,Yang,Yang,PROP,PER,99312,99312
277,Yang,Yang,PROP,PER,99338,99338
232,Catherine,She,PRON,PER,99353,99353
313,Su Dongpo,Su Dongpo,PROP,PER,99372,99373
232,Catherine,she,PRON,PER,99379,99379
232,Catherine,her,PRON,PER,99383,99383
313,Su Dongpo,Su,PROP,PER,99389,99389
232,Catherine,she,PRON,PER,99392,99392
232,Catherine,she,PRON,PER,99475,99475
232,Catherine,she,PRON,PER,99487,99487
232,Catherine,her,PRON,PER,99505,99505
232,Catherine,she,PRON,PER,99510,99510
232,Catherine,she,PRON,PER,99519,99519
232,Catherine,her,PRON,PER,99522,99522
232,Catherine,She,PRON,PER,99527,99527
232,Catherine,she,PRON,PER,99540,99540
232,Catherine,her,PRON,PER,99552,99552
6114,Character_6114,She,PRON,PER,99715,99715
6114,Character_6114,she,PRON,PER,99781,99781
284,Shasha,Shasha,PROP,PER,99814,99814
284,Shasha,her,PRON,PER,99826,99826
284,Shasha,Shasha,PROP,PER,99846,99846
232,Catherine,Catherine,PROP,PER,99860,99860
232,Catherine,Catherine,PROP,PER,99901,99901
4496,Character_4496,you,PRON,PER,99925,99925
4496,Character_4496,your,PRON,PER,99927,99927
4496,Character_4496,You,PRON,PER,99941,99941
4496,Character_4496,I,PRON,PER,99986,99986
4496,Character_4496,She,PRON,PER,100014,100014
358,Detective Lenich,Detective Lenich,PROP,PER,100050,100051
4496,Character_4496,her,PRON,PER,100112,100112
4496,Character_4496,her,PRON,PER,100117,100117
4507,Character_4507,I,PRON,PER,100120,100120
4507,Character_4507,She,PRON,PER,100205,100205
4507,Character_4507,She,PRON,PER,100221,100221
4507,Character_4507,She,PRON,PER,100318,100318
4507,Character_4507,she,PRON,PER,100330,100330
284,Shasha,Shasha,PROP,PER,100502,100502
232,Catherine,Catherine,PROP,PER,100517,100517
232,Catherine,her,PRON,PER,100608,100608
232,Catherine,Catherine,PROP,PER,100612,100612
232,Catherine,her,PRON,PER,100618,100618
232,Catherine,her,PRON,PER,100633,100633
232,Catherine,She,PRON,PER,100636,100636
232,Catherine,her,PRON,PER,100643,100643
232,Catherine,She,PRON,PER,100654,100654
232,Catherine,She,PRON,PER,100683,100683
232,Catherine,she,PRON,PER,100691,100691
232,Catherine,She,PRON,PER,100721,100721
232,Catherine,She,PRON,PER,100773,100773
232,Catherine,her,PRON,PER,100775,100775
232,Catherine,She,PRON,PER,100778,100778
232,Catherine,Catherine,PROP,PER,100867,100867
358,Detective Lenich,Detective Lenich,PROP,PER,100878,100879
284,Shasha,Shasha,PROP,PER,100902,100902
284,Shasha,She,PRON,PER,100904,100904
284,Shasha,her,PRON,PER,100920,100920
284,Shasha,she,PRON,PER,100922,100922
284,Shasha,her,PRON,PER,100942,100942
284,Shasha,she,PRON,PER,100950,100950
284,Shasha,Shasha,PROP,PER,100978,100978
284,Shasha,Shasha,PROP,PER,101077,101077
284,Shasha,you,PRON,PER,101084,101084
6127,Character_6127,she,PRON,PER,101213,101213
358,Detective Lenich,Detective Lenich,PROP,PER,101252,101253
6127,Character_6127,she,PRON,PER,101268,101268
284,Shasha,Shasha,PROP,PER,101295,101295
232,Catherine,Catherine,PROP,PER,101302,101302
232,Catherine,her,PRON,PER,101323,101323
232,Catherine,she,PRON,PER,101338,101338
232,Catherine,I,PRON,PER,101343,101343
232,Catherine,she,PRON,PER,101347,101347
232,Catherine,me,PRON,PER,101354,101354
232,Catherine,me,PRON,PER,101369,101369
232,Catherine,her,PRON,PER,101381,101381
232,Catherine,she,PRON,PER,101394,101394
232,Catherine,her,PRON,PER,101422,101422
232,Catherine,She,PRON,PER,101432,101432
232,Catherine,she,PRON,PER,101435,101435
232,Catherine,her,PRON,PER,101437,101437
232,Catherine,she,PRON,PER,101461,101461
232,Catherine,her,PRON,PER,101492,101492
284,Shasha,Shasha,PROP,PER,101530,101530
284,Shasha,Shasha,PROP,PER,101631,101631
284,Shasha,Shasha,PROP,PER,101985,101985
284,Shasha,she,PRON,PER,101994,101994
232,Catherine,Catherine,PROP,PER,102046,102046
232,Catherine,her,PRON,PER,102048,102048
232,Catherine,Catherine,PROP,PER,102163,102163
284,Shasha,Shasha,PROP,PER,102218,102218
465,a young girl,a young girl,NOM,PER,102226,102228
465,a young girl,her,PRON,PER,102243,102243
465,a young girl,her,PRON,PER,102249,102249
232,Catherine,Catherine,PROP,PER,102271,102271
232,Catherine,Catherine,PROP,PER,102323,102323
284,Shasha,Shasha,PROP,PER,102343,102343
284,Shasha,I,PRON,PER,102353,102353
284,Shasha,me,PRON,PER,102362,102362
232,Catherine,Catherine,PROP,PER,102416,102416
232,Catherine,Catherine,PROP,PER,102461,102461
284,Shasha,Shasha,PROP,PER,102464,102464
232,Catherine,Catherine,PROP,PER,102552,102552
232,Catherine,She,PRON,PER,102558,102558
232,Catherine,Catherine,PROP,PER,102683,102683
4609,Character_4609,her,PRON,PER,102708,102708
4609,Character_4609,she,PRON,PER,102721,102721
4609,Character_4609,her,PRON,PER,102731,102731
4609,Character_4609,She,PRON,PER,102736,102736
4609,Character_4609,her,PRON,PER,102748,102748
4609,Character_4609,she,PRON,PER,102815,102815
4609,Character_4609,her,PRON,PER,102886,102886
4609,Character_4609,She,PRON,PER,103021,103021
4609,Character_4609,she,PRON,PER,103051,103051
4631,Character_4631,She,PRON,PER,103225,103225
4631,Character_4631,She,PRON,PER,103236,103236
4631,Character_4631,she,PRON,PER,103249,103249
4633,a gray - haired woman,a gray - haired woman,NOM,PER,103277,103281
4633,a gray - haired woman,her,PRON,PER,103289,103289
4633,a gray - haired woman,you,PRON,PER,103296,103296
3573,the woman,the woman,NOM,PER,103313,103314
3573,the woman,her,PRON,PER,103325,103325
4633,a gray - haired woman,She,PRON,PER,103329,103329
4633,a gray - haired woman,her,PRON,PER,103341,103341
232,Catherine,Catherine,PROP,PER,103390,103390
3573,the woman,the woman,NOM,PER,103424,103425
232,Catherine,Catherine,PROP,PER,103460,103460
373,Vivian,Viv,PROP,PER,103482,103482
373,Vivian,Vivian,PROP,PER,103523,103523
373,Vivian,her,PRON,PER,103530,103530
373,Vivian,her,PRON,PER,103537,103537
373,Vivian,she,PRON,PER,103561,103561
373,Vivian,Vivian,PROP,PER,103597,103597
373,Vivian,her,PRON,PER,103635,103635
373,Vivian,she,PRON,PER,103639,103639
373,Vivian,her,PRON,PER,103656,103656
373,Vivian,she,PRON,PER,103680,103680
373,Vivian,she,PRON,PER,103801,103801
373,Vivian,her,PRON,PER,103818,103818
373,Vivian,you,PRON,PER,103826,103826
373,Vivian,you,PRON,PER,103833,103833
373,Vivian,she,PRON,PER,103849,103849
373,Vivian,she,PRON,PER,103938,103938
373,Vivian,She,PRON,PER,103979,103979
373,Vivian,hers,PRON,PER,103988,103988
373,Vivian,I,PRON,PER,104008,104008
373,Vivian,She,PRON,PER,104019,104019
373,Vivian,her,PRON,PER,104035,104035
373,Vivian,her,PRON,PER,104040,104040
232,Catherine,Catherine,PROP,PER,104126,104126
4679,Character_4679,She,PRON,PER,104287,104287
4679,Character_4679,she,PRON,PER,104302,104302
4679,Character_4679,she,PRON,PER,104340,104340
4679,Character_4679,me,PRON,PER,104345,104345
4679,Character_4679,She,PRON,PER,104362,104362
4679,Character_4679,She,PRON,PER,104371,104371
4679,Character_4679,her,PRON,PER,104405,104405
4679,Character_4679,she,PRON,PER,104418,104418
4679,Character_4679,she,PRON,PER,104422,104422
4679,Character_4679,her,PRON,PER,104510,104510
244,An,An,PROP,PER,104524,104524
4679,Character_4679,She,PRON,PER,104528,104528
4679,Character_4679,She,PRON,PER,104542,104542
4679,Character_4679,her,PRON,PER,104546,104546
4679,Character_4679,she,PRON,PER,104555,104555
4679,Character_4679,her,PRON,PER,104583,104583
4679,Character_4679,she,PRON,PER,104606,104606
4679,Character_4679,she,PRON,PER,104625,104625
4679,Character_4679,She,PRON,PER,104646,104646
232,Catherine,Catherine,PROP,PER,104747,104747
232,Catherine,her,PRON,PER,104756,104756
232,Catherine,me,PRON,PER,104772,104772
232,Catherine,She,PRON,PER,104778,104778
232,Catherine,her,PRON,PER,104781,104781
4694,Character_4694,You,PRON,PER,105030,105030
4694,Character_4694,She,PRON,PER,105037,105037
4694,Character_4694,She,PRON,PER,105056,105056
4694,Character_4694,her,PRON,PER,105062,105062
4694,Character_4694,she,PRON,PER,105073,105073
4694,Character_4694,her,PRON,PER,105080,105080
4711,Character_4711,I,PRON,PER,105359,105359
4711,Character_4711,she,PRON,PER,105366,105366
358,Detective Lenich,Detective Lenich,PROP,PER,105854,105855
232,Catherine,Catherine,PROP,PER,106034,106034
232,Catherine,she,PRON,PER,106064,106064
232,Catherine,her,PRON,PER,106069,106069
232,Catherine,Catherine,PROP,PER,106155,106155
232,Catherine,You,PRON,PER,106169,106169
284,Shasha,Shasha,PROP,PER,106178,106178
232,Catherine,her,PRON,PER,106181,106181
232,Catherine,Catherine,PROP,PER,106194,106194
232,Catherine,she,PRON,PER,106205,106205
232,Catherine,she,PRON,PER,106220,106220
358,Detective Lenich,Detective Lenich,PROP,PER,106226,106227
232,Catherine,She,PRON,PER,106269,106269
232,Catherine,her,PRON,PER,106271,106271
358,Detective Lenich,Lenich,PROP,PER,106275,106275
232,Catherine,her,PRON,PER,106282,106282
232,Catherine,she,PRON,PER,106286,106286
232,Catherine,her,PRON,PER,106291,106291
232,Catherine,she,PRON,PER,106300,106300
232,Catherine,she,PRON,PER,106306,106306
232,Catherine,her,PRON,PER,106319,106319
232,Catherine,her,PRON,PER,106442,106442
232,Catherine,she,PRON,PER,106445,106445
232,Catherine,she,PRON,PER,106489,106489
232,Catherine,She,PRON,PER,106498,106498
284,Shasha,Shasha,PROP,PER,106672,106672
284,Shasha,her,PRON,PER,106681,106681
284,Shasha,her,PRON,PER,106687,106687
232,Catherine,Catherine,PROP,PER,106790,106790
542,the old woman,the old woman,NOM,PER,106844,106846
232,Catherine,Catherine,PROP,PER,106855,106855
232,Catherine,her,PRON,PER,106862,106862
232,Catherine,Catherine,PROP,PER,107008,107008
6180,his girlfriend,his girlfriend,NOM,PER,107036,107037
6180,his girlfriend,she,PRON,PER,107095,107095
6180,his girlfriend,she,PRON,PER,107116,107116
380,Professor Thurston,Professor Thurston,PROP,PER,107250,107251
4799,Character_4799,she,PRON,PER,107258,107258
4799,Character_4799,She,PRON,PER,107268,107268
380,Professor Thurston,Professor Thurston,PROP,PER,107358,107359
232,Catherine,Catherine,PROP,PER,107384,107384
232,Catherine,her,PRON,PER,107394,107394
232,Catherine,you,PRON,PER,107424,107424
232,Catherine,your,PRON,PER,107432,107432
232,Catherine,your,PRON,PER,107438,107438
232,Catherine,she,PRON,PER,107467,107467
232,Catherine,her,PRON,PER,107491,107491
232,Catherine,she,PRON,PER,107496,107496
232,Catherine,her,PRON,PER,107499,107499
232,Catherine,she,PRON,PER,107519,107519
232,Catherine,She,PRON,PER,107523,107523
232,Catherine,She,PRON,PER,107533,107533
232,Catherine,she,PRON,PER,107537,107537
232,Catherine,her,PRON,PER,107540,107540
232,Catherine,she,PRON,PER,107544,107544
232,Catherine,she,PRON,PER,107550,107550
232,Catherine,she,PRON,PER,107564,107564
232,Catherine,her,PRON,PER,107567,107567
232,Catherine,she,PRON,PER,107570,107570
232,Catherine,her,PRON,PER,107573,107573
232,Catherine,Her,PRON,PER,107576,107576
232,Catherine,She,PRON,PER,107586,107586
232,Catherine,she,PRON,PER,107601,107601
232,Catherine,herself,PRON,PER,107603,107603
232,Catherine,she,PRON,PER,107606,107606
232,Catherine,She,PRON,PER,107624,107624
232,Catherine,her,PRON,PER,107646,107646
232,Catherine,She,PRON,PER,107668,107668
232,Catherine,she,PRON,PER,107716,107716
232,Catherine,her,PRON,PER,107728,107728
232,Catherine,she,PRON,PER,107735,107735
232,Catherine,she,PRON,PER,107744,107744
232,Catherine,She,PRON,PER,107750,107750
232,Catherine,she,PRON,PER,107774,107774
232,Catherine,she,PRON,PER,107802,107802
232,Catherine,her,PRON,PER,107814,107814
232,Catherine,she,PRON,PER,107823,107823
232,Catherine,her,PRON,PER,107868,107868
232,Catherine,She,PRON,PER,107878,107878
232,Catherine,she,PRON,PER,107913,107913
232,Catherine,she,PRON,PER,107919,107919
232,Catherine,her,PRON,PER,107933,107933
232,Catherine,Her,PRON,PER,107958,107958
232,Catherine,her,PRON,PER,107973,107973
232,Catherine,she,PRON,PER,108009,108009
232,Catherine,she,PRON,PER,108017,108017
232,Catherine,her,PRON,PER,108025,108025
232,Catherine,She,PRON,PER,108028,108028
232,Catherine,she,PRON,PER,108056,108056
232,Catherine,herself,PRON,PER,108058,108058
232,Catherine,she,PRON,PER,108061,108061
904,his mother,his mother,NOM,PER,108177,108178
232,Catherine,Catherine,PROP,PER,108410,108410
232,Catherine,herself,PRON,PER,108419,108419
232,Catherine,she,PRON,PER,108427,108427
232,Catherine,She,PRON,PER,108439,108439
232,Catherine,her,PRON,PER,108488,108488
232,Catherine,She,PRON,PER,108508,108508
232,Catherine,she,PRON,PER,108520,108520
232,Catherine,She,PRON,PER,108539,108539
232,Catherine,her,PRON,PER,108543,108543
232,Catherine,her,PRON,PER,108547,108547
232,Catherine,she,PRON,PER,108550,108550
219,Peiqin,Peiqin,PROP,PER,108611,108611
219,Peiqin,her,PRON,PER,108616,108616
219,Peiqin,her,PRON,PER,108651,108651
219,Peiqin,Peiqin,PROP,PER,109139,109139
219,Peiqin,She,PRON,PER,109148,109148
219,Peiqin,she,PRON,PER,109222,109222
219,Peiqin,She,PRON,PER,109308,109308
219,Peiqin,her,PRON,PER,109350,109350
4855,Character_4855,she,PRON,PER,109361,109361
4855,Character_4855,herself,PRON,PER,109367,109367
4855,Character_4855,She,PRON,PER,109371,109371
3480,Chen 's mother,Chen 's mother,NOM,PER,109376,109378
