Character_ID,Character_Name,Mention_Text,Mention_Type,Category,Start_Token,End_Token
247,White Cloud,White Cloud,PROP,PER,109382,109383
247,White Cloud,her,PRON,PER,109388,109388
219,Peiqin,Peiqin,PROP,PER,109396,109396
4855,Character_4855,her,PRON,PER,109398,109398
542,the old woman,the old woman,NOM,PER,109410,109412
4855,Character_4855,she,PRON,PER,109478,109478
220,Old Geng,Old Geng,PROP,PER,109494,109495
244,An,An,PROP,PER,110167,110167
4897,A hostess,A hostess,NOM,PER,110455,110456
4897,A hostess,her,PRON,PER,110464,110464
4897,A hostess,her,PRON,PER,110477,110477
4897,A hostess,your,PRON,PER,110486,110486
447,One of them,One of them,NOM,PER,110827,110829
469,the girl,the girl,NOM,PER,112626,112627
4971,this prostitute,this prostitute,NOM,PER,112657,112658
4971,this prostitute,she,PRON,PER,112664,112664
469,the girl,the girl,NOM,PER,112681,112682
4971,this prostitute,She,PRON,PER,112748,112748
4971,this prostitute,her,PRON,PER,112777,112777
5010,Character_5010,her,PRON,PER,113553,113553
5010,Character_5010,she,PRON,PER,113602,113602
5010,Character_5010,she,PRON,PER,113616,113616
5010,Character_5010,she,PRON,PER,113628,113628
5010,Character_5010,her,PRON,PER,113733,113733
5010,Character_5010,she,PRON,PER,113749,113749
5010,Character_5010,her,PRON,PER,113754,113754
5010,Character_5010,herself,PRON,PER,113764,113764
5010,Character_5010,She,PRON,PER,113766,113766
5010,Character_5010,her,PRON,PER,113772,113772
5010,Character_5010,she,PRON,PER,113780,113780
5010,Character_5010,she,PRON,PER,113796,113796
5010,Character_5010,hers,PRON,PER,113801,113801
5010,Character_5010,her,PRON,PER,113815,113815
5010,Character_5010,Her,PRON,PER,113818,113818
232,Catherine,Catherine,PROP,PER,113964,113964
232,Catherine,me,PRON,PER,113970,113970
5010,Character_5010,She,PRON,PER,113995,113995
284,Shasha,Shasha,PROP,PER,114020,114020
284,Shasha,She,PRON,PER,114032,114032
284,Shasha,her,PRON,PER,114036,114036
284,Shasha,she,PRON,PER,114136,114136
284,Shasha,she,PRON,PER,114171,114171
284,Shasha,she,PRON,PER,114228,114228
284,Shasha,Shasha,PROP,PER,114321,114321
232,Catherine,Catherine,PROP,PER,114417,114417
232,Catherine,Catherine,PROP,PER,114447,114447
232,Catherine,her,PRON,PER,114456,114456
232,Catherine,She,PRON,PER,114468,114468
232,Catherine,she,PRON,PER,114490,114490
232,Catherine,she,PRON,PER,114497,114497
232,Catherine,her,PRON,PER,114499,114499
232,Catherine,her,PRON,PER,114523,114523
232,Catherine,Catherine,PROP,PER,114617,114617
232,Catherine,I,PRON,PER,114626,114626
232,Catherine,I,PRON,PER,114681,114681
244,An,An,PROP,PER,114755,114755
232,Catherine,Catherine,PROP,PER,114856,114856
232,Catherine,her,PRON,PER,114863,114863
232,Catherine,her,PRON,PER,114872,114872
232,Catherine,her,PRON,PER,114880,114880
284,Shasha,Shasha,PROP,PER,115080,115080
284,Shasha,her,PRON,PER,115099,115099
232,Catherine,Catherine,PROP,PER,115135,115135
232,Catherine,Catherine,PROP,PER,115144,115144
232,Catherine,you,PRON,PER,115171,115171
232,Catherine,she,PRON,PER,115190,115190
232,Catherine,she,PRON,PER,115194,115194
232,Catherine,she,PRON,PER,115209,115209
232,Catherine,she,PRON,PER,115219,115219
284,Shasha,Shasha,PROP,PER,115237,115237
284,Shasha,Shasha,PROP,PER,115274,115274
284,Shasha,You,PRON,PER,115309,115309
284,Shasha,Shasha,PROP,PER,115314,115314
232,Catherine,her,PRON,PER,115324,115324
284,Shasha,Shasha,PROP,PER,115327,115327
284,Shasha,I,PRON,PER,115331,115331
284,Shasha,my,PRON,PER,115336,115336
232,Catherine,Catherine,PROP,PER,115388,115388
232,Catherine,You,PRON,PER,115394,115394
232,Catherine,her,PRON,PER,115415,115415
232,Catherine,she,PRON,PER,115438,115438
232,Catherine,herself,PRON,PER,115442,115442
232,Catherine,she,PRON,PER,115488,115488
232,Catherine,she,PRON,PER,115529,115529
232,Catherine,her,PRON,PER,115534,115534
5073,A bunny girl,A bunny girl,NOM,PER,115571,115573
5073,A bunny girl,she,PRON,PER,115583,115583
5073,A bunny girl,She,PRON,PER,115593,115593
5073,A bunny girl,her,PRON,PER,115607,115607
232,Catherine,Catherine,PROP,PER,115704,115704
232,Catherine,you,PRON,PER,115709,115709
232,Catherine,your,PRON,PER,115734,115734
232,Catherine,Catherine,PROP,PER,115767,115767
232,Catherine,her,PRON,PER,115802,115802
232,Catherine,She,PRON,PER,115816,115816
232,Catherine,her,PRON,PER,115965,115965
232,Catherine,you,PRON,PER,116002,116002
904,his mother,his mother,NOM,PER,116339,116340
244,An,An,PROP,PER,116535,116535
244,An,her,PRON,PER,116564,116564
244,An,An,PROP,PER,117571,117571
284,Shasha,Shasha,PROP,PER,117942,117942
284,Shasha,her,PRON,PER,117947,117947
232,Catherine,Catherine,PROP,PER,117984,117984
232,Catherine,her,PRON,PER,117992,117992
232,Catherine,I,PRON,PER,117996,117996
232,Catherine,she,PRON,PER,118025,118025
232,Catherine,she,PRON,PER,118060,118060
284,Shasha,Shasha,PROP,PER,118118,118118
284,Shasha,her,PRON,PER,118126,118126
5193,his ex - Bud - girl wife,his ex - Bud - girl wife,NOM,PER,119110,119116
232,Catherine,Catherine,PROP,PER,119196,119196
5193,his ex - Bud - girl wife,her,PRON,PER,119222,119222
5193,his ex - Bud - girl wife,her,PRON,PER,119249,119249
5193,his ex - Bud - girl wife,She,PRON,PER,119255,119255
5193,his ex - Bud - girl wife,she,PRON,PER,119265,119265
465,a young girl,A young girl,NOM,PER,119357,119359
465,a young girl,her,PRON,PER,119370,119370
465,a young girl,Her,PRON,PER,119422,119422
465,a young girl,she,PRON,PER,119465,119465
465,a young girl,her,PRON,PER,119513,119513
465,a young girl,her,PRON,PER,119526,119526
465,a young girl,her,PRON,PER,119537,119537
465,a young girl,She,PRON,PER,119555,119555
465,a young girl,her,PRON,PER,119576,119576
979,a woman,a woman,NOM,PER,119620,119621
465,a young girl,her,PRON,PER,119648,119648
904,his mother,his mother,NOM,PER,120289,120290
232,Catherine,Catherine,PROP,PER,120478,120478
232,Catherine,her,PRON,PER,120507,120507
677,the waitress,The waitress,NOM,PER,120625,120626
5273,Character_5273,her,PRON,PER,120888,120888
5273,Character_5273,her,PRON,PER,121020,121020
465,a young girl,a young girl,NOM,PER,121049,121051
465,a young girl,her,PRON,PER,121057,121057
465,a young girl,her,PRON,PER,121239,121239
465,a young girl,her,PRON,PER,121267,121267
465,a young girl,Her,PRON,PER,121278,121278
465,a young girl,her,PRON,PER,121352,121352
465,a young girl,she,PRON,PER,121390,121390
465,a young girl,her,PRON,PER,121394,121394
465,a young girl,her,PRON,PER,121398,121398
465,a young girl,I,PRON,PER,121416,121416
465,a young girl,I,PRON,PER,121426,121426
465,a young girl,my,PRON,PER,121437,121437
256,Li Bai,Li Bai,PROP,PER,121466,121467
5287,Character_5287,her,PRON,PER,121700,121700
5287,Character_5287,She,PRON,PER,121717,121717
5287,Character_5287,her,PRON,PER,121735,121735
5287,Character_5287,her,PRON,PER,121748,121748
5287,Character_5287,her,PRON,PER,121760,121760
5287,Character_5287,She,PRON,PER,121776,121776
5287,Character_5287,her,PRON,PER,121785,121785
5287,Character_5287,She,PRON,PER,121812,121812
5287,Character_5287,she,PRON,PER,121828,121828
5287,Character_5287,herself,PRON,PER,121834,121834
5287,Character_5287,she,PRON,PER,121839,121839
5287,Character_5287,her,PRON,PER,121844,121844
5287,Character_5287,her,PRON,PER,121860,121860
5287,Character_5287,her,PRON,PER,121879,121879
5287,Character_5287,her,PRON,PER,121888,121888
5287,Character_5287,herself,PRON,PER,121890,121890
5287,Character_5287,her,PRON,PER,121934,121934
5287,Character_5287,her,PRON,PER,122018,122018
5287,Character_5287,She,PRON,PER,122046,122046
5287,Character_5287,She,PRON,PER,122062,122062
5287,Character_5287,she,PRON,PER,122075,122075
677,the waitress,The waitress,NOM,PER,122106,122107
5287,Character_5287,her,PRON,PER,122130,122130
5287,Character_5287,her,PRON,PER,122155,122155
5287,Character_5287,she,PRON,PER,122205,122205
5287,Character_5287,she,PRON,PER,122228,122228
5287,Character_5287,She,PRON,PER,122236,122236
5287,Character_5287,she,PRON,PER,122256,122256
5287,Character_5287,her,PRON,PER,122274,122274
5287,Character_5287,her,PRON,PER,122279,122279
5287,Character_5287,She,PRON,PER,122289,122289
5287,Character_5287,her,PRON,PER,122292,122292
5287,Character_5287,her,PRON,PER,122317,122317
5287,Character_5287,she,PRON,PER,122338,122338
5287,Character_5287,her,PRON,PER,122362,122362
5287,Character_5287,she,PRON,PER,122371,122371
232,Catherine,Catherine,PROP,PER,122568,122568
219,Peiqin,Peiqin,PROP,PER,122847,122847
219,Peiqin,She,PRON,PER,122868,122868
244,An,An,PROP,PER,123506,123506
219,Peiqin,Peiqin,PROP,PER,123910,123910
232,Catherine,Catherine,PROP,PER,123921,123921
5362,Character_5362,her,PRON,PER,124008,124008
5362,Character_5362,her,PRON,PER,124029,124029
5362,Character_5362,She,PRON,PER,124033,124033
5362,Character_5362,She,PRON,PER,124048,124048
313,Su Dongpo,Su Dongpo,PROP,PER,124066,124067
