Character id,Persona Prob Vec
0,"0.170474,0.153857,0.174380,0.173760,0.166100,0.161430"
1,"0.166077,0.166687,0.167529,0.164581,0.167151,0.167975"
2,"0.165782,0.169267,0.166150,0.164528,0.168134,0.166139"
3,"0.170093,0.161846,0.166386,0.176315,0.164560,0.160800"
4,"0.166249,0.162529,0.168878,0.166892,0.169345,0.166106"
5,"0.167085,0.157114,0.170731,0.167039,0.169204,0.168826"
6,"0.170255,0.148485,0.174680,0.171876,0.168359,0.166344"
7,"0.169147,0.157412,0.170770,0.168457,0.168448,0.165765"
8,"0.169836,0.158265,0.169049,0.169482,0.167440,0.165928"
9,"0.164334,0.178133,0.163727,0.160083,0.166695,0.167029"
10,"0.172445,0.142250,0.176028,0.176603,0.166452,0.166221"
11,"0.170440,0.152280,0.173639,0.170715,0.167207,0.165718"
12,"0.170509,0.154853,0.173380,0.170354,0.166292,0.164612"
13,"0.167551,0.156964,0.172651,0.169568,0.168348,0.164919"
14,"0.168710,0.155943,0.171811,0.168610,0.168570,0.166356"
15,"0.164376,0.172452,0.165313,0.163247,0.167919,0.166693"
16,"0.164649,0.153806,0.172594,0.172259,0.170408,0.166284"
17,"0.167731,0.164147,0.168957,0.164823,0.168294,0.166048"
18,"0.168093,0.163351,0.169018,0.168584,0.166812,0.164141"
19,"0.169396,0.151693,0.174718,0.169801,0.167814,0.166578"
20,"0.171227,0.164346,0.166178,0.168976,0.164202,0.165071"
21,"0.167753,0.161776,0.169499,0.166350,0.167577,0.167045"
22,"0.178073,0.140347,0.178077,0.177971,0.164972,0.160560"
23,"0.170773,0.145464,0.178765,0.174528,0.166229,0.164241"
24,"0.170776,0.152320,0.170964,0.174456,0.167953,0.163531"
25,"0.171615,0.151490,0.178029,0.170845,0.164950,0.163071"
26,"0.172332,0.145874,0.177203,0.175428,0.164707,0.164456"
27,"0.171733,0.150439,0.174545,0.172717,0.166747,0.163820"
28,"0.170477,0.158378,0.171218,0.171804,0.165397,0.162727"
29,"0.155469,0.177873,0.162842,0.156464,0.172985,0.174367"
30,"0.172546,0.147436,0.176462,0.172104,0.166288,0.165164"
31,"0.169593,0.157064,0.171099,0.169267,0.166379,0.166598"
32,"0.168251,0.161759,0.169091,0.166838,0.167558,0.166503"
33,"0.173989,0.134410,0.178686,0.177123,0.170943,0.164849"
34,"0.145948,0.214152,0.145228,0.147993,0.172359,0.174320"
35,"0.164733,0.172380,0.168263,0.164595,0.166598,0.163431"
36,"0.166282,0.162320,0.170551,0.168174,0.167265,0.165407"
37,"0.163316,0.168147,0.165620,0.167172,0.169552,0.166194"
38,"0.167176,0.159980,0.170192,0.167698,0.168617,0.166337"
39,"0.165155,0.167126,0.168280,0.165148,0.168751,0.165540"
40,"0.168760,0.160630,0.170646,0.166757,0.168202,0.165006"
41,"0.164450,0.174507,0.166157,0.163174,0.166492,0.165220"
42,"0.168647,0.160814,0.170399,0.165987,0.168194,0.165959"
43,"0.165272,0.170928,0.167472,0.163060,0.166944,0.166324"
44,"0.167549,0.159641,0.170248,0.166961,0.167911,0.167690"
45,"0.162774,0.183547,0.161054,0.157102,0.167424,0.168099"
46,"0.164817,0.170463,0.165984,0.161457,0.169449,0.167830"
47,"0.166051,0.161399,0.171716,0.167310,0.167788,0.165737"
48,"0.161933,0.172148,0.169006,0.164135,0.167833,0.164945"
49,"0.169044,0.153159,0.174454,0.171960,0.165937,0.165446"
50,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
51,"0.171574,0.161951,0.167206,0.169786,0.165823,0.163660"
52,"0.165274,0.168479,0.167676,0.163431,0.168638,0.166502"
53,"0.166892,0.162565,0.170447,0.166390,0.168113,0.165592"
54,"0.165715,0.170185,0.166760,0.165173,0.166431,0.165736"
55,"0.166501,0.158381,0.172391,0.169817,0.167818,0.165092"
56,"0.173388,0.146571,0.176866,0.171416,0.167923,0.163836"
57,"0.168039,0.164006,0.171943,0.166268,0.166643,0.163101"
58,"0.164590,0.166170,0.169643,0.165207,0.167620,0.166770"
59,"0.165554,0.168910,0.166190,0.165058,0.167126,0.167163"
60,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
61,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
62,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
63,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
64,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
65,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
66,"0.167890,0.156272,0.172182,0.168324,0.168896,0.166436"
67,"0.163065,0.177312,0.164681,0.160999,0.169849,0.164093"
68,"0.169420,0.152172,0.172802,0.171126,0.168362,0.166118"
69,"0.168277,0.156225,0.172743,0.169045,0.168428,0.165282"
70,"0.163243,0.167767,0.167505,0.164434,0.171022,0.166029"
71,"0.160441,0.187130,0.170970,0.164011,0.154969,0.162479"
72,"0.164012,0.169618,0.168000,0.163379,0.167974,0.167018"
73,"0.166886,0.169651,0.166977,0.164593,0.167575,0.164319"
74,"0.168067,0.157613,0.171765,0.168966,0.168787,0.164801"
75,"0.168782,0.168404,0.166974,0.166365,0.164362,0.165112"
76,"0.171641,0.164962,0.166903,0.168370,0.162977,0.165148"
77,"0.167042,0.159787,0.168232,0.168057,0.170740,0.166142"
78,"0.165185,0.164465,0.169297,0.165679,0.167986,0.167389"
79,"0.172074,0.144261,0.177419,0.173767,0.168158,0.164320"
80,"0.158011,0.195532,0.157730,0.154808,0.165725,0.168193"
81,"0.171640,0.149803,0.173368,0.171620,0.166832,0.166738"
82,"0.171330,0.146924,0.174881,0.171065,0.168693,0.167107"
83,"0.171204,0.165805,0.167217,0.167683,0.163282,0.164809"
84,"0.166041,0.160940,0.171232,0.167631,0.168877,0.165279"
85,"0.169431,0.163160,0.169399,0.166200,0.165650,0.166160"
86,"0.165265,0.171522,0.164929,0.160822,0.170555,0.166908"
87,"0.166068,0.164252,0.169095,0.165214,0.168061,0.167309"
88,"0.165597,0.165373,0.169018,0.166548,0.168266,0.165198"
89,"0.164669,0.165581,0.170039,0.166300,0.167052,0.166358"
90,"0.165734,0.163231,0.170728,0.166057,0.168836,0.165414"
91,"0.166248,0.191374,0.145600,0.173989,0.161198,0.161590"
92,"0.145737,0.228291,0.142767,0.141542,0.168335,0.173328"
93,"0.169137,0.154322,0.172849,0.170382,0.167148,0.166162"
94,"0.160573,0.169382,0.166222,0.165318,0.170928,0.167576"
95,"0.165491,0.173557,0.164239,0.162377,0.168236,0.166101"
96,"0.174034,0.153184,0.170043,0.170271,0.168088,0.164380"
97,"0.168052,0.151849,0.174138,0.169792,0.170139,0.166030"
98,"0.160334,0.191562,0.158871,0.156926,0.164632,0.167675"
99,"0.169492,0.156591,0.170993,0.171383,0.165980,0.165561"
100,"0.170360,0.155161,0.173867,0.168902,0.166543,0.165167"
101,"0.170788,0.153514,0.174096,0.169890,0.166352,0.165360"
102,"0.168067,0.152909,0.171936,0.170483,0.169434,0.167173"
103,"0.170756,0.152003,0.173690,0.171953,0.164780,0.166817"
104,"0.168427,0.158289,0.171415,0.169887,0.166073,0.165909"
105,"0.166981,0.164496,0.167366,0.165701,0.168228,0.167228"
106,"0.161411,0.182467,0.158432,0.157984,0.169418,0.170288"
107,"0.153354,0.194785,0.154018,0.151892,0.172432,0.173519"
108,"0.165400,0.171970,0.165534,0.164185,0.167246,0.165664"
109,"0.170056,0.157724,0.170695,0.171319,0.166331,0.163875"
110,"0.168160,0.160614,0.170187,0.168754,0.166319,0.165967"
111,"0.168736,0.169527,0.165771,0.166019,0.165054,0.164893"
112,"0.166806,0.161626,0.167715,0.165781,0.169115,0.168956"
113,"0.168597,0.154626,0.173921,0.170465,0.167550,0.164840"
114,"0.163313,0.171250,0.165347,0.164018,0.169410,0.166662"
115,"0.168757,0.151764,0.175287,0.171370,0.168142,0.164680"
116,"0.169920,0.157479,0.169501,0.168359,0.168514,0.166228"
117,"0.164995,0.163802,0.168520,0.166154,0.169528,0.167001"
118,"0.169012,0.159433,0.170051,0.167424,0.166532,0.167548"
119,"0.167605,0.160321,0.170638,0.167052,0.168126,0.166258"
120,"0.170057,0.151211,0.175030,0.171187,0.167520,0.164995"
121,"0.168752,0.155840,0.171894,0.167970,0.168266,0.167278"
122,"0.168090,0.157822,0.171307,0.167935,0.168338,0.166509"
123,"0.168166,0.155651,0.172003,0.168779,0.168503,0.166899"
124,"0.166574,0.165201,0.167976,0.168582,0.167342,0.164324"
125,"0.165443,0.168281,0.167514,0.165319,0.167253,0.166190"
126,"0.165152,0.164368,0.168981,0.175263,0.169102,0.157134"
127,"0.166274,0.162262,0.170482,0.165706,0.168057,0.167219"
128,"0.167462,0.159957,0.170463,0.166638,0.168393,0.167087"
129,"0.168484,0.160999,0.169558,0.168188,0.167529,0.165242"
130,"0.169780,0.156986,0.172049,0.168647,0.166974,0.165564"
131,"0.166271,0.164469,0.167917,0.165310,0.169164,0.166868"
132,"0.164343,0.160708,0.169704,0.167805,0.169971,0.167469"
133,"0.169205,0.156651,0.171637,0.168805,0.167318,0.166384"
134,"0.167262,0.160607,0.170189,0.166324,0.168231,0.167387"
135,"0.167059,0.161101,0.169486,0.165973,0.168535,0.167847"
136,"0.167337,0.160238,0.170426,0.166934,0.168714,0.166350"
137,"0.167689,0.158618,0.170648,0.167481,0.168957,0.166607"
138,"0.168441,0.157189,0.172128,0.169128,0.167070,0.166044"
139,"0.167482,0.166083,0.167777,0.166839,0.166846,0.164973"
140,"0.166650,0.160273,0.170072,0.167176,0.169196,0.166633"
141,"0.167773,0.158921,0.171614,0.167396,0.167995,0.166301"
142,"0.163474,0.168724,0.167449,0.164223,0.169121,0.167009"
143,"0.167752,0.157128,0.170864,0.167266,0.169311,0.167679"
144,"0.168742,0.154519,0.172301,0.169125,0.168685,0.166628"
145,"0.168897,0.155675,0.171621,0.168811,0.168095,0.166901"
146,"0.170314,0.152862,0.172027,0.170236,0.168848,0.165713"
147,"0.168693,0.160427,0.171502,0.167968,0.166678,0.164732"
148,"0.168295,0.156993,0.172005,0.168162,0.167747,0.166799"
149,"0.169954,0.158949,0.171021,0.167675,0.166716,0.165685"
150,"0.167745,0.162439,0.169970,0.166771,0.167026,0.166050"
151,"0.168394,0.155626,0.172634,0.170410,0.168170,0.164766"
152,"0.166907,0.165390,0.167670,0.166878,0.167577,0.165578"
