Character id,Persona Prob Vec
A_Case_of_Two_Cities_0,"0.162620,0.180942,0.162202,0.157888,0.168901,0.167447"
A_Case_of_Two_Cities_1,"0.163514,0.179440,0.160022,0.167212,0.166037,0.163775"
A_Case_of_Two_Cities_1001,"0.171797,0.153577,0.166799,0.176603,0.164719,0.166506"
A_Case_of_Two_Cities_1003,"0.167486,0.160127,0.168860,0.171235,0.168645,0.163647"
A_Case_of_Two_Cities_1018,"0.192318,0.127998,0.172878,0.187341,0.161348,0.158117"
A_Case_of_Two_Cities_1021,"0.171492,0.165520,0.160129,0.183101,0.165219,0.154538"
A_Case_of_Two_Cities_1030,"0.146451,0.201352,0.146933,0.157932,0.175151,0.172182"
A_Case_of_Two_Cities_1061,"0.157094,0.189373,0.156053,0.165440,0.165781,0.166258"
A_Case_of_Two_Cities_1062,"0.161192,0.188815,0.154567,0.159808,0.169300,0.166318"
A_Case_of_Two_Cities_1077,"0.167146,0.189902,0.148739,0.168969,0.162097,0.163146"
A_Case_of_Two_Cities_1079,"0.157059,0.174303,0.153155,0.167189,0.178504,0.169790"
A_Case_of_Two_Cities_1081,"0.163444,0.184394,0.158809,0.161980,0.164200,0.167174"
A_Case_of_Two_Cities_1083,"0.167554,0.168343,0.163791,0.165791,0.169614,0.164908"
A_Case_of_Two_Cities_1084,"0.162124,0.199624,0.146783,0.163941,0.163600,0.163928"
A_Case_of_Two_Cities_1108,"0.164525,0.174738,0.161269,0.163046,0.168096,0.168325"
A_Case_of_Two_Cities_1111,"0.150403,0.226679,0.141561,0.147683,0.166879,0.166794"
A_Case_of_Two_Cities_1125,"0.180953,0.117916,0.174245,0.205416,0.171852,0.149618"
A_Case_of_Two_Cities_1132,"0.178836,0.139571,0.171772,0.195897,0.159221,0.154703"
A_Case_of_Two_Cities_1141,"0.168045,0.188536,0.143868,0.173010,0.167919,0.158623"
A_Case_of_Two_Cities_1148,"0.165330,0.167084,0.163896,0.168545,0.167884,0.167262"
A_Case_of_Two_Cities_1155,"0.174762,0.168524,0.156406,0.185904,0.157703,0.156700"
A_Case_of_Two_Cities_1166,"0.175977,0.165827,0.163823,0.173976,0.159857,0.160541"
A_Case_of_Two_Cities_1178,"0.180415,0.186121,0.142741,0.175385,0.154276,0.161062"
A_Case_of_Two_Cities_1182,"0.148929,0.212566,0.143639,0.160349,0.168826,0.165691"
A_Case_of_Two_Cities_1184,"0.168714,0.173567,0.163504,0.162879,0.167983,0.163354"
A_Case_of_Two_Cities_1196,"0.166030,0.186386,0.156122,0.163785,0.166222,0.161455"
A_Case_of_Two_Cities_1198,"0.166926,0.181506,0.157180,0.162029,0.167251,0.165107"
A_Case_of_Two_Cities_1215,"0.162124,0.199624,0.146783,0.163941,0.163600,0.163928"
A_Case_of_Two_Cities_1220,"0.166358,0.161189,0.159276,0.179517,0.169350,0.164309"
A_Case_of_Two_Cities_1222,"0.183010,0.144670,0.166672,0.183502,0.166070,0.156075"
A_Case_of_Two_Cities_123,"0.166091,0.189697,0.151898,0.164407,0.164339,0.163567"
A_Case_of_Two_Cities_1235,"0.158293,0.160479,0.165573,0.169540,0.173995,0.172120"
A_Case_of_Two_Cities_1237,"0.138041,0.407285,0.080085,0.101040,0.132517,0.141033"
A_Case_of_Two_Cities_1252,"0.180519,0.135401,0.156734,0.192831,0.164356,0.170158"
A_Case_of_Two_Cities_1257,"0.164039,0.178860,0.158452,0.166211,0.167279,0.165160"
A_Case_of_Two_Cities_1267,"0.163364,0.180463,0.155921,0.165922,0.168942,0.165387"
A_Case_of_Two_Cities_1274,"0.184119,0.141518,0.161610,0.186553,0.164582,0.161618"
