Character id,Persona Prob Vec
A_Case_of_Two_Cities_0,"0.147360,0.146324,0.138434,0.139352,0.151029,0.138393,0.139107"
A_Case_of_Two_Cities_1,"0.147254,0.146210,0.139819,0.141549,0.145172,0.137856,0.142139"
A_Case_of_Two_Cities_1001,"0.137342,0.154006,0.149213,0.143010,0.130156,0.142857,0.143416"
A_Case_of_Two_Cities_1003,"0.142455,0.146673,0.143124,0.144634,0.139599,0.137747,0.145768"
A_Case_of_Two_Cities_1018,"0.137922,0.131812,0.153289,0.157278,0.112568,0.149691,0.157440"
A_Case_of_Two_Cities_1021,"0.142403,0.146082,0.147945,0.144226,0.138061,0.138684,0.142599"
A_Case_of_Two_Cities_1030,"0.150507,0.151962,0.136102,0.137216,0.154832,0.130705,0.138675"
A_Case_of_Two_Cities_1061,"0.146293,0.150986,0.137721,0.131779,0.148402,0.145211,0.139609"
A_Case_of_Two_Cities_1062,"0.150033,0.148455,0.136166,0.139298,0.153364,0.135972,0.136711"
A_Case_of_Two_Cities_1077,"0.147432,0.148257,0.135004,0.136112,0.150450,0.143549,0.139195"
A_Case_of_Two_Cities_1079,"0.143911,0.141934,0.141975,0.136440,0.142282,0.141274,0.152184"
A_Case_of_Two_Cities_1081,"0.145439,0.147069,0.138731,0.142201,0.149290,0.139468,0.137801"
A_Case_of_Two_Cities_1083,"0.144717,0.142697,0.141181,0.142732,0.146350,0.140409,0.141913"
A_Case_of_Two_Cities_1084,"0.143540,0.154079,0.133663,0.144523,0.150110,0.135671,0.138415"
A_Case_of_Two_Cities_1108,"0.146658,0.143804,0.141766,0.139852,0.146016,0.139232,0.142672"
A_Case_of_Two_Cities_1111,"0.155634,0.156418,0.123079,0.132561,0.167348,0.126346,0.138615"
A_Case_of_Two_Cities_1125,"0.140878,0.137225,0.175483,0.155286,0.113638,0.123180,0.154310"
A_Case_of_Two_Cities_1132,"0.132326,0.138268,0.163651,0.148037,0.124667,0.139069,0.153982"
A_Case_of_Two_Cities_1141,"0.145362,0.136157,0.140645,0.145778,0.145877,0.139289,0.146892"
