Character id,Persona Prob Vec
A_Case_of_Two_Cities_0,"0.093555,0.091506,0.091330,0.089877,0.088616,0.091374,0.089386,0.094053,0.091462,0.088245,0.090596"
A_Case_of_Two_Cities_1,"0.089762,0.087785,0.090789,0.091493,0.087590,0.092085,0.089904,0.099677,0.090020,0.089541,0.091356"
A_Case_of_Two_Cities_1001,"0.089813,0.089658,0.088737,0.088247,0.097386,0.092569,0.092914,0.086869,0.090340,0.091767,0.091702"
A_Case_of_Two_Cities_1003,"0.093530,0.091326,0.091315,0.089842,0.090525,0.091629,0.090192,0.089392,0.092041,0.090730,0.089480"
A_Case_of_Two_Cities_1018,"0.080957,0.087165,0.091182,0.094856,0.104857,0.088170,0.094133,0.078498,0.097066,0.089514,0.093603"
A_Case_of_Two_Cities_1021,"0.085514,0.084001,0.089149,0.097119,0.092654,0.092129,0.094236,0.089507,0.096744,0.089934,0.089012"
A_Case_of_Two_Cities_1030,"0.093025,0.084153,0.090848,0.094442,0.087732,0.086697,0.088814,0.102555,0.087746,0.091157,0.092832"
A_Case_of_Two_Cities_1061,"0.091132,0.091217,0.092212,0.090264,0.084748,0.089352,0.089697,0.100666,0.098183,0.084887,0.087640"
A_Case_of_Two_Cities_1062,"0.092989,0.089004,0.090708,0.090417,0.089663,0.088871,0.091921,0.095065,0.090141,0.089000,0.092221"
A_Case_of_Two_Cities_1077,"0.092587,0.090665,0.090578,0.090931,0.093163,0.088265,0.086823,0.098393,0.089735,0.088226,0.090635"
A_Case_of_Two_Cities_1079,"0.089267,0.086809,0.088526,0.091590,0.081216,0.090805,0.102285,0.091481,0.090572,0.093796,0.093653"
A_Case_of_Two_Cities_1081,"0.093471,0.091337,0.091710,0.091886,0.089668,0.088680,0.089028,0.095088,0.090471,0.087444,0.091217"
A_Case_of_Two_Cities_1083,"0.092750,0.089659,0.091984,0.091791,0.090678,0.090525,0.090285,0.092460,0.091028,0.088212,0.090628"
A_Case_of_Two_Cities_1084,"0.088225,0.086191,0.092344,0.091056,0.088680,0.091069,0.087389,0.100863,0.095571,0.087606,0.091006"
A_Case_of_Two_Cities_1108,"0.093604,0.091423,0.092175,0.089306,0.089205,0.090468,0.090441,0.092799,0.090636,0.088785,0.091158"
A_Case_of_Two_Cities_1111,"0.088267,0.089419,0.097390,0.082213,0.081876,0.090501,0.083803,0.109600,0.095507,0.090344,0.091079"
A_Case_of_Two_Cities_1125,"0.084511,0.100501,0.086079,0.090239,0.095969,0.097074,0.096121,0.067813,0.095702,0.084197,0.101794"
A_Case_of_Two_Cities_1132,"0.086146,0.087990,0.091977,0.091500,0.095129,0.091004,0.099764,0.084319,0.084719,0.093921,0.093530"
A_Case_of_Two_Cities_1141,"0.090260,0.083690,0.088328,0.096517,0.097724,0.083013,0.096278,0.093148,0.096439,0.089486,0.085117"
A_Case_of_Two_Cities_1148,"0.090207,0.093338,0.089480,0.090778,0.089392,0.090296,0.090570,0.093568,0.091128,0.090613,0.090631"
A_Case_of_Two_Cities_1155,"0.085669,0.086181,0.095850,0.087419,0.087141,0.085665,0.090342,0.112749,0.096271,0.087773,0.084939"
A_Case_of_Two_Cities_1166,"0.090491,0.085368,0.090083,0.091853,0.090257,0.089499,0.091910,0.098556,0.093013,0.091716,0.087255"
A_Case_of_Two_Cities_1178,"0.089908,0.081642,0.097216,0.093755,0.076285,0.091827,0.095870,0.088282,0.095052,0.090053,0.100110"
A_Case_of_Two_Cities_1182,"0.091168,0.086583,0.091980,0.089326,0.085298,0.088368,0.088230,0.105003,0.090201,0.090312,0.093532"
A_Case_of_Two_Cities_1184,"0.089286,0.090365,0.091668,0.091888,0.089811,0.091168,0.090528,0.094243,0.090834,0.090814,0.089396"
A_Case_of_Two_Cities_1196,"0.086869,0.087223,0.092568,0.091704,0.087697,0.091948,0.092054,0.097408,0.090346,0.090508,0.091675"
A_Case_of_Two_Cities_1198,"0.092105,0.089077,0.090359,0.090692,0.089650,0.091510,0.089548,0.095618,0.091702,0.087373,0.092366"
A_Case_of_Two_Cities_1215,"0.088225,0.086191,0.092344,0.091056,0.088680,0.091069,0.087389,0.100863,0.095571,0.087606,0.091006"
A_Case_of_Two_Cities_1220,"0.089032,0.085057,0.090685,0.093077,0.091981,0.093815,0.090773,0.094022,0.090979,0.090118,0.090461"
A_Case_of_Two_Cities_1222,"0.089233,0.088921,0.093827,0.094173,0.091336,0.089107,0.092565,0.091968,0.090054,0.088940,0.089875"
A_Case_of_Two_Cities_123,"0.089927,0.088184,0.096466,0.088331,0.083690,0.093221,0.089010,0.098255,0.094219,0.085929,0.092767"
A_Case_of_Two_Cities_1235,"0.086806,0.095342,0.090375,0.088041,0.095033,0.091919,0.091125,0.088550,0.093939,0.082076,0.096794"
A_Case_of_Two_Cities_1237,"0.081066,0.057367,0.117553,0.048471,0.046519,0.071884,0.058179,0.244517,0.127362,0.084039,0.063043"
A_Case_of_Two_Cities_1252,"0.074561,0.083345,0.095993,0.098066,0.085604,0.089300,0.105335,0.077135,0.090088,0.100000,0.100572"
A_Case_of_Two_Cities_1257,"0.090172,0.087671,0.091834,0.092187,0.088900,0.091071,0.089521,0.095005,0.092871,0.088939,0.091830"
A_Case_of_Two_Cities_1267,"0.091653,0.090251,0.090385,0.091260,0.088335,0.089120,0.089442,0.097297,0.091809,0.090011,0.090437"
A_Case_of_Two_Cities_1274,"0.089061,0.085130,0.085524,0.096824,0.095708,0.083374,0.099939,0.092479,0.094962,0.088218,0.088781"
A_Case_of_Two_Cities_1275,"0.093358,0.089733,0.093437,0.079446,0.075694,0.093109,0.080436,0.121428,0.096004,0.085126,0.092228"
A_Case_of_Two_Cities_1306,"0.087033,0.084274,0.092171,0.102629,0.087442,0.076136,0.092503,0.099165,0.089218,0.093099,0.096330"
A_Case_of_Two_Cities_1315,"0.090077,0.090163,0.090203,0.092157,0.088889,0.092968,0.094648,0.091735,0.091718,0.087417,0.090026"
A_Case_of_Two_Cities_1336,"0.092129,0.087163,0.097219,0.091599,0.085604,0.090351,0.086489,0.099940,0.095830,0.086324,0.087352"
A_Case_of_Two_Cities_1373,"0.090376,0.089497,0.092070,0.089240,0.086468,0.090673,0.088206,0.100985,0.097227,0.086038,0.089219"
A_Case_of_Two_Cities_1381,"0.083966,0.089404,0.089355,0.093943,0.094928,0.089725,0.095923,0.086132,0.088033,0.096535,0.092055"
A_Case_of_Two_Cities_1390,"0.088933,0.080624,0.096904,0.083870,0.081286,0.079694,0.086824,0.123370,0.094513,0.093430,0.090552"
A_Case_of_Two_Cities_142,"0.083567,0.089962,0.092336,0.096637,0.093642,0.085834,0.096622,0.085384,0.091452,0.093581,0.090982"
A_Case_of_Two_Cities_1422,"0.084651,0.089219,0.091126,0.090422,0.091963,0.090710,0.093311,0.091091,0.092637,0.094370,0.090501"
A_Case_of_Two_Cities_1434,"0.091132,0.091217,0.092212,0.090264,0.084748,0.089352,0.089697,0.100666,0.098183,0.084887,0.087640"
A_Case_of_Two_Cities_1436,"0.090695,0.087906,0.091743,0.091653,0.086752,0.088580,0.091178,0.097138,0.095118,0.087132,0.092104"
A_Case_of_Two_Cities_1455,"0.084748,0.087969,0.089697,0.099125,0.095839,0.086834,0.095249,0.085969,0.088037,0.096771,0.089762"
A_Case_of_Two_Cities_1456,"0.094241,0.091152,0.092134,0.090564,0.081626,0.092211,0.085934,0.101933,0.094084,0.084952,0.091168"
A_Case_of_Two_Cities_1460,"0.090244,0.087036,0.091691,0.092419,0.091704,0.088717,0.090586,0.095459,0.091449,0.091436,0.089259"
A_Case_of_Two_Cities_1462,"0.090435,0.089772,0.091396,0.092111,0.090103,0.091230,0.090044,0.093117,0.093954,0.089857,0.087981"
A_Case_of_Two_Cities_1465,"0.093182,0.089084,0.090204,0.089111,0.084242,0.091328,0.088908,0.102085,0.093980,0.086528,0.091348"
A_Case_of_Two_Cities_1466,"0.089739,0.091319,0.091441,0.091330,0.088351,0.093764,0.091246,0.089871,0.092300,0.089012,0.091628"
A_Case_of_Two_Cities_1469,"0.093398,0.091461,0.088668,0.091396,0.090039,0.090301,0.089339,0.096065,0.090024,0.088937,0.090372"
A_Case_of_Two_Cities_1496,"0.090739,0.083822,0.096494,0.087921,0.079071,0.086862,0.089161,0.109770,0.100923,0.087791,0.087446"
A_Case_of_Two_Cities_1528,"0.087453,0.080530,0.094767,0.092636,0.090947,0.084862,0.090388,0.105652,0.097278,0.092529,0.082959"
A_Case_of_Two_Cities_1542,"0.095171,0.091337,0.092361,0.086292,0.077106,0.090659,0.084534,0.112085,0.092581,0.084297,0.093577"
A_Case_of_Two_Cities_1552,"0.081486,0.086643,0.090553,0.094428,0.090126,0.090334,0.092714,0.091951,0.097798,0.093372,0.090595"
A_Case_of_Two_Cities_1578,"0.088486,0.086345,0.096156,0.092617,0.092538,0.083872,0.091050,0.094851,0.090579,0.092202,0.091305"
A_Case_of_Two_Cities_1580,"0.091130,0.095388,0.089640,0.089087,0.087365,0.092267,0.088574,0.094258,0.091500,0.086739,0.094053"
A_Case_of_Two_Cities_1585,"0.088295,0.089020,0.091887,0.089138,0.086483,0.089651,0.089601,0.100768,0.094524,0.089432,0.091201"
A_Case_of_Two_Cities_1587,"0.090561,0.086726,0.094727,0.092896,0.084141,0.088676,0.087485,0.102305,0.091926,0.089709,0.090848"
A_Case_of_Two_Cities_1593,"0.088405,0.087648,0.092897,0.090216,0.086489,0.087442,0.088466,0.100507,0.088339,0.092141,0.097449"
A_Case_of_Two_Cities_1612,"0.084559,0.085852,0.090884,0.095618,0.095553,0.088590,0.095646,0.087474,0.095578,0.094291,0.085955"
A_Case_of_Two_Cities_1639,"0.095607,0.092290,0.094374,0.094204,0.083075,0.086865,0.086520,0.102720,0.088382,0.082002,0.093961"
A_Case_of_Two_Cities_1644,"0.089530,0.087825,0.090893,0.092416,0.088001,0.090344,0.091632,0.095293,0.095221,0.090492,0.088353"
A_Case_of_Two_Cities_1653,"0.090569,0.087898,0.091213,0.092690,0.089496,0.089413,0.091768,0.094521,0.091327,0.092130,0.088974"
A_Case_of_Two_Cities_1654,"0.097207,0.091604,0.092945,0.086895,0.083107,0.093051,0.088015,0.101666,0.090773,0.082318,0.092420"
A_Case_of_Two_Cities_1656,"0.083653,0.089043,0.092580,0.091516,0.093934,0.092061,0.094909,0.089697,0.093060,0.092814,0.086733"
A_Case_of_Two_Cities_1672,"0.092400,0.088968,0.091890,0.090002,0.081904,0.090861,0.085986,0.105404,0.098628,0.083129,0.090829"
A_Case_of_Two_Cities_1674,"0.087473,0.088498,0.090158,0.092400,0.088309,0.090397,0.088493,0.098382,0.093346,0.092015,0.090529"
A_Case_of_Two_Cities_1679,"0.085970,0.090276,0.093021,0.089640,0.090992,0.092038,0.088693,0.091495,0.091800,0.094833,0.091242"
A_Case_of_Two_Cities_1684,"0.088225,0.086191,0.092344,0.091056,0.088680,0.091069,0.087389,0.100863,0.095571,0.087606,0.091006"
A_Case_of_Two_Cities_1698,"0.093296,0.090032,0.090488,0.091002,0.090018,0.090484,0.090594,0.093221,0.090612,0.089103,0.091148"
A_Case_of_Two_Cities_1704,"0.090419,0.088341,0.094909,0.092113,0.088236,0.092424,0.091534,0.091760,0.093142,0.088054,0.089068"
A_Case_of_Two_Cities_1737,"0.092368,0.090409,0.093022,0.091203,0.083673,0.092980,0.086505,0.099549,0.094675,0.085996,0.089620"
A_Case_of_Two_Cities_1738,"0.088334,0.089824,0.090873,0.091676,0.089536,0.090830,0.088551,0.096749,0.095337,0.087977,0.090314"
A_Case_of_Two_Cities_1749,"0.091653,0.090251,0.090385,0.091260,0.088335,0.089120,0.089442,0.097297,0.091809,0.090011,0.090437"
A_Case_of_Two_Cities_1777,"0.088538,0.081483,0.089745,0.098071,0.095294,0.085920,0.096421,0.091624,0.090661,0.094712,0.087531"
A_Case_of_Two_Cities_179,"0.092351,0.090572,0.091089,0.091150,0.090106,0.090654,0.090104,0.093365,0.090481,0.090182,0.089946"
A_Case_of_Two_Cities_1794,"0.084835,0.080713,0.090347,0.096570,0.097698,0.088378,0.097889,0.091703,0.090917,0.094409,0.086541"
A_Case_of_Two_Cities_1804,"0.087453,0.080530,0.094767,0.092636,0.090947,0.084862,0.090388,0.105652,0.097278,0.092529,0.082959"
A_Case_of_Two_Cities_181,"0.093226,0.093081,0.090854,0.090573,0.089000,0.090102,0.089492,0.092466,0.090143,0.089671,0.091392"
A_Case_of_Two_Cities_1811,"0.089210,0.088456,0.092627,0.092025,0.088274,0.090084,0.091703,0.096443,0.093523,0.091396,0.086258"
A_Case_of_Two_Cities_1812,"0.088742,0.089723,0.093231,0.092118,0.089494,0.090406,0.091096,0.090210,0.092359,0.090427,0.092193"
A_Case_of_Two_Cities_182,"0.098407,0.082800,0.093668,0.085006,0.075801,0.083032,0.084662,0.124992,0.099209,0.085104,0.087319"
A_Case_of_Two_Cities_1820,"0.088154,0.091489,0.091176,0.090418,0.091386,0.090498,0.092228,0.091084,0.090937,0.090430,0.092201"
A_Case_of_Two_Cities_183,"0.086946,0.089381,0.090438,0.093007,0.091839,0.089014,0.093748,0.089436,0.093567,0.092313,0.090309"
A_Case_of_Two_Cities_184,"0.089323,0.088231,0.094580,0.096785,0.088468,0.087266,0.093297,0.093482,0.088797,0.090258,0.089513"
A_Case_of_Two_Cities_186,"0.090350,0.092872,0.090786,0.091697,0.092992,0.089357,0.093363,0.087450,0.089926,0.090443,0.090764"
A_Case_of_Two_Cities_1882,"0.088036,0.093981,0.088925,0.091691,0.091283,0.090084,0.093043,0.093485,0.089515,0.088805,0.091151"
A_Case_of_Two_Cities_1884,"0.088001,0.087597,0.092726,0.081853,0.086552,0.089135,0.087653,0.112801,0.098018,0.088187,0.087478"
A_Case_of_Two_Cities_189,"0.082906,0.087779,0.092561,0.094126,0.090000,0.084747,0.089764,0.097488,0.093188,0.095140,0.092301"
A_Case_of_Two_Cities_1893,"0.082790,0.090468,0.093484,0.090931,0.086936,0.091867,0.093109,0.092228,0.096500,0.089687,0.091999"
A_Case_of_Two_Cities_1894,"0.088123,0.088726,0.092096,0.092706,0.083746,0.088552,0.092619,0.099538,0.094538,0.086199,0.093158"
A_Case_of_Two_Cities_1906,"0.088630,0.091242,0.091616,0.091533,0.092289,0.092020,0.093591,0.087791,0.091001,0.089945,0.090342"
A_Case_of_Two_Cities_191,"0.091021,0.092887,0.090185,0.089869,0.091906,0.090333,0.091393,0.089578,0.090071,0.091145,0.091613"
A_Case_of_Two_Cities_192,"0.085274,0.088965,0.091278,0.092231,0.093111,0.091534,0.094906,0.089500,0.092563,0.094082,0.086556"
A_Case_of_Two_Cities_194,"0.083638,0.088840,0.091743,0.093798,0.096444,0.090181,0.097284,0.083233,0.091155,0.091532,0.092153"
A_Case_of_Two_Cities_1944,"0.084643,0.084799,0.089411,0.100017,0.091035,0.083296,0.094452,0.099731,0.090059,0.090711,0.091847"
A_Case_of_Two_Cities_195,"0.086899,0.088291,0.092279,0.093601,0.089006,0.088935,0.092589,0.092064,0.094365,0.089767,0.092204"
A_Case_of_Two_Cities_1952,"0.085165,0.085997,0.089494,0.094208,0.102205,0.090699,0.103639,0.079556,0.087493,0.085695,0.095847"
A_Case_of_Two_Cities_1972,"0.077723,0.088171,0.092416,0.093605,0.096909,0.087394,0.095863,0.084656,0.097818,0.097870,0.087576"
A_Case_of_Two_Cities_198,"0.091275,0.090580,0.090991,0.091000,0.090864,0.090616,0.090418,0.092328,0.091188,0.090751,0.089988"
A_Case_of_Two_Cities_199,"0.089850,0.092090,0.088226,0.092653,0.091531,0.091006,0.089616,0.089507,0.092365,0.090137,0.093018"
A_Case_of_Two_Cities_1998,"0.082032,0.085700,0.090708,0.093628,0.088589,0.094453,0.094293,0.097335,0.094081,0.091506,0.087675"
A_Case_of_Two_Cities_200,"0.089900,0.089525,0.091122,0.091725,0.089986,0.090042,0.090493,0.093803,0.092713,0.091573,0.089119"
A_Case_of_Two_Cities_2001,"0.081889,0.088209,0.091205,0.089976,0.085361,0.091661,0.093358,0.096340,0.095346,0.092891,0.093765"
A_Case_of_Two_Cities_2009,"0.085024,0.086541,0.091202,0.091801,0.090108,0.089093,0.092776,0.091437,0.094444,0.098636,0.088939"
A_Case_of_Two_Cities_201,"0.086545,0.087951,0.092407,0.091500,0.089763,0.090191,0.091270,0.094749,0.093676,0.091547,0.090401"
A_Case_of_Two_Cities_203,"0.089874,0.087276,0.091856,0.091456,0.091426,0.089296,0.091777,0.094016,0.092689,0.092942,0.087391"
A_Case_of_Two_Cities_207,"0.086456,0.089553,0.091599,0.091545,0.093432,0.090552,0.093449,0.087104,0.092983,0.093821,0.089505"
A_Case_of_Two_Cities_2078,"0.088225,0.086191,0.092344,0.091056,0.088680,0.091069,0.087389,0.100863,0.095571,0.087606,0.091006"
A_Case_of_Two_Cities_2099,"0.088964,0.087580,0.091644,0.095672,0.090661,0.091916,0.092843,0.084716,0.090611,0.094084,0.091309"
A_Case_of_Two_Cities_210,"0.088184,0.088618,0.092099,0.094506,0.084978,0.089247,0.091759,0.095023,0.096543,0.092441,0.086601"
A_Case_of_Two_Cities_2103,"0.091011,0.088367,0.093248,0.094629,0.083681,0.088767,0.089343,0.095293,0.095336,0.088890,0.091433"
A_Case_of_Two_Cities_211,"0.089157,0.089498,0.091598,0.092226,0.091922,0.089452,0.092196,0.090775,0.091844,0.092178,0.089153"
A_Case_of_Two_Cities_212,"0.089584,0.084893,0.093084,0.090442,0.089094,0.090088,0.090915,0.098373,0.094316,0.092100,0.087111"
A_Case_of_Two_Cities_2146,"0.083313,0.085065,0.092844,0.088667,0.096108,0.090821,0.097558,0.091852,0.096358,0.092107,0.085308"
A_Case_of_Two_Cities_2148,"0.090264,0.091406,0.092684,0.074400,0.053959,0.084311,0.068120,0.175909,0.100756,0.074138,0.094053"
A_Case_of_Two_Cities_2151,"0.092267,0.091150,0.090362,0.089015,0.084394,0.090738,0.087083,0.101812,0.093630,0.084801,0.094748"
A_Case_of_Two_Cities_2152,"0.088436,0.088065,0.092281,0.089476,0.087361,0.088691,0.087735,0.100141,0.093720,0.089182,0.094912"
A_Case_of_Two_Cities_2153,"0.080470,0.086337,0.087991,0.098922,0.108622,0.085078,0.101860,0.077395,0.093500,0.096291,0.083531"
A_Case_of_Two_Cities_2158,"0.090752,0.091088,0.091047,0.092419,0.090216,0.091236,0.091271,0.089006,0.090493,0.090920,0.091552"
A_Case_of_Two_Cities_216,"0.091711,0.090595,0.090960,0.090936,0.089925,0.090619,0.090135,0.093371,0.091584,0.090431,0.089733"
A_Case_of_Two_Cities_2161,"0.092368,0.090120,0.093418,0.089555,0.085021,0.092842,0.087237,0.096607,0.094869,0.087650,0.090314"
A_Case_of_Two_Cities_2166,"0.089288,0.088766,0.091547,0.091829,0.089132,0.091782,0.087808,0.096878,0.094899,0.087317,0.090753"
A_Case_of_Two_Cities_2167,"0.083549,0.086697,0.087604,0.098642,0.092337,0.084786,0.096576,0.088893,0.091902,0.096413,0.092600"
A_Case_of_Two_Cities_217,"0.088563,0.085494,0.093034,0.094856,0.092220,0.087642,0.095933,0.093473,0.093464,0.090590,0.084731"
