Character id,Persona Prob Vec
45,"0.131325,0.119681,0.123830,0.124359,0.124665,0.126818,0.121534,0.127787"
46,"0.129019,0.124033,0.121725,0.123715,0.124958,0.126079,0.122886,0.127586"
47,"0.125389,0.126689,0.123060,0.125081,0.126723,0.123450,0.124948,0.124659"
48,"0.126860,0.123924,0.120825,0.125461,0.125570,0.124266,0.124912,0.128181"
49,"0.122283,0.128358,0.125432,0.124047,0.125662,0.124851,0.127501,0.121866"
50,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
51,"0.124293,0.125266,0.127258,0.122612,0.126544,0.124767,0.124407,0.124853"
52,"0.128222,0.123763,0.122857,0.124734,0.125006,0.125354,0.123090,0.126975"
53,"0.126238,0.124897,0.123188,0.126082,0.125531,0.125580,0.123172,0.125313"
54,"0.128786,0.122325,0.123862,0.124261,0.124537,0.125519,0.123234,0.127476"
55,"0.124284,0.126339,0.124324,0.128033,0.125482,0.124592,0.125943,0.121003"
56,"0.122648,0.131025,0.125216,0.126513,0.125322,0.123168,0.126178,0.119931"
57,"0.126031,0.123347,0.126143,0.123421,0.126409,0.123841,0.125494,0.125316"
58,"0.127518,0.123509,0.121452,0.125552,0.124993,0.126177,0.124620,0.126179"
59,"0.129002,0.122075,0.123977,0.123816,0.124998,0.126390,0.122829,0.126912"
60,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
61,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
62,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
63,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
64,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
65,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
66,"0.122316,0.129876,0.125240,0.125858,0.125599,0.123227,0.126499,0.121384"
67,"0.131196,0.122675,0.122047,0.124814,0.123986,0.127019,0.120905,0.127359"
68,"0.123871,0.125982,0.125624,0.125115,0.126406,0.125127,0.125650,0.122224"
69,"0.122584,0.126123,0.125048,0.125816,0.126924,0.125881,0.124929,0.122694"
70,"0.130350,0.121147,0.124500,0.122690,0.124168,0.124812,0.122378,0.129955"
71,"0.132661,0.118531,0.125995,0.128606,0.128832,0.112695,0.126756,0.125924"
72,"0.128247,0.124188,0.123323,0.124299,0.125192,0.125921,0.122786,0.126044"
73,"0.126864,0.125304,0.120505,0.125999,0.126891,0.126836,0.122724,0.124877"
74,"0.124734,0.125809,0.125681,0.124560,0.124733,0.125577,0.125110,0.123795"
75,"0.129492,0.122035,0.124700,0.123301,0.125045,0.124840,0.122784,0.127802"
76,"0.128280,0.120916,0.125063,0.123552,0.125979,0.125068,0.124616,0.126526"
77,"0.122920,0.128135,0.121550,0.125092,0.121330,0.127269,0.126299,0.127405"
78,"0.128637,0.124005,0.123577,0.124199,0.125125,0.125879,0.122919,0.125658"
79,"0.119246,0.129817,0.126839,0.126708,0.125941,0.123252,0.129170,0.119027"
80,"0.137394,0.116561,0.120987,0.123779,0.123607,0.126795,0.118111,0.132766"
81,"0.121112,0.128957,0.124709,0.126180,0.126987,0.124412,0.126462,0.121182"
82,"0.120516,0.128687,0.126354,0.124022,0.127230,0.124350,0.126879,0.121962"
83,"0.125543,0.125233,0.124683,0.123368,0.127142,0.125591,0.124570,0.123871"
84,"0.124891,0.126767,0.123596,0.123924,0.127005,0.125743,0.124136,0.123938"
85,"0.125226,0.125633,0.124023,0.124075,0.126915,0.127211,0.123350,0.123568"
86,"0.125759,0.124061,0.125730,0.121535,0.123134,0.128056,0.124005,0.127721"
87,"0.127667,0.123859,0.123083,0.124544,0.125240,0.124682,0.124033,0.126891"
88,"0.127046,0.124426,0.122942,0.124982,0.125133,0.125821,0.123723,0.125927"
89,"0.126826,0.125446,0.123184,0.125194,0.126155,0.124974,0.122729,0.125493"
90,"0.125906,0.125050,0.123770,0.124838,0.125685,0.125927,0.123515,0.125309"
91,"0.128664,0.118045,0.131039,0.115778,0.120577,0.134378,0.123799,0.127719"
92,"0.141694,0.110619,0.120737,0.116597,0.123393,0.125523,0.116064,0.145374"
93,"0.122208,0.128853,0.123913,0.125315,0.125561,0.125520,0.125511,0.123119"
94,"0.131242,0.123734,0.122204,0.123555,0.122971,0.126849,0.125970,0.123475"
95,"0.128430,0.121725,0.126347,0.122564,0.124757,0.125821,0.123540,0.126816"
96,"0.123615,0.127852,0.124854,0.125199,0.125141,0.124530,0.125131,0.123678"
97,"0.121772,0.131538,0.124138,0.125172,0.126186,0.124106,0.125994,0.121093"
98,"0.133275,0.119584,0.122922,0.121207,0.123377,0.127050,0.120835,0.131750"
99,"0.123774,0.126477,0.126022,0.122093,0.126182,0.124605,0.126248,0.124600"
100,"0.123016,0.126419,0.125485,0.125369,0.126546,0.123707,0.127732,0.121726"
101,"0.123444,0.125762,0.126716,0.124721,0.125939,0.124238,0.126278,0.122902"
102,"0.123083,0.127937,0.126788,0.124975,0.125255,0.123960,0.125776,0.122225"
103,"0.122312,0.128456,0.125873,0.124935,0.125884,0.123956,0.126688,0.121895"
104,"0.123431,0.126918,0.127150,0.123409,0.128594,0.125136,0.124377,0.120985"
105,"0.126530,0.124745,0.123694,0.123822,0.124960,0.125718,0.124450,0.126081"
106,"0.132316,0.118811,0.124412,0.121044,0.123411,0.128184,0.120654,0.131169"
107,"0.139558,0.117033,0.120312,0.119737,0.124627,0.130765,0.115914,0.132054"
108,"0.129217,0.121051,0.123917,0.124788,0.125290,0.126073,0.122621,0.127044"
109,"0.124394,0.124854,0.126323,0.123642,0.125894,0.126304,0.124521,0.124069"
110,"0.124706,0.127511,0.123642,0.125467,0.125345,0.124425,0.124826,0.124077"
111,"0.126995,0.124649,0.123055,0.124251,0.126632,0.128957,0.122331,0.123130"
112,"0.126117,0.126864,0.123039,0.123216,0.125883,0.121843,0.126055,0.126983"
113,"0.123732,0.127461,0.125383,0.125842,0.125677,0.124255,0.125860,0.121789"
114,"0.128912,0.123022,0.124089,0.123534,0.125209,0.125408,0.123613,0.126213"
115,"0.120969,0.127764,0.127023,0.126268,0.125943,0.124411,0.127740,0.119882"
116,"0.125169,0.127624,0.123575,0.124535,0.125684,0.125592,0.124421,0.123400"
117,"0.125506,0.125490,0.124518,0.123584,0.126317,0.126748,0.123235,0.124602"
118,"0.126793,0.124056,0.126060,0.123916,0.125212,0.124495,0.124641,0.124827"
119,"0.123154,0.126465,0.126621,0.124581,0.126498,0.124219,0.125924,0.122537"
120,"0.122139,0.127563,0.125545,0.124977,0.125154,0.124859,0.127545,0.122216"
121,"0.123189,0.127259,0.124876,0.125251,0.125632,0.124493,0.125449,0.123850"
122,"0.124377,0.127312,0.124795,0.124908,0.125344,0.124598,0.125431,0.123234"
123,"0.124057,0.127152,0.124630,0.125087,0.125693,0.124478,0.125307,0.123596"
124,"0.125002,0.124841,0.126242,0.122987,0.125486,0.128775,0.123266,0.123401"
125,"0.128156,0.123916,0.123922,0.123364,0.125980,0.125610,0.122797,0.126254"
126,"0.122842,0.130458,0.124569,0.125572,0.124826,0.127177,0.124781,0.119775"
127,"0.125520,0.124431,0.124396,0.123588,0.123919,0.125798,0.125941,0.126407"
128,"0.125501,0.124659,0.124484,0.124178,0.125885,0.125285,0.124715,0.125294"
129,"0.126309,0.124913,0.124860,0.124211,0.125008,0.125083,0.124048,0.125567"
130,"0.124023,0.126563,0.125132,0.124522,0.126050,0.125037,0.125176,0.123497"
131,"0.126883,0.123713,0.124376,0.124287,0.124851,0.124963,0.124439,0.126488"
132,"0.126398,0.126618,0.126217,0.124697,0.125919,0.124107,0.123267,0.122777"
133,"0.124839,0.125287,0.124963,0.124464,0.125641,0.124741,0.125306,0.124759"
134,"0.125488,0.124876,0.124276,0.124882,0.125105,0.124963,0.124605,0.125804"
135,"0.125525,0.124695,0.124522,0.124583,0.125459,0.125059,0.124552,0.125607"
136,"0.125767,0.125160,0.124240,0.124795,0.124477,0.126421,0.124240,0.124900"
137,"0.124817,0.126059,0.124451,0.124372,0.125558,0.125831,0.124802,0.124110"
138,"0.125392,0.126035,0.124421,0.124752,0.125948,0.125132,0.124477,0.123843"
139,"0.126817,0.123092,0.124822,0.122477,0.125337,0.125189,0.124357,0.127909"
140,"0.126335,0.124892,0.124085,0.124149,0.124974,0.125513,0.124555,0.125496"
141,"0.124797,0.126117,0.123993,0.125674,0.125357,0.124495,0.124853,0.124714"
142,"0.128716,0.123103,0.124784,0.123323,0.124343,0.126547,0.123207,0.125978"
143,"0.124041,0.125831,0.125043,0.123791,0.125960,0.125799,0.124487,0.125048"
144,"0.123208,0.126464,0.125120,0.124617,0.126665,0.124635,0.125961,0.123328"
145,"0.123230,0.126750,0.125194,0.124468,0.126502,0.124705,0.125696,0.123455"
146,"0.122392,0.128578,0.125813,0.124162,0.125630,0.126156,0.125153,0.122117"
147,"0.125826,0.125076,0.124533,0.124618,0.125685,0.124742,0.124247,0.125272"
148,"0.124227,0.126798,0.124483,0.125576,0.125786,0.124081,0.125309,0.123740"
149,"0.124682,0.126063,0.125026,0.124661,0.125633,0.125089,0.125242,0.123604"
150,"0.126626,0.124571,0.123450,0.124885,0.125696,0.125317,0.124356,0.125098"
151,"0.123507,0.127407,0.124520,0.124947,0.126352,0.124630,0.126360,0.122277"
152,"0.126634,0.125137,0.124713,0.124310,0.125247,0.124949,0.123680,0.125330"
