Character id,Persona Prob Vec
0,"0.074202,0.070309,0.073422,0.072030,0.071462,0.069799,0.071135,0.071297,0.070069,0.070855,0.071497,0.073483,0.070735,0.069705"
1,"0.071879,0.071664,0.071503,0.069847,0.071187,0.071444,0.072107,0.070912,0.071993,0.071744,0.071717,0.070919,0.070484,0.072598"
2,"0.071822,0.071556,0.070946,0.069641,0.072028,0.070706,0.072111,0.071185,0.072909,0.071781,0.071286,0.071017,0.070719,0.072291"
3,"0.073170,0.073023,0.072676,0.071228,0.073372,0.070573,0.072142,0.070766,0.069401,0.072904,0.069979,0.070973,0.069480,0.070313"
4,"0.071723,0.071661,0.071772,0.070430,0.071541,0.070982,0.072359,0.070959,0.071296,0.072313,0.071651,0.071035,0.070344,0.071934"
5,"0.070160,0.072584,0.072462,0.073218,0.072478,0.071365,0.071508,0.070173,0.069303,0.073126,0.071321,0.070627,0.071028,0.070647"
6,"0.071942,0.072959,0.072695,0.072983,0.072746,0.070026,0.071322,0.071708,0.066241,0.072361,0.072178,0.071575,0.072076,0.069187"
7,"0.072195,0.072576,0.072083,0.071622,0.072402,0.070928,0.072101,0.071001,0.068222,0.072332,0.071381,0.071524,0.070704,0.070928"
8,"0.070852,0.071565,0.072106,0.070943,0.072425,0.069635,0.071705,0.071609,0.070397,0.072682,0.071655,0.071480,0.071074,0.071872"
9,"0.071975,0.070379,0.070477,0.069251,0.072270,0.069223,0.072145,0.071054,0.075800,0.071213,0.070741,0.070663,0.070839,0.073969"
10,"0.071572,0.073293,0.072859,0.071796,0.072989,0.071102,0.071859,0.071997,0.066668,0.071186,0.072619,0.071410,0.071441,0.069209"
11,"0.071472,0.071999,0.072896,0.072929,0.072372,0.070414,0.071456,0.071834,0.067144,0.072548,0.072109,0.072065,0.070730,0.070032"
12,"0.071621,0.071902,0.072072,0.073424,0.072555,0.069940,0.072366,0.070792,0.067995,0.072610,0.071031,0.071941,0.071284,0.070468"
13,"0.071872,0.071912,0.071970,0.071023,0.072131,0.070787,0.071819,0.071578,0.070400,0.071350,0.071399,0.071150,0.071555,0.071053"
14,"0.072151,0.071769,0.071731,0.070694,0.071957,0.070641,0.071806,0.071427,0.070856,0.071935,0.071633,0.071161,0.070765,0.071474"
15,"0.071859,0.070348,0.071425,0.069025,0.072313,0.070239,0.072145,0.071306,0.074901,0.071802,0.070561,0.070285,0.071135,0.072654"
16,"0.072754,0.071505,0.071955,0.070770,0.072852,0.072012,0.071361,0.070803,0.069441,0.072321,0.072107,0.071594,0.071465,0.069059"
17,"0.071251,0.071687,0.070599,0.071162,0.070940,0.070768,0.071266,0.072464,0.071959,0.072118,0.071293,0.071193,0.070853,0.072445"
