Character id,Persona Prob Vec
0,"0.076248,0.080424,0.074934,0.075251,0.079233,0.074803,0.074490,0.080172,0.077974,0.078921,0.075890,0.074992,0.076669"
1,"0.077562,0.076372,0.078011,0.076731,0.075889,0.078950,0.078061,0.076863,0.075635,0.076570,0.075656,0.079427,0.074272"
2,"0.077040,0.076388,0.077618,0.077235,0.075617,0.078515,0.079132,0.077036,0.075395,0.076701,0.075519,0.079739,0.074064"
3,"0.081144,0.079953,0.077744,0.072752,0.082688,0.075197,0.074702,0.074816,0.075629,0.075081,0.079619,0.075549,0.075126"
4,"0.077593,0.077473,0.076490,0.076479,0.077628,0.077560,0.077083,0.076702,0.076009,0.076113,0.076865,0.077834,0.076170"
5,"0.078626,0.076208,0.074703,0.079607,0.074531,0.078563,0.077661,0.077932,0.077291,0.074736,0.078052,0.076893,0.075197"
6,"0.077256,0.077536,0.075517,0.077212,0.076809,0.076779,0.075107,0.078223,0.078308,0.075668,0.077522,0.075820,0.078244"
7,"0.077265,0.076975,0.076593,0.077200,0.076504,0.078158,0.076981,0.077008,0.076748,0.076407,0.076527,0.077661,0.075973"
8,"0.077210,0.076961,0.077114,0.075389,0.077885,0.077955,0.076711,0.076524,0.076712,0.077303,0.077574,0.076976,0.075687"
9,"0.077202,0.075450,0.078104,0.077106,0.075646,0.078804,0.079435,0.076568,0.073978,0.077177,0.075216,0.081551,0.073763"
10,"0.075625,0.078032,0.074988,0.076571,0.078479,0.076759,0.075211,0.078746,0.078448,0.076207,0.076866,0.075751,0.078316"
11,"0.077762,0.076599,0.076060,0.076644,0.077108,0.077685,0.076567,0.076832,0.077715,0.076532,0.077873,0.076347,0.076276"
12,"0.077249,0.077253,0.076906,0.076025,0.076937,0.077642,0.076873,0.077326,0.076736,0.077212,0.076682,0.077756,0.075403"
13,"0.077238,0.077992,0.076482,0.076965,0.077298,0.077025,0.076866,0.077522,0.076158,0.076419,0.077442,0.076432,0.076162"
14,"0.077020,0.077236,0.077129,0.076660,0.076286,0.077707,0.077391,0.076618,0.076270,0.077241,0.076858,0.077610,0.075973"
15,"0.077242,0.077143,0.077563,0.076488,0.076570,0.078116,0.078268,0.076298,0.074649,0.077221,0.076439,0.079352,0.074653"
16,"0.076130,0.078046,0.075532,0.076842,0.077558,0.075981,0.077302,0.078771,0.076803,0.076651,0.076856,0.076966,0.076562"
17,"0.077554,0.077397,0.077046,0.075325,0.078004,0.077947,0.077003,0.076017,0.075603,0.077040,0.077367,0.077508,0.076188"
18,"0.076384,0.078631,0.076890,0.075489,0.077364,0.077503,0.076847,0.077275,0.076638,0.076547,0.077388,0.077639,0.075404"
19,"0.076819,0.077590,0.076466,0.077213,0.076544,0.076041,0.076104,0.078693,0.077257,0.076303,0.077153,0.076091,0.077726"
20,"0.078300,0.077800,0.077335,0.074207,0.077974,0.077601,0.075598,0.075157,0.077119,0.076138,0.078259,0.078656,0.075857"
21,"0.076485,0.076543,0.077292,0.076551,0.077108,0.078666,0.077381,0.076844,0.075950,0.076913,0.076664,0.077778,0.075826"
22,"0.077071,0.078316,0.073892,0.076930,0.077172,0.075589,0.073134,0.078465,0.079308,0.076124,0.080772,0.075985,0.077240"
23,"0.078174,0.078611,0.074982,0.076283,0.077583,0.076312,0.074250,0.078761,0.078739,0.075686,0.077293,0.074414,0.078913"
24,"0.077031,0.077969,0.075202,0.075586,0.079072,0.078374,0.076728,0.077443,0.076981,0.075895,0.078097,0.076686,0.074936"
25,"0.076651,0.078095,0.075945,0.076522,0.077857,0.076820,0.074785,0.077858,0.078481,0.075991,0.078113,0.075620,0.077262"
26,"0.078604,0.079138,0.075165,0.076303,0.077409,0.076566,0.075122,0.078390,0.077321,0.075773,0.076933,0.077137,0.076141"
27,"0.076896,0.077587,0.076258,0.076294,0.077969,0.077487,0.075912,0.077269,0.076477,0.077813,0.078366,0.076125,0.075547"
28,"0.076856,0.077106,0.076712,0.076160,0.077850,0.076525,0.076495,0.076878,0.077183,0.076654,0.077797,0.077822,0.075962"
29,"0.076620,0.075439,0.078204,0.078576,0.073620,0.078855,0.080605,0.077255,0.075456,0.075471,0.075107,0.078226,0.076566"
30,"0.076641,0.078341,0.075216,0.077580,0.077103,0.077706,0.075336,0.076788,0.077814,0.076338,0.077922,0.076705,0.076510"
31,"0.076500,0.075987,0.076987,0.076671,0.077795,0.077151,0.078029,0.077131,0.075689,0.077329,0.076725,0.078059,0.075946"
32,"0.075600,0.076032,0.077161,0.076425,0.078555,0.078170,0.077973,0.077271,0.076278,0.075761,0.078098,0.077056,0.075619"
33,"0.076224,0.080269,0.074718,0.077533,0.075214,0.076996,0.074780,0.075406,0.080666,0.076173,0.078139,0.074097,0.079784"
34,"0.077236,0.073333,0.085335,0.073769,0.075635,0.079397,0.083792,0.070240,0.071089,0.076507,0.075487,0.085452,0.072729"
35,"0.077948,0.076487,0.077341,0.077344,0.076219,0.077331,0.078837,0.075727,0.075892,0.077630,0.076333,0.078005,0.074906"
36,"0.077489,0.076718,0.076531,0.076425,0.077096,0.077645,0.077545,0.076109,0.076142,0.077346,0.076244,0.079238,0.075474"
37,"0.075834,0.077218,0.078264,0.077298,0.075354,0.078421,0.077121,0.076135,0.076330,0.076034,0.078466,0.078614,0.074912"
38,"0.077599,0.076826,0.076222,0.076988,0.076547,0.077721,0.076982,0.078205,0.077174,0.076277,0.076286,0.077359,0.075814"
39,"0.076828,0.076110,0.077334,0.077339,0.076238,0.078597,0.079292,0.076774,0.074664,0.076687,0.075782,0.080035,0.074319"
40,"0.077079,0.077383,0.076825,0.076941,0.076447,0.078323,0.076870,0.076473,0.076819,0.076718,0.076767,0.077812,0.075542"
41,"0.078660,0.075741,0.078994,0.078031,0.075416,0.079386,0.077058,0.077362,0.075139,0.076631,0.075741,0.078656,0.073185"
42,"0.077100,0.076171,0.077465,0.076268,0.076294,0.078808,0.077902,0.078009,0.075166,0.076297,0.076377,0.078503,0.075640"
43,"0.077500,0.076815,0.077939,0.076488,0.076535,0.077910,0.078248,0.075924,0.075178,0.076693,0.076326,0.079596,0.074849"
44,"0.076892,0.076521,0.076955,0.076578,0.076566,0.078270,0.077555,0.077311,0.076326,0.076644,0.077030,0.077729,0.075625"
45,"0.077102,0.075793,0.077880,0.076292,0.077879,0.078849,0.078917,0.076648,0.073471,0.076299,0.076501,0.080177,0.074193"
46,"0.077266,0.076218,0.077018,0.077139,0.075514,0.077392,0.079045,0.076345,0.075817,0.076714,0.076411,0.078766,0.076355"
47,"0.078403,0.077706,0.077691,0.077775,0.075843,0.077659,0.077531,0.076857,0.075333,0.075553,0.076376,0.077651,0.075621"
48,"0.078456,0.076462,0.077897,0.078818,0.075174,0.077027,0.077977,0.076843,0.075704,0.075635,0.075361,0.078595,0.076053"
49,"0.076816,0.077937,0.076728,0.076853,0.077957,0.077582,0.076541,0.076871,0.076256,0.077014,0.076970,0.076686,0.075789"
50,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
51,"0.077700,0.078204,0.077735,0.073566,0.078755,0.076827,0.076822,0.074705,0.076158,0.077568,0.077919,0.078866,0.075175"
52,"0.077314,0.076609,0.077552,0.076768,0.075984,0.078595,0.078289,0.076442,0.075351,0.076925,0.076131,0.078882,0.075159"
53,"0.076970,0.076636,0.077553,0.076171,0.077094,0.078347,0.077220,0.075765,0.076262,0.077253,0.077081,0.078056,0.075592"
54,"0.076705,0.076446,0.077834,0.076065,0.077600,0.078634,0.078324,0.076054,0.074934,0.077120,0.076345,0.079779,0.074161"
55,"0.076548,0.077832,0.076240,0.077968,0.076379,0.077750,0.076314,0.076654,0.077214,0.076573,0.077001,0.077133,0.076392"
56,"0.077637,0.078012,0.076028,0.077273,0.076365,0.077244,0.075716,0.078399,0.076939,0.076463,0.076631,0.075071,0.078222"
57,"0.077698,0.077394,0.077375,0.075827,0.078008,0.077790,0.077081,0.076087,0.075677,0.076407,0.077124,0.078052,0.075481"
58,"0.076412,0.076994,0.077662,0.077211,0.075275,0.078174,0.078609,0.076931,0.075738,0.076301,0.076011,0.078981,0.075702"
59,"0.077503,0.076629,0.077305,0.076431,0.076347,0.078507,0.078316,0.076851,0.075091,0.076838,0.075847,0.079635,0.074698"
60,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
61,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
62,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
63,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
64,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
65,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
66,"0.077271,0.076899,0.076389,0.077396,0.075851,0.077677,0.076916,0.077186,0.077076,0.076528,0.076884,0.077159,0.076769"
67,"0.076835,0.076423,0.078302,0.077440,0.075857,0.078937,0.079945,0.077307,0.074430,0.075934,0.075442,0.078942,0.074207"
68,"0.076721,0.078062,0.075939,0.076168,0.077832,0.077404,0.076481,0.076733,0.075716,0.076876,0.077051,0.077824,0.077193"
69,"0.076618,0.077573,0.076522,0.076671,0.076878,0.077618,0.077269,0.077424,0.076750,0.076431,0.076844,0.076605,0.076796"
70,"0.076523,0.076051,0.078607,0.076369,0.076793,0.077879,0.078576,0.077669,0.075304,0.076306,0.076673,0.079134,0.074118"
71,"0.081292,0.075867,0.079219,0.079411,0.073262,0.070598,0.081219,0.078366,0.071727,0.078232,0.075069,0.083006,0.072732"
72,"0.076686,0.076740,0.077481,0.077032,0.076442,0.078219,0.078299,0.076657,0.075437,0.077011,0.075997,0.078734,0.075264"
73,"0.076492,0.077378,0.078512,0.076883,0.077125,0.077988,0.076933,0.075779,0.075804,0.077501,0.075826,0.078260,0.075519"
74,"0.077628,0.077833,0.077241,0.075623,0.078030,0.077516,0.076816,0.077066,0.076112,0.076626,0.077067,0.077203,0.075240"
75,"0.077180,0.077385,0.077884,0.074005,0.078697,0.078185,0.077727,0.075899,0.076023,0.075967,0.077206,0.079774,0.074068"
76,"0.076885,0.077321,0.076138,0.072435,0.080274,0.078260,0.078427,0.073883,0.075789,0.079073,0.078041,0.080888,0.072584"
77,"0.077285,0.074398,0.079153,0.077111,0.077494,0.079718,0.077328,0.076484,0.076324,0.076194,0.075313,0.077552,0.075645"
78,"0.077034,0.076681,0.076989,0.076704,0.077048,0.078530,0.077885,0.077132,0.075928,0.076129,0.076794,0.078257,0.074889"
79,"0.077633,0.077921,0.075770,0.076641,0.077093,0.077010,0.075106,0.077366,0.077764,0.076071,0.077661,0.076380,0.077583"
80,"0.077491,0.075154,0.079078,0.076174,0.076080,0.080514,0.080715,0.076280,0.073113,0.077190,0.073864,0.083118,0.071228"
81,"0.077657,0.078124,0.076135,0.076437,0.076714,0.077102,0.076401,0.077017,0.077595,0.075690,0.078144,0.075993,0.076991"
82,"0.077075,0.077622,0.076746,0.075777,0.076324,0.077492,0.075901,0.077287,0.077048,0.076737,0.077967,0.076582,0.077442"
83,"0.077246,0.076810,0.077987,0.075833,0.077967,0.077694,0.075739,0.075486,0.077151,0.076644,0.076736,0.079363,0.075345"
84,"0.076654,0.077829,0.076718,0.076729,0.077952,0.077422,0.076232,0.076419,0.076400,0.076348,0.076995,0.076565,0.077738"
85,"0.078085,0.078474,0.076746,0.076448,0.077423,0.077438,0.076571,0.076655,0.075358,0.076698,0.077237,0.077692,0.075176"
86,"0.076770,0.076205,0.078014,0.076839,0.076692,0.078107,0.078793,0.077679,0.075647,0.076262,0.074870,0.078614,0.075509"
87,"0.077093,0.076880,0.077561,0.077047,0.076112,0.078134,0.078643,0.076773,0.075330,0.076670,0.075671,0.078854,0.075230"
88,"0.076999,0.076387,0.077540,0.077506,0.075450,0.078596,0.078644,0.077415,0.075591,0.076439,0.075217,0.080078,0.074138"
89,"0.076694,0.077123,0.077808,0.076510,0.077323,0.077749,0.077574,0.076816,0.074967,0.077005,0.076820,0.077609,0.076001"
90,"0.076659,0.076962,0.077046,0.076288,0.076951,0.078229,0.077561,0.076595,0.075898,0.076939,0.077326,0.077497,0.076049"
91,"0.075794,0.078832,0.077429,0.067967,0.087829,0.079653,0.078447,0.068296,0.072875,0.078035,0.083304,0.083196,0.068344"
