Character id,Persona Prob Vec
0,"0.140365,0.148793,0.144734,0.141140,0.138107,0.140737,0.146125"
1,"0.144620,0.143062,0.141140,0.144702,0.143428,0.141196,0.141851"
2,"0.144119,0.143933,0.141176,0.140840,0.145671,0.141875,0.142387"
3,"0.140876,0.141909,0.143760,0.141175,0.134010,0.149801,0.148470"
4,"0.142585,0.142431,0.141958,0.144923,0.142147,0.143646,0.142310"
5,"0.146229,0.142333,0.140197,0.143337,0.145507,0.138882,0.143515"
6,"0.140294,0.140029,0.147448,0.146451,0.135547,0.145650,0.144581"
7,"0.142634,0.142515,0.143415,0.145027,0.139218,0.142667,0.144524"
8,"0.141167,0.142553,0.143188,0.145088,0.139735,0.145443,0.142826"
9,"0.146433,0.145952,0.139119,0.141825,0.148374,0.139664,0.138633"
10,"0.139536,0.138971,0.149524,0.146239,0.132671,0.146508,0.146552"
11,"0.141569,0.139122,0.145163,0.145522,0.136794,0.145891,0.145939"
12,"0.141807,0.140110,0.142355,0.145379,0.140496,0.144043,0.145811"
13,"0.142384,0.141205,0.145320,0.144634,0.138326,0.143388,0.144743"
14,"0.142739,0.141360,0.143235,0.144349,0.140943,0.143423,0.143950"
15,"0.146596,0.145167,0.137441,0.139728,0.148220,0.140663,0.142184"
16,"0.143500,0.139712,0.147423,0.142677,0.140990,0.141451,0.144246"
17,"0.143173,0.143635,0.141076,0.141860,0.141860,0.143792,0.144604"
18,"0.142061,0.142274,0.142808,0.144765,0.139906,0.143756,0.144430"
19,"0.144211,0.138926,0.147665,0.145619,0.137489,0.140969,0.145121"
20,"0.142011,0.142615,0.141463,0.144482,0.139507,0.144519,0.145403"
21,"0.144102,0.143767,0.141433,0.143696,0.141324,0.142097,0.143582"
22,"0.139377,0.137405,0.146969,0.148387,0.129616,0.148197,0.150048"
23,"0.137520,0.140714,0.150984,0.148872,0.129088,0.145954,0.146868"
24,"0.138135,0.137927,0.148218,0.146200,0.134426,0.148922,0.146172"
25,"0.139737,0.141415,0.145817,0.148931,0.134488,0.143611,0.146001"
26,"0.141535,0.138763,0.148216,0.147745,0.134112,0.145712,0.143917"
27,"0.139269,0.140278,0.146045,0.146109,0.135316,0.146906,0.146077"
28,"0.141939,0.141350,0.144360,0.144942,0.138450,0.144145,0.144814"
29,"0.150298,0.145048,0.140807,0.136474,0.152137,0.136180,0.139057"
30,"0.142114,0.140329,0.144813,0.144070,0.136515,0.146528,0.145631"
31,"0.142273,0.143005,0.142262,0.143356,0.140581,0.144811,0.143712"
32,"0.142830,0.142446,0.142798,0.142503,0.139110,0.146499,0.143814"
33,"0.141040,0.139174,0.152340,0.148036,0.135472,0.137055,0.146882"
34,"0.155713,0.151119,0.131718,0.128857,0.167881,0.130674,0.134037"
35,"0.144777,0.144152,0.141468,0.143436,0.142880,0.139986,0.143301"
36,"0.144120,0.143619,0.142093,0.141597,0.143545,0.141856,0.143170"
37,"0.144021,0.143327,0.141076,0.141238,0.146316,0.141244,0.142778"
38,"0.142707,0.142924,0.142109,0.142821,0.142333,0.142805,0.144302"
39,"0.145619,0.143447,0.141763,0.140570,0.145564,0.140734,0.142302"
40,"0.143247,0.141868,0.142512,0.142830,0.141976,0.143295,0.144272"
41,"0.145118,0.145786,0.140244,0.139213,0.147862,0.140077,0.141699"
42,"0.144071,0.143135,0.142051,0.143617,0.142067,0.142420,0.142639"
43,"0.144470,0.143369,0.140496,0.140495,0.146395,0.140936,0.143840"
44,"0.142982,0.142692,0.144333,0.143114,0.140484,0.144107,0.142287"
45,"0.146514,0.146569,0.137063,0.138430,0.147908,0.141810,0.141707"
46,"0.145033,0.143695,0.141400,0.139869,0.147114,0.139844,0.143045"
47,"0.144272,0.141835,0.145366,0.142957,0.139790,0.141553,0.144225"
48,"0.146132,0.143413,0.144178,0.141812,0.147215,0.137079,0.140171"
49,"0.141765,0.141708,0.144066,0.143507,0.138308,0.144375,0.146271"
