Character id,Persona Prob Vec
0,"0.103304,0.099770,0.100658,0.100800,0.099358,0.101886,0.095138,0.099371,0.098904,0.100810"
1,"0.099597,0.099528,0.099586,0.099753,0.101300,0.098056,0.101110,0.100356,0.099885,0.100830"
2,"0.099928,0.098654,0.100457,0.099250,0.101809,0.098417,0.102398,0.100119,0.098940,0.100026"
3,"0.099471,0.098796,0.102244,0.102595,0.100744,0.102210,0.099949,0.095277,0.098104,0.100610"
4,"0.099463,0.099740,0.101219,0.099394,0.101463,0.099566,0.099830,0.099923,0.098680,0.100723"
5,"0.100139,0.100989,0.104199,0.099014,0.099875,0.100573,0.096662,0.099530,0.097122,0.101896"
6,"0.101702,0.102113,0.100565,0.101103,0.099292,0.100225,0.094709,0.098399,0.100352,0.101541"
7,"0.100463,0.100267,0.100806,0.100289,0.100652,0.100011,0.097365,0.099718,0.099377,0.101051"
8,"0.100352,0.098001,0.102098,0.099267,0.101411,0.099062,0.100952,0.099612,0.098237,0.101009"
9,"0.098514,0.097610,0.099349,0.098736,0.102502,0.097333,0.105894,0.101358,0.099078,0.099626"
10,"0.103410,0.101978,0.100559,0.101233,0.098880,0.100919,0.092690,0.097948,0.100982,0.101401"
11,"0.100740,0.100869,0.100908,0.100613,0.100122,0.100419,0.096962,0.099401,0.099813,0.100154"
12,"0.100747,0.100559,0.100938,0.099789,0.101111,0.099612,0.097731,0.099351,0.099849,0.100313"
13,"0.101049,0.103269,0.100779,0.102707,0.099116,0.099842,0.095075,0.098084,0.098788,0.101291"
14,"0.100208,0.100203,0.100419,0.099837,0.100521,0.099644,0.099424,0.099633,0.099413,0.100698"
15,"0.098168,0.097650,0.101564,0.098373,0.103121,0.097827,0.106911,0.099816,0.097668,0.098904"
16,"0.101661,0.101654,0.100515,0.102036,0.098662,0.101240,0.093919,0.098283,0.099918,0.102113"
17,"0.099671,0.100886,0.100242,0.099909,0.101311,0.098197,0.101504,0.099280,0.099093,0.099907"
18,"0.100275,0.100281,0.101208,0.099293,0.100145,0.099408,0.098718,0.099999,0.098539,0.102134"
19,"0.101551,0.102028,0.099656,0.100918,0.098571,0.100850,0.094751,0.100099,0.099949,0.101627"
20,"0.099107,0.099586,0.101235,0.100352,0.102045,0.099940,0.101391,0.099128,0.097898,0.099317"
21,"0.099820,0.099943,0.101312,0.099670,0.101715,0.099316,0.100807,0.099563,0.097279,0.100576"
22,"0.101763,0.103455,0.102125,0.103786,0.097755,0.101918,0.089987,0.098343,0.099517,0.101351"
23,"0.102440,0.103074,0.100468,0.101646,0.098398,0.101700,0.090803,0.098284,0.101568,0.101619"
24,"0.100920,0.101932,0.099101,0.100603,0.098815,0.100855,0.097027,0.098223,0.099807,0.102717"
25,"0.101918,0.101718,0.101233,0.101844,0.100515,0.101644,0.092566,0.098653,0.099548,0.100361"
26,"0.102892,0.102362,0.101457,0.100870,0.098906,0.102653,0.090856,0.097161,0.100087,0.102756"
27,"0.101817,0.102722,0.101707,0.101117,0.099696,0.101244,0.092636,0.098228,0.100040,0.100793"
28,"0.101045,0.100199,0.101679,0.099489,0.101278,0.100044,0.098695,0.099106,0.098765,0.099699"
29,"0.098983,0.100739,0.098475,0.099656,0.099817,0.097014,0.106228,0.101211,0.098452,0.099425"
