word,cluster_id
wandered,775
cited,222
strike,369
corresponds,871
shouting,491
guts,45
eye,440
synchronized,124
suspend,469
eerily,154
orchestrated,872
squared,296
poison,505
abused,936
persecutors,285
justification,321
mirrored,775
cupboards,61
lateness,97
plasters,270
locates,295
simpleminded,637
fish,57
fascinated,629
delved,346
landlords,439
hnai,17
fondness,409
baths,981
rallied,314
vegetables,197
serenade,67
pimples,909
enjoys,217
wesson,611
drooped,433
passions,791
stunt,78
forgets,51
mentioned,747
whimper,412
linger,729
wat,74
besieged,352
hitched,476
repulse,773
aperçus,652
earning,339
ﬂinched,219
chen,17
songbird,915
burrow,349
liberated,314
leagues,228
rum,271
daunt,202
clipped,6
competing,836
barrels,47
entrust,584
reform,65
disfigured,82
fob,810
thudding,841
trooper,804
babbled,289
amassed,548
trial,442
kahuna,384
smokestacks,499
breakthrough,206
built,40
engines,47
blended,113
believed,829
unglue,602
ruthless,629
witnessing,663
cobweb,499
moaning,412
ret're,877
flop,846
squinting,220
ensnared,969
deified,619
asshole,186
idleness,679
arrested,352
chances,757
rows,192
nesting,812
warehouses,603
condescended,370
condoned,853
revoked,429
bewitch,585
credentials,290
aid,59
hanohano,408
personal,222
audacity,794
barber,555
deftness,589
doubting,68
civil,313
agent,626
praise,663
sprouting,604
ofers,147
courted,853
wearing,530
nudged,775
teenagers,459
zao,592
impervious,992
spittle,347
harrumphed,955
london,644
lair,415
clearing,688
shards,241
cinecamera,811
slowness,725
ﬁltered,924
cosseted,107
hyundai,644
beating,501
aversion,600
bitter,1
recruiting,103
sulked,681
junko,408
hopping,117
ﬁgured,924
loveliest,882
box,653
evaluate,544
probability,140
ducking,908
unharmed,548
composition,655
bust,45
sincere,6
quashed,990
heaven,743
bemused,191
bag,846
cough,297
boon,267
yours,85
failings,399
retell,250
scofed,267
cards,255
pleads,344
barricaded,381
ocean,925
benefits,738
"appearance-""a",280
kid-,654
humiliation,682
you,846
cock,297
unperturbed,815
intending,117
chided,681
gentleness,409
longue,890
mimicking,951
dealer,626
vague,958
catered,886
misfortune,864
bustling,141
element,594
heartbreak,682
grasps,821
punches,294
fatigued,849
ages,192
agnädige,232
probes,162
cautions,107
delighted,333
excised,281
publishes,204
nib,147
mull,109
whoth,338
leafed,349
pistols,856
halted,314
transcribed,406
barren,958
celebrity,78
spur,243
hungrier,543
qua,592
robes,557
stairs,279
dissected,66
vexes,722
cottoned,98
bottles,230
recite,587
accessories,78
misdemeanors,899
awnings,126
madder,386
bulletproof,433
guy,694
clerked,358
guiltier,726
altered,429
targets,0
magazines,190
detachment,603
whack,955
genteel,764
speaker,38
yoga,655
beverage,505
laps,37
detected,429
surroundings,533
pantomimes,496
burner,483
asleep,699
fingernail,265
luster,731
served,787
weaknesses,663
wrenched,79
hannah,76
steamships,357
gails,985
explain,905
maximize,45
scrutinizing,225
hypocritical,840
pushcart,126
rooftops,248
follicles,863
smoker,80
tourist,170
exciting,1
drinks,546
morale,3
subsidized,479
regressed,670
fizzled,519
unhooked,55
functions,732
undid,722
insulate,122
victoria,415
lauded,4
fostered,853
sufocating,200
pseudonym,683
feet,230
neediness,216
enclose,906
indicates,104
moisten,175
des're,606
overcomes,51
payment,59
bandits,445
sinewy,150
ingrate,722
relish,361
articulations,503
assembled,40
indiﬀerent,25
sew,713
nonplussed,526
catnip,902
wired,449
collected,406
reversal,993
rectum,200
fattened,433
living,262
grasses,57
campaigns,190
splayed,818
opinions,31
persuasive,567
alternatives,206
walleye,109
manhandle,111
edda,611
trinkets,631
acquiesces,894
font,767
sandwiches,546
streets,248
totter,582
sort,901
earlobe,153
proverb,8
passenger,464
heaped,531
stroking,220
boudoir,100
denying,14
bits,192
abominated,507
saddled,849
levelled,98
malevolence,643
nightclothes,506
pivoted,260
servant,736
phase,521
commemorate,312
wrong,682
synagogue,170
hobble,857
overshadow,148
expensing,830
sphere,786
retaliate,773
can't,692
outgrown,383
pensive,948
descend,998
reincarnated,354
clued,962
add,905
retribution,682
shopper,620
instilled,12
corporations,190
fearlessness,308
gray,782
sour,621
reinvented,590
encouraged,510
opponents,404
revert,253
lily,76
resonant,285
topic,206
rallies,881
lua,384
spiderweb,945
accepts,755
flgged,582
brainstormed,590
unusual,589
sweating,48
claim,59
avail,123
reviewed,848
boycotts,451
brainless,662
subdued,4
piety,405
wide-,634
unconfident,325
warm,48
insulting,921
halls,892
arses,769
sense,672
cuts,624
stepmother,36
shrillness,491
joylessness,450
gorged,500
emotional,330
fainted,476
wager,939
waddles,684
predilections,285
flourish,673
workroom,950
slip,369
battling,786
companion,123
annoy,346
unlearn,724
mettle,122
ofinterest,87
ﬁling,227
stutters,693
strop,147
sturdy,36
privilege,239
embarrass,318
philanthropic,368
suspect,521
body,980
abbreviated,429
trouble,629
tragedy,226
midfifties,28
king,60
cubbyhole,483
mesmerized,578
reporters,459
fantasies,216
youngsters,177
majordomo,565
obedience,330
tienming,88
discussion,31
subsisted,604
promotion,665
appendages,94
cropped,691
fever,48
aryan,368
ness,672
guoanbu,428
time,223
checklist,175
expounds,876
upsets,251
exaggerates,687
embittered,879
translation,84
deported,352
celebrates,449
analyst,358
father,315
sued,352
test,795
splay,763
flavors,206
region,875
interrelated,474
man,998
lapsed,320
albums,933
renamed,747
afraid,287
upper,509
wilshire,611
endear,627
feint,252
nicknamed,808
itinerary,774
despise,850
cajole,794
motivations,399
kneaded,111
nationalist,893
ﬂustered-,660
overrun,548
denounces,482
vaccines,458
discovered,352
shimmy,444
deporting,281
budged,98
smells,208
gaping,921
groomed,179
pronounced,296
ravished,43
comprehension,663
duds,147
shuddered,412
overwhelm,146
reports,31
league,374
stations,925
presided,469
glimpse,663
punctured,210
clock,846
wrapped,303
blankness,446
petals,812
visit,123
kaiser,859
pounced,289
petrified,165
separation,504
remoteness,679
magnets,638
braziers,631
virile,254
doll,45
mortgaged,179
condo,626
affiliation,278
summarizes,960
submerges,604
intuits,377
magnetized,854
captures,9
scribble,236
handlebars,419
arthritis,442
organizations,190
mittens,181
backer,904
speculate,349
packed,420
starvation,522
groin,593
eavesdropped,380
documented,747
illegible,515
armbands,274
republic,807
remounted,320
stoves,61
lose,675
unmanageable,32
factual,239
telegraphed,727
flippancy,155
stems,652
equipped,603
clueless,518
buoys,357
observation,20
ferrying,579
educators,290
rerolled,66
gears,481
peaks,115
seethed,681
paged,727
flipping,832
bracing,629
pined,401
spruced,179
wealth,738
sweaters,163
uncooperative,245
spanks,444
backache,346
discard,107
labels,203
pictured,296
soldered,66
ripen,200
cool,336
see,339
lumbering,579
apprise,175
slings,427
airfields,0
amend,967
transgresses,769
argued,204
spurting,604
activity'-beating,498
treasure,663
nourishing,391
encountered,501
demeanor,4
valor,743
drowning,178
