book,char_id,best_name,gender,count,other_names
All_the_Flowers_in_Shanghai,0,Character_0,he/him/his,6086,
All_the_Flowers_in_Shanghai,79,Xiong Fa,he/him/his,790,Xiong Fa|Master Xiong Fa|Mrs. Sang Xiong Fa|Sang Xiong Fa|pat Xiong Fa|beckoning Xiong Fa
All_the_Flowers_in_Shanghai,62,Yan,she/her,560,Yan
All_the_Flowers_in_Shanghai,38,Grandfather,he/him/his,460,Grandfather|Grandfather Sang
All_the_Flowers_in_Shanghai,40,Sister,she/her,455,Sister
All_the_Flowers_in_Shanghai,42,Ma,she/her,374,Ma
All_the_Flowers_in_Shanghai,41,Ba,he/him/his,331,Ba
All_the_Flowers_in_Shanghai,98,Lu Meng,he/him/his,262,Lu Meng|Sang Lu|Sang Lu Meng|Master Lu Meng
All_the_Flowers_in_Shanghai,104,Madam Zhang,she/her,245,Madam Zhang
All_the_Flowers_in_Shanghai,51,Bi,he/him/his,221,Bi|Xiao Bi
All_the_Flowers_in_Shanghai,1133,my husband,he/him/his,183,
All_the_Flowers_in_Shanghai,2598,Character_2598,he/him/his,127,
All_the_Flowers_in_Shanghai,75,Ming,she/her,121,Ming|Madam Ming
All_the_Flowers_in_Shanghai,99,Yu,she/her,120,Yu|Sang Yu
All_the_Flowers_in_Shanghai,2020,an old man,he/him/his,109,
All_the_Flowers_in_Shanghai,213,your sister,she/her,101,
All_the_Flowers_in_Shanghai,69,Father,he/him/his,95,Father|Big Father Sang
All_the_Flowers_in_Shanghai,39,Xiao Feng,he/him/his,88,Xiao Feng|Feng
All_the_Flowers_in_Shanghai,43,Feng,she/her,83,Feng|Feng Feng|Sang Feng Feng|Sang Feng
All_the_Flowers_in_Shanghai,61,First Wife,she/her,83,First Wife
All_the_Flowers_in_Shanghai,159,people,they/them/their,82,
All_the_Flowers_in_Shanghai,201,everyone,he/him/his,79,
All_the_Flowers_in_Shanghai,1071,my son,he/him/his,73,
All_the_Flowers_in_Shanghai,4420,mistress,she/her,73,
All_the_Flowers_in_Shanghai,434,the family,they/them/their,67,
All_the_Flowers_in_Shanghai,711,the baby,he/him/his,61,
All_the_Flowers_in_Shanghai,344,the young man,he/him/his,60,
All_the_Flowers_in_Shanghai,1276,First Wife,she/her,58,
All_the_Flowers_in_Shanghai,166,the maids,they/them/their,56,
All_the_Flowers_in_Shanghai,2095,the doctor,he/him/his,54,
All_the_Flowers_in_Shanghai,230,a boy,he/him/his,51,
All_the_Flowers_in_Shanghai,553,your father,he/him/his,51,
All_the_Flowers_in_Shanghai,376,my father,he/him/his,48,
All_the_Flowers_in_Shanghai,1668,the old man,he/him/his,46,
All_the_Flowers_in_Shanghai,2827,another baby,she/her,46,
All_the_Flowers_in_Shanghai,1072,Character_1072,she/her,45,
All_the_Flowers_in_Shanghai,3860,Character_3860,she/her,45,
All_the_Flowers_in_Shanghai,2209,a pregnant woman to be seen outside,she/her,40,
All_the_Flowers_in_Shanghai,233,someone,they/them/their,39,
All_the_Flowers_in_Shanghai,315,my parents,they/them/their,39,
All_the_Flowers_in_Shanghai,2851,this child,she/her,39,
All_the_Flowers_in_Shanghai,4301,the Sang family,they/them/their,37,
All_the_Flowers_in_Shanghai,401,his family,they/them/their,36,
All_the_Flowers_in_Shanghai,1296,your husband,he/him/his,36,
All_the_Flowers_in_Shanghai,293,his father,he/him/his,35,
All_the_Flowers_in_Shanghai,4071,Character_4071,they/them/their,35,
All_the_Flowers_in_Shanghai,562,the boy,he/him/his,33,
All_the_Flowers_in_Shanghai,4507,your son,he/him/his,33,
All_the_Flowers_in_Shanghai,74,Ah Cheuk,he/him/his,32,Ah Cheuk|Cheuk|that ugly Ah Cheuk
All_the_Flowers_in_Shanghai,4544,our son,he/him/his,31,
All_the_Flowers_in_Shanghai,4781,the pawnbroker,he/him/his,31,
All_the_Flowers_in_Shanghai,3852,Character_3852,she/her,31,
All_the_Flowers_in_Shanghai,1597,the others,they/them/their,30,
All_the_Flowers_in_Shanghai,101,Chairman Mao,he/him/his,30,Chairman Mao
All_the_Flowers_in_Shanghai,172,a child,he/him/his,29,
All_the_Flowers_in_Shanghai,437,the servants,they/them/their,29,
All_the_Flowers_in_Shanghai,442,the other women,they/them/their,29,
All_the_Flowers_in_Shanghai,4003,Character_4003,None,29,
All_the_Flowers_in_Shanghai,720,my grandfather,he/him/his,28,
All_the_Flowers_in_Shanghai,2578,Character_2578,she/her,28,
All_the_Flowers_in_Shanghai,203,a man,he/him/his,27,
All_the_Flowers_in_Shanghai,3935,Character_3935,she/her,27,
All_the_Flowers_in_Shanghai,219,other people,they/them/their,26,
All_the_Flowers_in_Shanghai,255,the people,they/them/their,26,
All_the_Flowers_in_Shanghai,267,this family,they/them/their,26,
All_the_Flowers_in_Shanghai,114,Ah Sui,she/her,26,Ah Sui
All_the_Flowers_in_Shanghai,48,Grandmother,she/her,25,Grandmother
All_the_Flowers_in_Shanghai,301,others,they/them/their,25,
All_the_Flowers_in_Shanghai,316,her husband,he/him/his,25,
All_the_Flowers_in_Shanghai,1956,Character_1956,None,25,
All_the_Flowers_in_Shanghai,2707,The shy little girl who married into that crazy Sang family,she/her,25,
All_the_Flowers_in_Shanghai,107,Ah Sui,she/her,24,Ah Sui|Sui|Comrade Sui
All_the_Flowers_in_Shanghai,352,his son,he/him/his,23,
All_the_Flowers_in_Shanghai,1489,a Sang man,he/him/his,23,
All_the_Flowers_in_Shanghai,2109,my daughter,she/her,23,
All_the_Flowers_in_Shanghai,4087,the leader of the local cadres,he/him/his,23,
All_the_Flowers_in_Shanghai,4287,Your grandmother,she/her,22,
All_the_Flowers_in_Shanghai,1779,Your husband 's servant,he/him/his,22,
All_the_Flowers_in_Shanghai,2250,Character_2250,None,22,
All_the_Flowers_in_Shanghai,441,the First Wife,she/her,21,
All_the_Flowers_in_Shanghai,2660,Character_2660,he/him/his,21,
All_the_Flowers_in_Shanghai,122,Character_122,None,20,
All_the_Flowers_in_Shanghai,320,Some suitors,they/them/their,20,
All_the_Flowers_in_Shanghai,762,the seamstress,she/her,20,
All_the_Flowers_in_Shanghai,1037,her son,he/him/his,20,
All_the_Flowers_in_Shanghai,4171,Character_4171,None,20,
All_the_Flowers_in_Shanghai,1041,my new family,they/them/their,19,
All_the_Flowers_in_Shanghai,85,Ah Meng,he/him/his,19,Ah Meng
All_the_Flowers_in_Shanghai,181,a woman,she/her,18,
All_the_Flowers_in_Shanghai,554,your mother,she/her,18,
All_the_Flowers_in_Shanghai,905,an old woman,she/her,18,
All_the_Flowers_in_Shanghai,3764,Character_3764,she/her,18,
All_the_Flowers_in_Shanghai,3774,Character_3774,she/her,18,
All_the_Flowers_in_Shanghai,4241,Character_4241,None,18,
All_the_Flowers_in_Shanghai,121,my mother,she/her,17,
All_the_Flowers_in_Shanghai,131,Character_131,None,17,
All_the_Flowers_in_Shanghai,153,Character_153,he/him/his,17,
All_the_Flowers_in_Shanghai,208,our family,they/them/their,17,
All_the_Flowers_in_Shanghai,440,the women,they/them/their,17,
All_the_Flowers_in_Shanghai,954,his mother,she/her,17,
All_the_Flowers_in_Shanghai,1145,all of us,they/them/their,17,
All_the_Flowers_in_Shanghai,1617,the guards,they/them/their,17,
All_the_Flowers_in_Shanghai,2127,my maid,she/her,17,
All_the_Flowers_in_Shanghai,2277,"a stillborn son , which was very bloody and had to be taken away immediately",she/her,17,
All_the_Flowers_in_Shanghai,3308,Character_3308,None,17,
All_the_Flowers_in_Shanghai,3734,Character_3734,None,17,
All_the_Flowers_in_Shanghai,4147,Character_4147,None,17,
All_the_Flowers_in_Shanghai,407,a daughter,she/her,16,
All_the_Flowers_in_Shanghai,691,his friends,they/them/their,16,
All_the_Flowers_in_Shanghai,778,Character_778,she/her,16,
All_the_Flowers_in_Shanghai,1722,an heir,he/him/his,16,
All_the_Flowers_in_Shanghai,3324,Character_3324,she/her,16,
All_the_Flowers_in_Shanghai,3456,Character_3456,she/her,16,
All_the_Flowers_in_Shanghai,589,a cook,he/him/his,15,
All_the_Flowers_in_Shanghai,684,Character_684,None,15,
All_the_Flowers_in_Shanghai,1029,A teacher,she/her,15,
All_the_Flowers_in_Shanghai,1356,Second Wife,she/her,15,
All_the_Flowers_in_Shanghai,1406,Character_1406,she/her,15,
All_the_Flowers_in_Shanghai,2033,all those young gong fu students,they/them/their,15,
All_the_Flowers_in_Shanghai,2074,Character_2074,he/him/his,15,
All_the_Flowers_in_Shanghai,2801,my dear,he/him/his,15,
All_the_Flowers_in_Shanghai,3284,This girl,she/her,15,
All_the_Flowers_in_Shanghai,337,this same man,he/him/his,14,
All_the_Flowers_in_Shanghai,540,My family,they/them/their,14,
All_the_Flowers_in_Shanghai,632,your family,None,14,
All_the_Flowers_in_Shanghai,54,Daochu,he/him/his,14,Daochu|DAOCHU
All_the_Flowers_in_Shanghai,991,one,he/him/his,14,
All_the_Flowers_in_Shanghai,2238,Character_2238,None,14,
All_the_Flowers_in_Shanghai,2343,Character_2343,they/them/their,14,
All_the_Flowers_in_Shanghai,88,Master Ding,he/him/his,14,Master Ding
All_the_Flowers_in_Shanghai,3983,Character_3983,None,14,
All_the_Flowers_in_Shanghai,4195,A man behind me,he/him/his,14,
All_the_Flowers_in_Shanghai,217,anyone,they/them/their,13,
All_the_Flowers_in_Shanghai,272,the maid,she/her,13,
All_the_Flowers_in_Shanghai,461,each other,None,13,
All_the_Flowers_in_Shanghai,4310,women,they/them/their,13,
All_the_Flowers_in_Shanghai,685,the doctors,they/them/their,13,
All_the_Flowers_in_Shanghai,1077,a peasant in Sister,he/him/his,13,
All_the_Flowers_in_Shanghai,1319,Character_1319,he/him/his,13,
All_the_Flowers_in_Shanghai,1428,children,they/them/their,13,
All_the_Flowers_in_Shanghai,2188,Character_2188,None,13,
All_the_Flowers_in_Shanghai,2711,Character_2711,None,13,
All_the_Flowers_in_Shanghai,2980,Character_2980,she/her,13,
All_the_Flowers_in_Shanghai,3268,this old friend,he/him/his,13,
All_the_Flowers_in_Shanghai,4236,Character_4236,she/her,13,
All_the_Flowers_in_Shanghai,135,no one,None,12,
All_the_Flowers_in_Shanghai,303,his parents,they/them/their,12,
All_the_Flowers_in_Shanghai,425,your parents,they/them/their,12,
All_the_Flowers_in_Shanghai,497,Character_497,None,12,
All_the_Flowers_in_Shanghai,4325,the men,they/them/their,12,
All_the_Flowers_in_Shanghai,630,the bride,she/her,12,
All_the_Flowers_in_Shanghai,1140,his wife,she/her,12,
All_the_Flowers_in_Shanghai,4415,the girl,she/her,12,
All_the_Flowers_in_Shanghai,1540,his daughter,she/her,12,
All_the_Flowers_in_Shanghai,1723,the child,he/him/his,12,
All_the_Flowers_in_Shanghai,3260,Character_3260,None,12,
All_the_Flowers_in_Shanghai,3596,The man who had beckoned to me went around to the other side of this,he/him/his,12,
All_the_Flowers_in_Shanghai,160,men,they/them/their,11,
All_the_Flowers_in_Shanghai,372,a father,he/him/his,11,
All_the_Flowers_in_Shanghai,506,Character_506,she/her,11,
All_the_Flowers_in_Shanghai,53,Paeonia lactiflora,they/them/their,11,Paeonia lactiflora
All_the_Flowers_in_Shanghai,799,Character_799,None,11,
All_the_Flowers_in_Shanghai,1238,the guests,they/them/their,11,
All_the_Flowers_in_Shanghai,1417,Character_1417,None,11,
All_the_Flowers_in_Shanghai,1432,Character_1432,he/him/his,11,
All_the_Flowers_in_Shanghai,1580,the woman,she/her,11,
All_the_Flowers_in_Shanghai,1590,Character_1590,he/him/his,11,
All_the_Flowers_in_Shanghai,2008,Xiong Fa 's mother,she/her,11,
All_the_Flowers_in_Shanghai,2371,master,he/him/his,11,
All_the_Flowers_in_Shanghai,3302,Character_3302,None,11,
All_the_Flowers_in_Shanghai,3606,Character_3606,None,11,
All_the_Flowers_in_Shanghai,3655,Character_3655,None,11,
All_the_Flowers_in_Shanghai,3855,Character_3855,None,11,
All_the_Flowers_in_Shanghai,4092,a new leader,he/him/his,11,
All_the_Flowers_in_Shanghai,687,Character_687,he/him/his,10,
All_the_Flowers_in_Shanghai,877,Character_877,he/him/his,10,
All_the_Flowers_in_Shanghai,962,Character_962,he/him/his,10,
All_the_Flowers_in_Shanghai,64,Second Wife,they/them/their,10,Second Wife
All_the_Flowers_in_Shanghai,1533,Character_1533,they/them/their,10,
All_the_Flowers_in_Shanghai,1985,Character_1985,they/them/their,10,
All_the_Flowers_in_Shanghai,2038,Character_2038,she/her,10,
All_the_Flowers_in_Shanghai,2075,Character_2075,None,10,
All_the_Flowers_in_Shanghai,2126,Character_2126,None,10,
All_the_Flowers_in_Shanghai,2180,Character_2180,None,10,
All_the_Flowers_in_Shanghai,2390,Character_2390,they/them/their,10,
All_the_Flowers_in_Shanghai,2460,Character_2460,None,10,
All_the_Flowers_in_Shanghai,2564,the crowd,they/them/their,10,
All_the_Flowers_in_Shanghai,2758,Character_2758,she/her,10,
All_the_Flowers_in_Shanghai,2894,Character_2894,None,10,
All_the_Flowers_in_Shanghai,3306,Character_3306,she/her,10,
All_the_Flowers_in_Shanghai,3555,someone who would bring it new life,she/her,10,
All_the_Flowers_in_Shanghai,3904,the new comrade in your team,he/him/his,10,
All_the_Flowers_in_Shanghai,119,Madame Zhang,she/her,10,Madame Zhang|Dear Madame Zhang
All_the_Flowers_in_Shanghai,665,Character_665,None,9,
All_the_Flowers_in_Shanghai,673,Character_673,they/them/their,9,
All_the_Flowers_in_Shanghai,4358,a fool,he/him/his,9,
All_the_Flowers_in_Shanghai,829,a maid,None,9,
All_the_Flowers_in_Shanghai,859,Character_859,None,9,
All_the_Flowers_in_Shanghai,1013,this man,he/him/his,9,
All_the_Flowers_in_Shanghai,1116,Character_1116,None,9,
All_the_Flowers_in_Shanghai,1173,Character_1173,None,9,
All_the_Flowers_in_Shanghai,1768,any of them,they/them/their,9,
All_the_Flowers_in_Shanghai,1784,an old man who some said had once served the original father of the Sang family,he/him/his,9,
All_the_Flowers_in_Shanghai,1818,Character_1818,None,9,
All_the_Flowers_in_Shanghai,1858,Character_1858,he/him/his,9,
All_the_Flowers_in_Shanghai,2107,a girl,she/her,9,
All_the_Flowers_in_Shanghai,2279,Character_2279,None,9,
All_the_Flowers_in_Shanghai,2384,Character_2384,they/them/their,9,
All_the_Flowers_in_Shanghai,2443,Character_2443,None,9,
All_the_Flowers_in_Shanghai,3305,Character_3305,None,9,
All_the_Flowers_in_Shanghai,3396,people all over the country,None,9,
All_the_Flowers_in_Shanghai,3581,The Communists,they/them/their,9,
All_the_Flowers_in_Shanghai,3634,Character_3634,None,9,
All_the_Flowers_in_Shanghai,3710,some older people,they/them/their,9,
All_the_Flowers_in_Shanghai,3930,Character_3930,None,9,
All_the_Flowers_in_Shanghai,4124,the new leader,he/him/his,9,
All_the_Flowers_in_Shanghai,4234,Character_4234,None,9,
All_the_Flowers_in_Shanghai,183,a peasant,they/them/their,8,
All_the_Flowers_in_Shanghai,258,Character_258,None,8,
All_the_Flowers_in_Shanghai,308,a servant,None,8,
All_the_Flowers_in_Shanghai,353,Character_353,they/them/their,8,
All_the_Flowers_in_Shanghai,405,another child,None,8,
All_the_Flowers_in_Shanghai,424,Character_424,he/him/his,8,
All_the_Flowers_in_Shanghai,447,the cook,he/him/his,8,
All_the_Flowers_in_Shanghai,548,Character_548,he/him/his,8,
All_the_Flowers_in_Shanghai,631,Character_631,None,8,
All_the_Flowers_in_Shanghai,652,Character_652,None,8,
All_the_Flowers_in_Shanghai,1124,Character_1124,None,8,
All_the_Flowers_in_Shanghai,1233,the servant,they/them/their,8,
All_the_Flowers_in_Shanghai,1376,your great - great - grandfather,he/him/his,8,
All_the_Flowers_in_Shanghai,1431,Character_1431,she/her,8,
All_the_Flowers_in_Shanghai,1434,the son of his parents,she/her,8,
All_the_Flowers_in_Shanghai,1494,Character_1494,None,8,
All_the_Flowers_in_Shanghai,68,Aiii,he/him/his,8,Aiii
All_the_Flowers_in_Shanghai,1720,a son,None,8,
All_the_Flowers_in_Shanghai,1796,the old servant,he/him/his,8,
All_the_Flowers_in_Shanghai,1823,Character_1823,None,8,
All_the_Flowers_in_Shanghai,1969,This woman,she/her,8,
All_the_Flowers_in_Shanghai,2282,Character_2282,she/her,8,
All_the_Flowers_in_Shanghai,2283,Character_2283,None,8,
All_the_Flowers_in_Shanghai,2303,doctors,None,8,
All_the_Flowers_in_Shanghai,2418,Character_2418,None,8,
All_the_Flowers_in_Shanghai,2588,Character_2588,None,8,
All_the_Flowers_in_Shanghai,2814,Character_2814,None,8,
All_the_Flowers_in_Shanghai,2842,The Western - trained doctor I found,None,8,
All_the_Flowers_in_Shanghai,2913,the foreigners,they/them/their,8,
All_the_Flowers_in_Shanghai,2936,Character_2936,None,8,
All_the_Flowers_in_Shanghai,2947,Character_2947,None,8,
All_the_Flowers_in_Shanghai,3042,Character_3042,they/them/their,8,
All_the_Flowers_in_Shanghai,3059,A proper wife,she/her,8,
All_the_Flowers_in_Shanghai,3276,the new servant girl who had been assigned to Lu Meng,she/her,8,
All_the_Flowers_in_Shanghai,3279,your servant,None,8,
All_the_Flowers_in_Shanghai,3602,Character_3602,None,8,
All_the_Flowers_in_Shanghai,3643,the Party,None,8,
All_the_Flowers_in_Shanghai,3667,the students,they/them/their,8,
All_the_Flowers_in_Shanghai,4068,Character_4068,None,8,
All_the_Flowers_in_Shanghai,4125,People in the crowd,they/them/their,8,
All_the_Flowers_in_Shanghai,125,a young girl,None,7,
All_the_Flowers_in_Shanghai,147,Character_147,None,7,
All_the_Flowers_in_Shanghai,174,a young woman,she/her,7,
All_the_Flowers_in_Shanghai,195,peasants,they/them/their,7,
All_the_Flowers_in_Shanghai,207,Character_207,None,7,
All_the_Flowers_in_Shanghai,49,Alas,she/her,7,Alas
All_the_Flowers_in_Shanghai,532,the emperors of ancient times,they/them/their,7,
All_the_Flowers_in_Shanghai,560,a young boy fishing by the river,he/him/his,7,
All_the_Flowers_in_Shanghai,606,Character_606,None,7,
All_the_Flowers_in_Shanghai,627,Character_627,he/him/his,7,
All_the_Flowers_in_Shanghai,716,this baby,she/her,7,
All_the_Flowers_in_Shanghai,805,Character_805,she/her,7,
All_the_Flowers_in_Shanghai,842,the father,he/him/his,7,
All_the_Flowers_in_Shanghai,858,a mother,she/her,7,
All_the_Flowers_in_Shanghai,874,your elder sister,she/her,7,
All_the_Flowers_in_Shanghai,891,a baby,None,7,
All_the_Flowers_in_Shanghai,1005,their son,he/him/his,7,
All_the_Flowers_in_Shanghai,1144,Character_1144,None,7,
All_the_Flowers_in_Shanghai,1212,a little boy,he/him/his,7,
All_the_Flowers_in_Shanghai,1225,two much older women entered the room,they/them/their,7,
All_the_Flowers_in_Shanghai,1262,Character_1262,None,7,
All_the_Flowers_in_Shanghai,1463,anyone else,None,7,
All_the_Flowers_in_Shanghai,67,Cook,he/him/his,7,Cook
All_the_Flowers_in_Shanghai,1553,Character_1553,he/him/his,7,
All_the_Flowers_in_Shanghai,1638,the children,they/them/their,7,
All_the_Flowers_in_Shanghai,72,Jin Hua ham,she/her,7,Jin Hua ham|Jin Hua
All_the_Flowers_in_Shanghai,1863,Character_1863,None,7,
All_the_Flowers_in_Shanghai,1965,a beautiful woman,None,7,
All_the_Flowers_in_Shanghai,1979,couples,they/them/their,7,
All_the_Flowers_in_Shanghai,78,the Sangs,they/them/their,7,the Sangs
All_the_Flowers_in_Shanghai,2325,Character_2325,she/her,7,
All_the_Flowers_in_Shanghai,2401,Character_2401,None,7,
All_the_Flowers_in_Shanghai,2641,Character_2641,None,7,
All_the_Flowers_in_Shanghai,2651,Character_2651,they/them/their,7,
All_the_Flowers_in_Shanghai,2846,Character_2846,he/him/his,7,
All_the_Flowers_in_Shanghai,91,Dr. Pang,he/him/his,7,Dr. Pang|Pang
All_the_Flowers_in_Shanghai,3061,the little boy,he/him/his,7,
All_the_Flowers_in_Shanghai,3227,a fine young boy,None,7,
All_the_Flowers_in_Shanghai,3293,Character_3293,None,7,
All_the_Flowers_in_Shanghai,3495,Character_3495,None,7,
All_the_Flowers_in_Shanghai,3528,One old man,he/him/his,7,
All_the_Flowers_in_Shanghai,3635,Character_3635,they/them/their,7,
All_the_Flowers_in_Shanghai,3639,Character_3639,he/him/his,7,
All_the_Flowers_in_Shanghai,3844,each seamstress,she/her,7,
All_the_Flowers_in_Shanghai,3889,Character_3889,they/them/their,7,
All_the_Flowers_in_Shanghai,211,those who have been unlucky come here to sell what little things they can and to beg for money and food,they/them/their,6,
All_the_Flowers_in_Shanghai,212,Character_212,None,6,
All_the_Flowers_in_Shanghai,239,Character_239,she/her,6,
All_the_Flowers_in_Shanghai,383,young couples,they/them/their,6,
All_the_Flowers_in_Shanghai,414,Character_414,None,6,
All_the_Flowers_in_Shanghai,4299,the fortune - teller,she/her,6,
All_the_Flowers_in_Shanghai,433,The younger members of the family,they/them/their,6,
All_the_Flowers_in_Shanghai,460,the parents,they/them/their,6,
All_the_Flowers_in_Shanghai,494,Character_494,None,6,
All_the_Flowers_in_Shanghai,500,Character_500,None,6,
All_the_Flowers_in_Shanghai,624,Character_624,None,6,
All_the_Flowers_in_Shanghai,649,Character_649,None,6,
All_the_Flowers_in_Shanghai,683,Character_683,None,6,
All_the_Flowers_in_Shanghai,809,Character_809,None,6,
All_the_Flowers_in_Shanghai,903,Character_903,None,6,
All_the_Flowers_in_Shanghai,926,the Sister who had never loved me,she/her,6,
All_the_Flowers_in_Shanghai,964,mother,she/her,6,
All_the_Flowers_in_Shanghai,1230,The ugliest woman,she/her,6,
All_the_Flowers_in_Shanghai,1339,the man,he/him/his,6,
All_the_Flowers_in_Shanghai,1454,many people who feel that the world is inherently good,they/them/their,6,
All_the_Flowers_in_Shanghai,65,Cheung Liu,he/him/his,6,Cheung Liu|Liu
All_the_Flowers_in_Shanghai,1560,her child,None,6,
All_the_Flowers_in_Shanghai,1851,Character_1851,she/her,6,
All_the_Flowers_in_Shanghai,1978,another woman who had not been asked to dance,she/her,6,
All_the_Flowers_in_Shanghai,1987,Character_1987,None,6,
All_the_Flowers_in_Shanghai,2032,Character_2032,she/her,6,
All_the_Flowers_in_Shanghai,2063,Father - in - law,he/him/his,6,
All_the_Flowers_in_Shanghai,2103,Character_2103,they/them/their,6,
All_the_Flowers_in_Shanghai,2153,Character_2153,None,6,
All_the_Flowers_in_Shanghai,2160,the maid in her returned,she/her,6,
All_the_Flowers_in_Shanghai,2273,A couple who 'll need a child to take care of them in old age,they/them/their,6,
All_the_Flowers_in_Shanghai,2314,Character_2314,None,6,
All_the_Flowers_in_Shanghai,81,the Empress Dowager,she/her,6,the Empress Dowager
All_the_Flowers_in_Shanghai,87,Lao Tung,he/him/his,6,Lao Tung
All_the_Flowers_in_Shanghai,2725,Character_2725,None,6,
All_the_Flowers_in_Shanghai,2751,"No hairy , clumsy foreigners",they/them/their,6,
All_the_Flowers_in_Shanghai,2826,Character_2826,None,6,
All_the_Flowers_in_Shanghai,2837,Character_2837,None,6,
All_the_Flowers_in_Shanghai,2953,Character_2953,None,6,
All_the_Flowers_in_Shanghai,2966,Character_2966,None,6,
All_the_Flowers_in_Shanghai,2973,Character_2973,None,6,
All_the_Flowers_in_Shanghai,3009,Character_3009,None,6,
All_the_Flowers_in_Shanghai,3126,The other children in the family,they/them/their,6,
All_the_Flowers_in_Shanghai,3152,Xiong Fa 's family,they/them/their,6,
All_the_Flowers_in_Shanghai,3225,friends,they/them/their,6,
All_the_Flowers_in_Shanghai,3229,Character_3229,None,6,
All_the_Flowers_in_Shanghai,3337,Character_3337,they/them/their,6,
All_the_Flowers_in_Shanghai,3406,this old man standing in front of me,he/him/his,6,
All_the_Flowers_in_Shanghai,3463,Character_3463,None,6,
All_the_Flowers_in_Shanghai,3822,Character_3822,she/her,6,
All_the_Flowers_in_Shanghai,3859,Character_3859,None,6,
All_the_Flowers_in_Shanghai,3871,Character_3871,None,6,
All_the_Flowers_in_Shanghai,109,Comrade Zhang,he/him/his,6,Comrade Zhang
All_the_Flowers_in_Shanghai,111,Qin Feng,he/him/his,6,Qin Feng
All_the_Flowers_in_Shanghai,3970,Character_3970,None,6,
All_the_Flowers_in_Shanghai,4130,Character_4130,None,6,
All_the_Flowers_in_Shanghai,185,Character_185,None,5,
All_the_Flowers_in_Shanghai,4269,these people,they/them/their,5,
All_the_Flowers_in_Shanghai,329,Character_329,None,5,
All_the_Flowers_in_Shanghai,335,The suitor,he/him/his,5,
All_the_Flowers_in_Shanghai,368,everyone else,None,5,
All_the_Flowers_in_Shanghai,396,her parents,they/them/their,5,
All_the_Flowers_in_Shanghai,422,Character_422,None,5,
All_the_Flowers_in_Shanghai,444,Character_444,None,5,
All_the_Flowers_in_Shanghai,524,her new family,they/them/their,5,
All_the_Flowers_in_Shanghai,542,our children,they/them/their,5,
All_the_Flowers_in_Shanghai,543,another wife,she/her,5,
All_the_Flowers_in_Shanghai,635,the bride 's family,they/them/their,5,
All_the_Flowers_in_Shanghai,697,a particularly hard or domineering woman,she/her,5,
All_the_Flowers_in_Shanghai,710,a family,they/them/their,5,
All_the_Flowers_in_Shanghai,721,the people who spoke it have all gone,they/them/their,5,
All_the_Flowers_in_Shanghai,746,Character_746,they/them/their,5,
All_the_Flowers_in_Shanghai,747,"a local man who visited every day bringing Sister many traditional medicines made from fresh herbs and dried animal parts , which needed to be brewed into medicinal teas",he/him/his,5,
All_the_Flowers_in_Shanghai,791,Character_791,None,5,
All_the_Flowers_in_Shanghai,839,Character_839,they/them/their,5,
All_the_Flowers_in_Shanghai,861,Character_861,she/her,5,
All_the_Flowers_in_Shanghai,1024,Character_1024,None,5,
All_the_Flowers_in_Shanghai,57,Auntie,he/him/his,5,Auntie|Third Auntie
All_the_Flowers_in_Shanghai,1100,Sister 's sophisticated suitors,they/them/their,5,
All_the_Flowers_in_Shanghai,1229,One of them,he/him/his,5,
All_the_Flowers_in_Shanghai,1308,Character_1308,None,5,
All_the_Flowers_in_Shanghai,1672,their children,they/them/their,5,
All_the_Flowers_in_Shanghai,1695,the others living nearby,they/them/their,5,
All_the_Flowers_in_Shanghai,1725,Character_1725,None,5,
All_the_Flowers_in_Shanghai,1828,Character_1828,she/her,5,
All_the_Flowers_in_Shanghai,1846,Character_1846,None,5,
All_the_Flowers_in_Shanghai,1870,Character_1870,None,5,
All_the_Flowers_in_Shanghai,2076,your maid,None,5,
All_the_Flowers_in_Shanghai,2089,a doctor,he/him/his,5,
All_the_Flowers_in_Shanghai,2252,your children,they/them/their,5,
All_the_Flowers_in_Shanghai,2300,Character_2300,None,5,
All_the_Flowers_in_Shanghai,2318,a second wife,None,5,
All_the_Flowers_in_Shanghai,2420,Character_2420,None,5,
All_the_Flowers_in_Shanghai,2442,a little man,he/him/his,5,
All_the_Flowers_in_Shanghai,2466,Character_2466,None,5,
All_the_Flowers_in_Shanghai,2560,Character_2560,None,5,
All_the_Flowers_in_Shanghai,2642,a smart mistress,he/him/his,5,
All_the_Flowers_in_Shanghai,2733,My own sister,she/her,5,
All_the_Flowers_in_Shanghai,2739,the mothers who make the decision,None,5,
All_the_Flowers_in_Shanghai,2742,Character_2742,None,5,
All_the_Flowers_in_Shanghai,2762,The other women around us,they/them/their,5,
All_the_Flowers_in_Shanghai,2860,Character_2860,he/him/his,5,
All_the_Flowers_in_Shanghai,2883,Character_2883,None,5,
All_the_Flowers_in_Shanghai,3052,Master,None,5,Master
All_the_Flowers_in_Shanghai,3073,Character_3073,None,5,
All_the_Flowers_in_Shanghai,3103,Character_3103,None,5,
All_the_Flowers_in_Shanghai,3105,Character_3105,they/them/their,5,
All_the_Flowers_in_Shanghai,3155,Character_3155,None,5,
All_the_Flowers_in_Shanghai,3198,Some of these boys,they/them/their,5,
All_the_Flowers_in_Shanghai,3214,Character_3214,None,5,
All_the_Flowers_in_Shanghai,4737,the young girl,she/her,5,
