char_key,author,book,m_idx,persona,char_id,best_name,gender,count,other_names
A_Case_of_Two_Cities_0,Qiu_Xiaolong,A_Case_of_Two_Cities,26,4,0,Character_0,he/him/his,1751,
A_Case_of_Two_Cities_1062,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,1062,others,None,19,
A_Case_of_Two_Cities_1108,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,1108,"the son who , though far from being a Confucianist",he/him/his,35,
A_Case_of_Two_Cities_1198,Qiu_Xiaolong,A_Case_of_Two_Cities,26,7,1198,Character_1198,None,24,
These_Violent_Delights_82,Chloe_Gong,These_Violent_Delights,6,0,82,Juliette,she/her,5572,Juliette|Juliette Cai|Juliette ﬁnally|Miss Juliette|Cai|Juliette Ainched|the Juliette|Thirteen Juliette|parent Juliette
A_Case_of_Two_Cities_1698,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,1698,The company owner,he/him/his,56,
A_Case_of_Two_Cities_179,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,179,Chen,he/him/his,2860,Chen|Chief Inspector Chen|Mr. Chen|Master Chen|Comrade Chief Inspector Chen|Chen Cao|Chief|Comrade Chen Cao|Presently Chen|Cao|Chief Inspector Chen Cao 04|INSPECTOR CHEN CAO|Comrade Chief Inspector Chen Cao|Chief Inspector Chen Cao|INSPECTOR CHEN|CHIEF INSPECTOR CHEN|Comrade Chen|Mr. Chen Cao
A_Case_of_Two_Cities_181,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,181,Lou,he/him/his,99,Lou|Sergeant Lou|Sergeant Lou Xiangdong
A_Case_of_Two_Cities_183,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,183,Pang,they/them/their,12,Pang
A_Case_of_Two_Cities_186,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,186,Hua,he/him/his,62,Hua|Detective Hua|Detective Hua Ting|Inspector Hua|Hua Ting
A_Case_of_Two_Cities_191,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,191,Xing,he/him/his,587,Xing|Ming|Now Ming|xing|Xing Ming|the Xing
A_Case_of_Two_Cities_198,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,198,Bao,he/him/his,292,Bao|Judge Bao|Comrade Bao|Master Bao|Mr. Bao
A_Case_of_Two_Cities_200,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,200,Old Hunter,he/him/his,84,Old Hunter
A_Case_of_Two_Cities_203,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,203,Lei,he/him/his,73,Lei|Lei Zhenren
A_Case_of_Two_Cities_211,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,211,Comrade Zhao,he/him/his,183,Comrade Zhao|Zhao|Zhao Yan|Comrade Secretary Zhao Yan|Comrade Zhao Yan|Perhaps Comrade Zhao
A_Case_of_Two_Cities_2158,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,2158,the delegation,they/them/their,70,
A_Case_of_Two_Cities_216,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,216,Yu,he/him/his,438,Yu|Detective Yu|Comrade Detective Yu Guangming|Guangming|Yu Guangming|DETECTIVE YU
A_Case_of_Two_Cities_2166,Qiu_Xiaolong,A_Case_of_Two_Cities,26,7,2166,Character_2166,None,17,
A_Case_of_Two_Cities_217,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,217,Party Secretary Li,he/him/his,14,Party Secretary Li|Li
The_Map_of_Lost_Memories_221,Kim_Fay,The_Map_of_Lost_Memories,20,0,221,Simone,she/her,2978,Simone|Simone Merlin|Simone Ainch|Simone Aicked ash
A_Case_of_Two_Cities_221,Qiu_Xiaolong,A_Case_of_Two_Cities,26,7,221,the Americans,they/them/their,24,the Americans|The Americans
A_Case_of_Two_Cities_228,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,228,Dong,he/him/his,114,Dong|Director Dong|Dong Depeing
The_Song_of_the_Jade_Lily_230,Kirsty_Manning,The_Song_of_the_Jade_Lily,21,0,230,Romy,she/her,2912,Romy|Romy Bernfeld|Miss Bernfeld|Miss Romy|Miss Romy Bernfeld|dear Romy|ﬁrst Romy|Same old Romy|Romy P.S.|Dearest Romy|Missee|Dear Romy|Missee Romy|Both Romy
A_Case_of_Two_Cities_234,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,234,Gu,he/him/his,105,Gu|Mr. Gu
A_Case_of_Two_Cities_236,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,236,Han,he/him/his,25,Han|General Han
A_Case_of_Two_Cities_237,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,237,Qiao,he/him/his,58,Qiao|Qiao Bo
A_Case_of_Two_Cities_243,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,243,An Jiayi,she/her,26,An Jiayi
A_Case_of_Two_Cities_244,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,244,An,she/her,270,An|So An|Miss An
A_Case_of_Two_Cities_2524,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,2524,that American woman officer,she/her,20,
A_Case_of_Two_Cities_253,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,253,Wong,he/him/his,43,Wong|Wong Ronghua
A_Case_of_Two_Cities_2623,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,2623,the Chinese writers,they/them/their,16,
A_Case_of_Two_Cities_265,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,265,Kuang,he/him/his,44,Kuang|Sergeant Kuang
A_Case_of_Two_Cities_270,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,270,Lai,he/him/his,16,Lai|Comrade Lai
A_Case_of_Two_Cities_271,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,271,Jiang,he/him/his,178,Jiang|Director Jiang
A_Case_of_Two_Cities_278,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,278,Bao,he/him/his,12,Bao|Bao Guodong
A_Case_of_Two_Cities_283,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,283,Zhong,he/him/his,70,Zhong|Zhong Taifei
Half_a_Lifelong_Romance_171,Eileen_Chang,Half_a_Lifelong_Romance,10,0,171,Manzhen,she/her,2374,Manzhen|Shuhui|Gu Manzhen|Hsu Shuhui|Manzhen - Shuhui|Manzhen nimbly
A_Case_of_Two_Cities_285,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,285,Peng,he/him/his,40,Peng|Peng Quan
A_Case_of_Two_Cities_296,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,296,Little Huang,he/him/his,119,Little Huang|Huang
A_Case_of_Two_Cities_298,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,298,the Chinese,they/them/their,16,the Chinese|Overseas Chinese Lu|The Chinese
A_Case_of_Two_Cities_312,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,312,Dai,he/him/his,41,Dai|Mr. Dai
A_Case_of_Two_Cities_319,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,319,Mimi,she/her,18,Mimi
A_Case_of_Two_Cities_320,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,320,Tian,he/him/his,136,Tian|Tian Baoguo|Old Tian
A_Case_of_Two_Cities_327,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,327,Hong,he/him/his,74,Hong|Hong Guangxuan
A_Case_of_Two_Cities_332,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,332,Master Illusionless,he/him/his,17,Master Illusionless|Illusionless
A_Case_of_Two_Cities_351,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,351,Chrysanthemum,he/him/his,11,Chrysanthemum
A_Case_of_Two_Cities_3569,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,3569,an old couple,they/them/their,27,
The_Binding_Chair_190,Kathryn_Harrison,The_Binding_Chair,18,0,190,May,she/her,2361,May|Aunt May|Madame May|MAY|May - li Cohen|May Cohen|Cohen|August May
A_Case_of_Two_Cities_374,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,374,Neither,he/him/his,25,Neither
A_Case_of_Two_Cities_388,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,388,Yu,he/him/his,42,Yu|Officer Yu
A_Case_of_Two_Cities_390,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,390,Weici,he/him/his,31,Weici|General Manager Weici
A_Case_of_Two_Cities_391,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,391,Advisor Gu,he/him/his,32,Advisor Gu|Gu
The_Far_Side_of_the_Sky_Adler_Family_1_336,Daniel_Kalla,The_Far_Side_of_the_Sky_Adler_Family_1,7,0,336,Sunny,she/her,2281,Sunny|Shanghai|SHANGHAI Sunny|SHANGHAI|Everywhere Sunny
A_Case_of_Two_Cities_4155,Qiu_Xiaolong,A_Case_of_Two_Cities,26,7,4155,Character_4155,None,16,
Five_Star_Billionaire_258,Tash_Aw,Five_Star_Billionaire,29,0,258,Phoebe,she/her,1920,Phoebe|Phoebe Chen Aiping|PHOEBE|Phoebe Chen|Poor Phoebe
A_Case_of_Two_Cities_426,Qiu_Xiaolong,A_Case_of_Two_Cities,26,7,426,people,they/them/their,123,
A_Case_of_Two_Cities_467,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,467,the man,he/him/his,54,
The_Binding_Chair_197,Kathryn_Harrison,The_Binding_Chair,18,0,197,Alice,she/her,1888,"Alice|Evlanof|Olga|ALICE|Alice Benjamin|Dolly Benjamin|ALICE BENJAMIN|OLGA|Alice Olga|Michael Evlanof - Alice Benjamin|Rescuing Alice|Alice , who had come to see what progress had been made in her absence|PROMENADE ALICE"
A_Case_of_Two_Cities_4687,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,4687,Character_4687,he/him/his,15,
The_Risk_Agent_338,Ridley_Pearson,The_Risk_Agent,27,0,338,Grace,she/her,1740,Grace|Grace Chu|Lady Grace|Xintiandi|P.M. XINTIANDI A defeated Grace
A_Case_of_Two_Cities_5201,Qiu_Xiaolong,A_Case_of_Two_Cities,26,0,5201,Character_5201,he/him/his,42,
The_Library_of_Legends_185,Janie_Chang,The_Library_of_Legends,12,0,185,Lian,she/her,1434,"Lian|LIAN|Hu Lian|Hu|timid little Hu Lian|Lian , who met his gaze briefly then looked down at her food|this Hu Lian"
A_Case_of_Two_Cities_5376,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,5376,No one,None,64,
A_Case_of_Two_Cities_5393,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,5393,the old man,he/him/his,32,
The_Master_of_Rain_220,Tom_Bradby,The_Master_of_Rain,30,0,220,Natasha,she/her,1286,Natasha|Natasha Medvedev|Medvedev|Natasha Olga Medvedev|old Natasha|Olga|Natasha Olga
A_Case_of_Two_Cities_5445,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,5445,an old man,he/him/his,15,
A_Case_of_Two_Cities_5456,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,5456,the chief inspector,he/him/his,42,
A_Case_of_Two_Cities_5580,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,5580,sir,he/him/his,45,
A_Case_of_Two_Cities_5591,Qiu_Xiaolong,A_Case_of_Two_Cities,26,5,5591,a general,he/him/his,15,
A_Case_of_Two_Cities_652,Qiu_Xiaolong,A_Case_of_Two_Cities,26,1,652,everybody,he/him/his,15,
What_We_Were_Promised_143,Lucy_Tan,What_We_Were_Promised,23,0,143,Sunny,she/her,1257,Sunny|Miss Sunny
A_Case_of_Two_Cities_858,Qiu_Xiaolong,A_Case_of_Two_Cities,26,3,858,someone,they/them/their,16,
A_Case_of_Two_Cities_904,Qiu_Xiaolong,A_Case_of_Two_Cities,26,6,904,his mother,she/her,108,
A_Case_of_Two_Cities_979,Qiu_Xiaolong,A_Case_of_Two_Cities,26,1,979,a woman,she/her,28,
A_Case_of_Two_Cities_981,Qiu_Xiaolong,A_Case_of_Two_Cities,26,1,981,a man,he/him/his,33,
A_Loyal_Character_Dancer_0,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,4,0,Character_0,he/him/his,2436,
A_Loyal_Character_Dancer_1082,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,1082,the driver,he/him/his,15,
Five_Star_Billionaire_305,Tash_Aw,Five_Star_Billionaire,29,0,305,Yinghui,she/her,1106,Yinghui|Boss Leong|YINGHUI|Leong Yinghui|LEONG YINGHUI|the Yinghui|delicate Yinghui|Boss Leong Yinghui|ﬁnd Yinghui|BOTH YINGHUI
My_Favourite_Wife_264,Tony_Parsons,My_Favourite_Wife,31,0,264,Becca,she/her,1101,Becca|Becca Holden|Becca who made him believe that he had a chance to belong to another family|Becca Ainch|Ainch
A_Loyal_Character_Dancer_1310,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,1310,the owner,he/him/his,25,
Peach_Blossom_Pavillion_147,Mingmei_Yip,Peach_Blossom_Pavillion,24,0,147,Pearl,she/her,1043,Pearl|Sister Pearl|Little Pearl|WhereIs Sister Pearl|sister Pearl|Dear Sister Pearl
A_Loyal_Character_Dancer_1421,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,2,1421,Some people,they/them/their,17,
A_Loyal_Character_Dancer_1465,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,1465,the old man,he/him/his,44,
The_Song_of_the_Jade_Lily_262,Kirsty_Manning,The_Song_of_the_Jade_Lily,21,0,262,Nina,she/her,1030,Nina|Nina Milch|Miss Milch|Poor Nina|Aunt Nina|Miss Nina Milch|Dear Nina
A_Loyal_Character_Dancer_1573,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,1573,Character_1573,he/him/his,20,
A_Loyal_Character_Dancer_1653,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,6,1653,my sister,she/her,61,
A_Loyal_Character_Dancer_1715,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,2,1715,Some,they/them/their,12,
A_Loyal_Character_Dancer_175,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,175,Zhu,she/her,22,Zhu|Zhu Xiaoying
A_Loyal_Character_Dancer_176,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,176,Chen,he/him/his,1957,"Chen|Chief Inspector Chen|Comrade Chief Inspector Chen|Chief Inspector Chen Cao|Chen Cao|Chief Inspector Chen who , though only a few years younger , had not been to the countryside|Comrade|Chief Inspector Chen of the Shanghai Police|Chief"
A_Loyal_Character_Dancer_184,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,184,Yu,he/him/his,594,Yu|Detective Yu|Oﬃcer Yu|Detective Yu Guangming|Yu Guangming|Guangming
A_Loyal_Character_Dancer_186,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,186,Li,he/him/his,318,Li|Party Secretary Li|Li Guohua|Party Secretary Li Guohua|Mr. Li|Mr. Party Secretary Li|Secretary Li
Half_a_Lifelong_Romance_103,Eileen_Chang,Half_a_Lifelong_Romance,10,0,103,Mrs. Gu,she/her,1024,Mrs. Gu|Old Mrs. Gu|Elder Mrs. Gu
A_Loyal_Character_Dancer_190,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,6,190,Wen,she/her,976,Wen|Wen Liping|Comrade Wen Liping|Consulting Wen|Comrade Wen|fter Wen
A_Loyal_Character_Dancer_191,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,191,Feng,he/him/his,379,Feng|Feng Dexiang
A_Loyal_Character_Dancer_193,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,2,193,the Americans,they/them/their,59,the Americans|The Americans
A_Loyal_Character_Dancer_194,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,194,Minister Huang,he/him/his,19,Minister Huang|Huang
A_Loyal_Character_Dancer_197,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,197,Qian,he/him/his,67,Qian|Qian Jun|Sergeant Qian Jun|Sergeant Qian
A_Loyal_Character_Dancer_199,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,199,Peiqin,he/him/his,78,Peiqin
A_Loyal_Character_Dancer_201,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,201,Old Hunter,he/him/his,63,Old Hunter
A_Loyal_Character_Dancer_202,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,202,Superintendent Hong,he/him/his,47,Superintendent Hong|Hong|Comrade Superintendent Hong
A_Loyal_Character_Dancer_203,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,203,the Flying Axes,they/them/their,28,the Flying Axes|The Flying Axes|Flying Axes
A_Loyal_Character_Dancer_205,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,205,Zhao,he/him/his,57,Zhao|Sergeant Zhao
Death_of_a_Red_Heroine_330,Qiu_Xiaolong,Death_of_a_Red_Heroine,26,0,330,Yu,she/her,1019,Yu|Detective Yu|YU|Guangming|Comrade Detective Yu|Detective Yu Guangming|Comrade Yu|Comrade Detective|Mrs. Yu|Comrade Yu Guangming|Yu Guangming|Examining Officer Detective Yu Guangming|Comrade Detective Yu Guangming|So Detective Yu|Whatever Detective Yu
Song_of_the_Exile_496,Kiana_Davenport,Song_of_the_Exile,19,0,496,Malia,she/her,963,Malia|MALIA|Malia Meahuna|Den Malia|Malia N KLANA|Suavely Malia|Malia Designs|Den
A_Loyal_Character_Dancer_214,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,214,Ed,he/him/his,19,Ed|Ed Spencer|Spencer
These_Violent_Delights_174,Chloe_Gong,These_Violent_Delights,6,0,174,Kathleen,she/her,941,Kathleen|Miss Kathleen|Kathleen Lang|Kathleen- Kathleen|Kathleen Lang - the real Kathleen|Kathleen ﬁnally
A_Loyal_Character_Dancer_2275,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,2275,the poet,he/him/his,35,
A_Loyal_Character_Dancer_228,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,6,228,Wen,she/her,135,Wen|Lihua|Wen Lihua|Comrade Wen Lihua
Shanghailanders_149,Juli_Min,Shanghailanders,17,0,149,Eko,she/her,917,Eko|EKO
A_Loyal_Character_Dancer_231,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,231,Little Zhou,he/him/his,48,Little Zhou|Zhou|Let Little Zhou
A_Loyal_Character_Dancer_233,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,233,Father,he/him/his,19,Father
A_Loyal_Character_Dancer_238,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,238,Liu,he/him/his,324,Liu|Liu Qing|Comrade Liu|Mr. Liu Qing|Mr. Liu
A_Loyal_Character_Dancer_241,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,241,Pan,he/him/his,53,Pan|Manager Pan
A_Loyal_Character_Dancer_246,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,246,Mr. Ma,he/him/his,123,Mr. Ma|Ma
The_Song_of_the_Jade_Lily_475,Kirsty_Manning,The_Song_of_the_Jade_Lily,21,0,475,Li,she/her,879,Li|Li Ho|Yu Baihe|Li German|Baihe|Yu|Li - Yu Baihe|Li Ho Father|Baihe hua
A_Loyal_Character_Dancer_2536,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,2536,a gangster,he/him/his,25,
A_Loyal_Character_Dancer_270,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,270,Gu,he/him/his,202,Gu|Gu Haiguang
A_Loyal_Character_Dancer_273,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,273,Gu,he/him/his,43,Gu|General Manager Gu
A_Loyal_Character_Dancer_277,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,277,Chen,he/him/his,38,Chen|Director Chen
A_Loyal_Character_Dancer_278,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,278,Mr. Diao,he/him/his,27,Mr. Diao|Diao|A certain Mr. Diao
A_Loyal_Character_Dancer_281,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,281,Meiling,she/her,88,Meiling
Shanghailanders_146,Juli_Min,Shanghailanders,17,0,146,Yumi,she/her,848,Yumi|YUMI|Yumi Yang
The_Far_Side_of_the_Sky_Adler_Family_1_242,Daniel_Kalla,The_Far_Side_of_the_Sky_Adler_Family_1,7,0,242,Hannah,she/her,840,Hannah|little Hannah|the sleepy Hannah|Hannah Ruth
A_Loyal_Character_Dancer_189,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,189,Catherine,she/her,827,Catherine|Inspector Rohn|Catherine Rohn|Inspector Catherine Rohn|clutching Inspector Rohn|Rohn
Half_a_Lifelong_Romance_129,Eileen_Chang,Half_a_Lifelong_Romance,10,0,129,Tsuizhi,she/her,824,Tsuizhi|Shi Tsuizhi|Little Sister Tsuizhi|Miss Tsuizhi
What_We_Were_Promised_172,Lucy_Tan,What_We_Were_Promised,23,0,172,Karen,she/her,718,Karen
A_Loyal_Character_Dancer_310,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,3,310,Ding,he/him/his,12,Ding|A Flying Ax|Ding a Flying Ax|The Flying Ax
A_Loyal_Character_Dancer_314,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,314,Zheng,he/him/his,56,Zheng|Zheng Shiming
Shanghailanders_145,Juli_Min,Shanghailanders,17,0,145,Yoko,she/her,709,Yoko|YOKO|Yoko Yang|Yang
A_Loyal_Character_Dancer_317,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,317,Yu,he/him/his,22,Yu|Officer Yu
A_Loyal_Character_Dancer_318,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,7,318,Tong,he/him/his,79,Tong|Tong Jiaqing
My_Favourite_Wife_262,Tony_Parsons,My_Favourite_Wife,31,0,262,Holly,she/her,687,Holly
The_Far_Side_of_the_Sky_Adler_Family_1_423,Daniel_Kalla,The_Far_Side_of_the_Sky_Adler_Family_1,7,0,423,Esther,she/her,667,Esther|Esther Adler|Adler|Tante Esther
A_Loyal_Character_Dancer_357,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,357,Director Fan,they/them/their,24,Director Fan|Fan|Director Fan Baohong
Night_in_Shanghai_296,Nicole_Mones,Night_in_Shanghai,25,0,296,Song,she/her,626,Song|Song Yuhua|Yuhua|little Yuhua
A_Loyal_Character_Dancer_388,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,2,388,people,they/them/their,156,
A_Loyal_Character_Dancer_3928,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,3928,husband,he/him/his,33,
The_Binding_Chair_259,Kathryn_Harrison,The_Binding_Chair,18,0,259,Suzanne,she/her,615,Suzanne|Suzanne Petrovna|The Suzanne|SUZANNE|Petrovna|SUZANNE PETROVNA
Half_a_Lifelong_Romance_94,Eileen_Chang,Half_a_Lifelong_Romance,10,0,94,Manlu,she/her,613,Manlu|All Manlu|Mistress Manlu
A_Loyal_Character_Dancer_4077,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,6,4077,A massage girl,she/her,17,
A_Loyal_Character_Dancer_415,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,415,someone,he/him/his,18,
A_Loyal_Character_Dancer_416,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,1,416,No one,None,39,
When_Red_Is_Black_243,Qiu_Xiaolong,When_Red_Is_Black,26,0,243,Chen,she/her,566,"Chen|Chief Inspector Chen|Comrade Chief Inspector Chen|Chief|Chief Inspector Chen Cao|Chief Inspector Chen Cao 03 ] Qiu Xiaolong|telephoning Chief Inspector Chen|Inspector Chen|Yu , who had more years of service in the police force , rather than Chen , who would have been appointed as leader of the special case squad|Aunt Chen"
A_Loyal_Character_Dancer_419,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,419,his father,he/him/his,28,
A_Loyal_Character_Dancer_4235,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,7,4235,Character_4235,None,24,
A_Loyal_Character_Dancer_4349,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,4349,Character_4349,she/her,23,
A_Loyal_Character_Dancer_4532,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,7,4532,Character_4532,they/them/their,16,
A_Loyal_Character_Dancer_4588,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,4588,Character_4588,he/him/his,28,
A_Loyal_Character_Dancer_4755,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,4755,One of the masked men,he/him/his,57,
A_Loyal_Character_Dancer_5271,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,5271,the local police,they/them/their,36,
A_Loyal_Character_Dancer_528,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,6,528,the gangsters,they/them/their,64,
Shanghailanders_212,Juli_Min,Shanghailanders,17,0,212,Kiko,she/her,527,Kiko|Baby|Baby Kiko|KIKO|Kiko - Baby Kiko|KIKO ATTENDED
A_Loyal_Character_Dancer_561,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,6,561,a man,he/him/his,33,
The_Master_of_Rain_265,Tom_Bradby,The_Master_of_Rain,30,0,265,Penelope,she/her,520,Penelope|Penelope Donaldson
The_Map_of_Lost_Memories_441,Kim_Fay,The_Map_of_Lost_Memories,20,0,441,Clothilde,she/her,444,Clothilde
Half_a_Lifelong_Romance_98,Eileen_Chang,Half_a_Lifelong_Romance,10,0,98,Ah Bao,she/her,422,Ah Bao|Bao
A_Loyal_Character_Dancer_613,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,613,her husband,he/him/his,41,
A_Loyal_Character_Dancer_625,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,625,an American woman,she/her,16,
A_Loyal_Character_Dancer_686,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,686,the Fujian police,they/them/their,26,
A_Loyal_Character_Dancer_902,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,7,902,the gang,they/them/their,27,
The_Far_Side_of_the_Sky_Adler_Family_1_360,Daniel_Kalla,The_Far_Side_of_the_Sky_Adler_Family_1,7,0,360,Jia - Li,she/her,404,Jia - Li|Li|Jia|Ko Jia - Li
A_Loyal_Character_Dancer_983,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,5,983,the manager,he/him/his,12,
All_the_Flowers_in_Shanghai_0,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,4,0,Character_0,he/him/his,6086,
All_the_Flowers_in_Shanghai_101,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,101,Chairman Mao,he/him/his,30,Chairman Mao
All_the_Flowers_in_Shanghai_104,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,104,Madam Zhang,she/her,245,Madam Zhang
All_the_Flowers_in_Shanghai_1041,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,1041,my new family,they/them/their,19,
All_the_Flowers_in_Shanghai_107,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,107,Ah Sui,she/her,24,Ah Sui|Sui|Comrade Sui
All_the_Flowers_in_Shanghai_1071,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,1071,my son,he/him/his,73,
All_the_Flowers_in_Shanghai_1072,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,7,1072,Character_1072,she/her,45,
All_the_Flowers_in_Shanghai_1133,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,1133,my husband,he/him/his,183,
Half_a_Lifelong_Romance_294,Eileen_Chang,Half_a_Lifelong_Romance,10,0,294,her mother,she/her,389,
All_the_Flowers_in_Shanghai_1276,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,1276,First Wife,she/her,58,
All_the_Flowers_in_Shanghai_1296,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,3,1296,your husband,he/him/his,36,
All_the_Flowers_in_Shanghai_131,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,2,131,Character_131,None,17,
