char_key,author,book,m_idx,persona,char_id,best_name,gender,count,other_names
Shanghai_Redemption_161,Qiu_Xiaolong,Shanghai_Redemption,26,0,161,Chen,he/him/his,388,Chen|Director Chen|CHEN|Director|Comrade Director Chen
Shanghai_Redemption_1661,Qiu_Xiaolong,Shanghai_Redemption,26,5,1661,Shang 's wife,she/her,28,
Shanghai_Redemption_173,Qiu_Xiaolong,Shanghai_Redemption,26,3,173,Lai,he/him/his,149,Lai|Secretary Lai|Shanghai Party Secretary Lai|Shanghai|Party Secretary Lai
Shanghai_Redemption_1733,Qiu_Xiaolong,Shanghai_Redemption,26,5,1733,his wife,she/her,29,
Shanghai_Redemption_175,Qiu_Xiaolong,Shanghai_Redemption,26,0,175,Yu,he/him/his,407,Yu|Detective Yu|Detective Yu Guangming|YU|Comrade Detective Yu|Li Yu|Both Yu|Both Detective Yu
Shanghai_Redemption_1768,Qiu_Xiaolong,Shanghai_Redemption,26,3,1768,your mother,she/her,28,
Shanghai_Redemption_1807,Qiu_Xiaolong,Shanghai_Redemption,26,0,1807,The young attendant,he/him/his,48,
Shanghai_Redemption_181,Qiu_Xiaolong,Shanghai_Redemption,26,0,181,Hong,he/him/his,36,Hong|Manager Hong
Shanghai_Redemption_1831,Qiu_Xiaolong,Shanghai_Redemption,26,3,1831,the waitress,she/her,36,
Shanghai_Redemption_184,Qiu_Xiaolong,Shanghai_Redemption,26,3,184,Buddha,she/her,20,Buddha
Shanghai_Redemption_186,Qiu_Xiaolong,Shanghai_Redemption,26,3,186,Qian,she/her,289,Qian
Shanghai_Redemption_187,Qiu_Xiaolong,Shanghai_Redemption,26,3,187,Old Hunter,she/her,220,Old Hunter|OLD HUNTER|Hunter|NINE OLD HUNTER|miss Old Hunter
Shanghai_Redemption_1895,Qiu_Xiaolong,Shanghai_Redemption,26,0,1895,Character_1895,he/him/his,12,
Shanghai_Redemption_190,Qiu_Xiaolong,Shanghai_Redemption,26,3,190,Jin,she/her,61,Jin|JIN|Jin Jiani
Shanghai_Redemption_192,Qiu_Xiaolong,Shanghai_Redemption,26,3,192,White Cloud,he/him/his,110,White Cloud
Shanghai_Redemption_193,Qiu_Xiaolong,Shanghai_Redemption,26,6,193,Sima,he/him/his,122,Sima|Director Sima
Shanghai_Redemption_196,Qiu_Xiaolong,Shanghai_Redemption,26,0,196,Wuting,he/him/his,37,Wuting
Shanghai_Redemption_198,Qiu_Xiaolong,Shanghai_Redemption,26,2,198,Rong,he/him/his,34,Rong|Rong Pan|Pan
Shanghai_Redemption_199,Qiu_Xiaolong,Shanghai_Redemption,26,5,199,Gu,he/him/his,32,Gu|Mr. Gu
Shanghai_Redemption_200,Qiu_Xiaolong,Shanghai_Redemption,26,5,200,Shen,he/him/his,43,Shen
Shanghai_Redemption_204,Qiu_Xiaolong,Shanghai_Redemption,26,0,204,Rong,he/him/his,17,Rong|Mr. Rong
Shanghai_Redemption_207,Qiu_Xiaolong,Shanghai_Redemption,26,0,207,Green Jade,he/him/his,28,Green Jade
Shanghai_Redemption_2078,Qiu_Xiaolong,Shanghai_Redemption,26,0,2078,Character_2078,they/them/their,38,
Shanghai_Redemption_219,Qiu_Xiaolong,Shanghai_Redemption,26,6,219,Lujiazui,he/him/his,22,Lujiazui
Shanghai_Redemption_2229,Qiu_Xiaolong,Shanghai_Redemption,26,2,2229,Character_2229,she/her,18,
Shanghai_Redemption_226,Qiu_Xiaolong,Shanghai_Redemption,26,5,226,Shang,he/him/his,54,Shang|Little Shang
Shanghai_Redemption_2302,Qiu_Xiaolong,Shanghai_Redemption,26,5,2302,"a man whom , for the moment",he/him/his,33,
The_Binding_Chair_356,Kathryn_Harrison,The_Binding_Chair,18,0,356,Claire,she/her,34,Claire
Shanghai_Redemption_2340,Qiu_Xiaolong,Shanghai_Redemption,26,0,2340,The American professor who 'd been part of the first group led by S. offered her a spot in his university 's Asian studies program,he/him/his,16,
Shanghai_Redemption_2355,Qiu_Xiaolong,Shanghai_Redemption,26,3,2355,The new woman in Shanghai-,she/her,16,
Shanghai_Redemption_2356,Qiu_Xiaolong,Shanghai_Redemption,26,7,2356,Character_2356,None,22,
Shanghai_Redemption_237,Qiu_Xiaolong,Shanghai_Redemption,26,0,237,Cai,he/him/his,27,Cai|CAI|Mr. Cai
Shanghai_Redemption_250,Qiu_Xiaolong,Shanghai_Redemption,26,6,250,Liang,he/him/his,341,Liang
Shanghai_Redemption_260,Qiu_Xiaolong,Shanghai_Redemption,26,0,260,Wei,he/him/his,59,Wei
Shanghai_Redemption_2609,Qiu_Xiaolong,Shanghai_Redemption,26,3,2609,Character_2609,she/her,26,
Shanghai_Redemption_271,Qiu_Xiaolong,Shanghai_Redemption,26,0,271,Gong,he/him/his,61,Gong|Gong Zizhen
Shanghai_Redemption_278,Qiu_Xiaolong,Shanghai_Redemption,26,5,278,Kai,she/her,90,Kai|the Kai
Shanghai_Redemption_285,Qiu_Xiaolong,Shanghai_Redemption,26,6,285,Yu,she/her,15,Yu|Yu Xuanji
The_Shanghai_Factor_189,Charles_McCarry,The_Shanghai_Factor,5,0,189,Sally,she/her,34,Sally
Shanghai_Redemption_291,Qiu_Xiaolong,Shanghai_Redemption,26,0,291,Dai,he/him/his,18,Dai
Shanghai_Redemption_2991,Qiu_Xiaolong,Shanghai_Redemption,26,5,2991,the man in the other room,he/him/his,31,
The_Shanghai_Moon_301,SJ_Rozan,The_Shanghai_Moon,28,0,301,Irene Ng,she/her,34,Irene Ng|Irene
Shanghai_Redemption_304,Qiu_Xiaolong,Shanghai_Redemption,26,5,304,Lianping,she/her,22,Lianping
Shanghai_Redemption_322,Qiu_Xiaolong,Shanghai_Redemption,26,3,322,Fei,he/him/his,202,Fei|Fei Yaohua
Shanghai_Redemption_323,Qiu_Xiaolong,Shanghai_Redemption,26,0,323,Jiang,he/him/his,79,Jiang|Jiang Hui
Shanghai_Redemption_328,Qiu_Xiaolong,Shanghai_Redemption,26,0,328,Huang,he/him/his,87,Huang
Shanghai_Redemption_341,Qiu_Xiaolong,Shanghai_Redemption,26,2,341,people,they/them/their,107,
Shanghai_Redemption_3416,Qiu_Xiaolong,Shanghai_Redemption,26,0,3416,a young man,he/him/his,14,
Shanghai_Redemption_3525,Qiu_Xiaolong,Shanghai_Redemption,26,5,3525,the American,he/him/his,27,
What_We_Were_Promised_2896,Lucy_Tan,What_We_Were_Promised,23,0,2896,Character_2896,she/her,34,
Five_Star_Billionaire_1044,Tash_Aw,Five_Star_Billionaire,29,0,1044,an old woman,she/her,33,
Shanghai_Redemption_3722,Qiu_Xiaolong,Shanghai_Redemption,26,7,3722,Character_3722,None,17,
Shanghai_Redemption_3855,Qiu_Xiaolong,Shanghai_Redemption,26,6,3855,Character_3855,he/him/his,20,
Shanghai_Redemption_3979,Qiu_Xiaolong,Shanghai_Redemption,26,2,3979,Character_3979,he/him/his,16,
Shanghai_Redemption_4207,Qiu_Xiaolong,Shanghai_Redemption,26,3,4207,Character_4207,he/him/his,22,
Half_a_Lifelong_Romance_4340,Eileen_Chang,Half_a_Lifelong_Romance,10,0,4340,Character_4340,she/her,33,
Half_a_Lifelong_Romance_467,Eileen_Chang,Half_a_Lifelong_Romance,10,0,467,Character_467,she/her,33,
Shanghai_Redemption_4456,Qiu_Xiaolong,Shanghai_Redemption,26,5,4456,The dead man,he/him/his,11,
Shanghai_Redemption_4626,Qiu_Xiaolong,Shanghai_Redemption,26,7,4626,Character_4626,she/her,23,
Shanghai_Redemption_4729,Qiu_Xiaolong,Shanghai_Redemption,26,0,4729,the driver,he/him/his,42,
Shanghai_Redemption_4737,Qiu_Xiaolong,Shanghai_Redemption,26,6,4737,the old man,he/him/his,21,
Shanghai_Redemption_475,Qiu_Xiaolong,Shanghai_Redemption,26,5,475,his father,he/him/his,40,
Shanghai_Redemption_4753,Qiu_Xiaolong,Shanghai_Redemption,26,5,4753,no one,she/her,30,
Shanghai_Redemption_4864,Qiu_Xiaolong,Shanghai_Redemption,26,3,4864,the girl,she/her,38,
Shanghai_Redemption_5264,Qiu_Xiaolong,Shanghai_Redemption,26,3,5264,a woman,she/her,23,
Shanghai_Redemption_553,Qiu_Xiaolong,Shanghai_Redemption,26,2,553,others,they/them/their,24,
Shanghai_Redemption_567,Qiu_Xiaolong,Shanghai_Redemption,26,5,567,his mother,she/her,65,
Shanghai_Redemption_576,Qiu_Xiaolong,Shanghai_Redemption,26,0,576,the son,he/him/his,17,
Shanghai_Redemption_616,Qiu_Xiaolong,Shanghai_Redemption,26,2,616,a man,he/him/his,26,
Shanghai_Redemption_636,Qiu_Xiaolong,Shanghai_Redemption,26,3,636,the man,he/him/his,41,
Shanghai_Redemption_659,Qiu_Xiaolong,Shanghai_Redemption,26,6,659,my father,he/him/his,42,
Shanghai_Redemption_665,Qiu_Xiaolong,Shanghai_Redemption,26,0,665,a filial son,he/him/his,28,
Shanghai_Redemption_675,Qiu_Xiaolong,Shanghai_Redemption,26,3,675,the manager,he/him/his,16,
Shanghai_Redemption_686,Qiu_Xiaolong,Shanghai_Redemption,26,3,686,my mother,she/her,51,
Shanghai_Redemption_692,Qiu_Xiaolong,Shanghai_Redemption,26,2,692,The bus driver,he/him/his,10,
Shanghai_Redemption_785,Qiu_Xiaolong,Shanghai_Redemption,26,0,785,the waiter,he/him/his,24,
Shanghai_Redemption_792,Qiu_Xiaolong,Shanghai_Redemption,26,3,792,Character_792,she/her,29,
Shanghai_Redemption_808,Qiu_Xiaolong,Shanghai_Redemption,26,7,808,Character_808,None,13,
Shanghai_Redemption_830,Qiu_Xiaolong,Shanghai_Redemption,26,6,830,Some of them,they/them/their,15,
Shanghai_Redemption_899,Qiu_Xiaolong,Shanghai_Redemption,26,5,899,someone,they/them/their,27,
Shanghailanders_0,Juli_Min,Shanghailanders,17,4,0,Character_0,she/her,1706,
Shanghailanders_1809,Juli_Min,Shanghailanders,17,0,1809,the woman,she/her,33,
Shanghailanders_1208,Juli_Min,Shanghailanders,17,6,1208,Kiko 's mom,she/her,13,
Shanghailanders_1247,Juli_Min,Shanghailanders,17,3,1247,"A tall , lanky boy who was well into his forties",she/her,14,
Song_of_the_Exile_913,Kiana_Davenport,Song_of_the_Exile,19,0,913,Kiko,she/her,33,Kiko|Kiko Shirashi|Shirashi
Shanghailanders_1332,Juli_Min,Shanghailanders,17,6,1332,the family,they/them/their,36,
Shanghailanders_1359,Juli_Min,Shanghailanders,17,2,1359,My roommates,they/them/their,24,
Shanghailanders_1362,Juli_Min,Shanghailanders,17,4,1362,Character_1362,None,23,
Shanghailanders_1383,Juli_Min,Shanghailanders,17,7,1383,Character_1383,None,28,
Shanghailanders_144,Juli_Min,Shanghailanders,17,0,144,Leo,he/him/his,938,Leo|LEO
The_Binding_Chair_2150,Kathryn_Harrison,The_Binding_Chair,18,0,2150,Your mother,she/her,33,
The_Mao_Case_140,Qiu_Xiaolong,The_Mao_Case,26,0,140,Auntie Yao,she/her,33,Auntie Yao|Yao
The_Risk_Agent_236,Ridley_Pearson,The_Risk_Agent,27,0,236,Lu Jian,she/her,33,Lu Jian|Lu|Jian
Shanghailanders_1515,Juli_Min,Shanghailanders,17,7,1515,Character_1515,they/them/their,12,
Death_of_a_Red_Heroine_770,Qiu_Xiaolong,Death_of_a_Red_Heroine,26,0,770,Character_770,she/her,32,
Shanghailanders_155,Juli_Min,Shanghailanders,17,5,155,Nelson,he/him/his,24,Nelson|Toni Nelson
Shanghailanders_160,Juli_Min,Shanghailanders,17,6,160,Mary,she/her,74,Mary|MARY
Shanghailanders_168,Juli_Min,Shanghailanders,17,3,168,Dad,he/him/his,73,Dad
Shanghailanders_173,Juli_Min,Shanghailanders,17,3,173,David,he/him/his,28,David|this David
Shanghailanders_1743,Juli_Min,Shanghailanders,17,6,1743,his mother,she/her,54,
Shanghailanders_175,Juli_Min,Shanghailanders,17,3,175,Mom,she/her,54,Mom
Shanghailanders_1764,Juli_Min,Shanghailanders,17,7,1764,Character_1764,None,13,
Shanghailanders_179,Juli_Min,Shanghailanders,17,7,179,Grandma,she/her,18,Grandma
Dont_Cry_Tai_Lake_365,Qiu_Xiaolong,Dont_Cry_Tai_Lake,26,0,365,"a young , slender woman , who glanced in his direction , dipping her head like a shy lotus flower in a cool breeze",she/her,32,
Shanghailanders_182,Juli_Min,Shanghailanders,17,3,182,Daphne,she/her,99,Daphne
Shanghailanders_209,Juli_Min,Shanghailanders,17,3,209,Takako,she/her,57,Takako|Takako Takahashi
Shanghailanders_2097,Juli_Min,Shanghailanders,17,7,2097,Character_2097,None,19,
Five_Star_Billionaire_5659,Tash_Aw,Five_Star_Billionaire,29,0,5659,Character_5659,she/her,32,
Shanghailanders_215,Juli_Min,Shanghailanders,17,0,215,Peter,he/him/his,155,Peter|Peter Ozzy|PETER|Peter Sr|Peter Ozzy Sr
Shanghailanders_217,Juli_Min,Shanghailanders,17,3,217,Jessica,she/her,70,Jessica|JESSICA
Shanghailanders_2170,Juli_Min,Shanghailanders,17,6,2170,Character_2170,she/her,58,
Shanghailanders_226,Juli_Min,Shanghailanders,17,3,226,Marilyn,she/her,51,Marilyn|Marilyn Monroe
Shanghailanders_229,Juli_Min,Shanghailanders,17,3,229,Daddy,they/them/their,24,Daddy
Half_a_Lifelong_Romance_905,Eileen_Chang,Half_a_Lifelong_Romance,10,0,905,a maid,she/her,32,
Shanghailanders_243,Juli_Min,Shanghailanders,17,0,243,Winston,he/him/his,36,Winston|WINSTON YAMASHITA|Winston Yamashita
Shanghailanders_244,Juli_Min,Shanghailanders,17,3,244,Mr. Yamashita,he/him/his,10,Mr. Yamashita|Yamashita
Shanghailanders_253,Juli_Min,Shanghailanders,17,2,253,Ayi,she/her,13,Ayi|ayi
Shanghailanders_2560,Juli_Min,Shanghailanders,17,3,2560,my son,he/him/his,36,
Shanghailanders_257,Juli_Min,Shanghailanders,17,6,257,Kiko,she/her,96,Kiko|Lucy|Kiko 's Lucy
Shanghailanders_259,Juli_Min,Shanghailanders,17,0,259,Jay,he/him/his,91,Jay
Shanghailanders_260,Juli_Min,Shanghailanders,17,0,260,Sven,he/him/his,41,Sven|SVEN
Shanghailanders_2604,Juli_Min,Shanghailanders,17,3,2604,My husband,he/him/his,22,
Shanghailanders_2606,Juli_Min,Shanghailanders,17,6,2606,Your son,he/him/his,10,
Shanghailanders_262,Juli_Min,Shanghailanders,17,0,262,Ben,he/him/his,17,Ben
Shanghailanders_265,Juli_Min,Shanghailanders,17,3,265,Ariel,she/her,24,Ariel|ARIEL
Shanghailanders_2774,Juli_Min,Shanghailanders,17,4,2774,Character_2774,None,17,
Shanghailanders_2843,Juli_Min,Shanghailanders,17,2,2843,Character_2843,None,52,
Shanghailanders_2886,Juli_Min,Shanghailanders,17,3,2886,Teia 's mother,she/her,38,
Shanghailanders_2906,Juli_Min,Shanghailanders,17,3,2906,Teia 's parents,they/them/their,22,
My_Favourite_Wife_1199,Tony_Parsons,My_Favourite_Wife,31,0,1199,The tall girl with the orchid,she/her,32,
My_Favourite_Wife_612,Tony_Parsons,My_Favourite_Wife,31,0,612,her mother,she/her,32,
Shanghailanders_2931,Juli_Min,Shanghailanders,17,6,2931,That girl,she/her,26,
Shanghailanders_305,Juli_Min,Shanghailanders,17,0,305,Bibi,they/them/their,21,Bibi
Shanghailanders_3082,Juli_Min,Shanghailanders,17,6,3082,Yumi 's mother,she/her,36,
Red_Mandarin_Dress_Inspector_Chen_Cao_5_1128,Qiu_Xiaolong,Red_Mandarin_Dress_Inspector_Chen_Cao_5,26,0,1128,his wife,she/her,32,
Red_Mandarin_Dress_Inspector_Chen_Cao_5_243,Qiu_Xiaolong,Red_Mandarin_Dress_Inspector_Chen_Cao_5,26,0,243,Zhang,she/her,32,Zhang|Manager Zhang|Butcher Zhang|Four - eyed Zhang
Shanghailanders_3324,Juli_Min,Shanghailanders,17,0,3324,the boy,he/him/his,32,
Song_of_the_Exile_712,Kiana_Davenport,Song_of_the_Exile,19,0,712,Gilda,she/her,32,Gilda|GILDA
Shanghailanders_348,Juli_Min,Shanghailanders,17,0,348,Xiling,he/him/his,17,Xiling
Shanghailanders_3488,Juli_Min,Shanghailanders,17,3,3488,a short woman who seemed to be on a different schedule from her husband,she/her,22,
Shanghailanders_3493,Juli_Min,Shanghailanders,17,0,3493,her neighbor,he/him/his,18,
Shanghailanders_3585,Juli_Min,Shanghailanders,17,0,3585,Character_3585,he/him/his,25,
Shanghailanders_3597,Juli_Min,Shanghailanders,17,2,3597,her too - loving mother,she/her,12,
Shanghailanders_360,Juli_Min,Shanghailanders,17,0,360,Ping Ping,he/him/his,20,Ping Ping
Shanghailanders_3624,Juli_Min,Shanghailanders,17,3,3624,the most gorgeous man she 'd ever seen,he/him/his,21,
A_Loyal_Character_Dancer_3239,Qiu_Xiaolong,A_Loyal_Character_Dancer,26,0,3239,a slim girl,she/her,31,
All_the_Flowers_in_Shanghai_3852,Duncan_Jepson,All_the_Flowers_in_Shanghai,9,0,3852,Character_3852,she/her,31,
Shanghailanders_3827,Juli_Min,Shanghailanders,17,4,3827,a teenager with her legs dangling over the Seine,he/him/his,13,
Shanghailanders_3982,Juli_Min,Shanghailanders,17,5,3982,everyone,they/them/their,43,
Shanghailanders_3994,Juli_Min,Shanghailanders,17,4,3994,anyone,None,16,
Blue_Hunger_Viola_Di_Grado_1090,Blue_Hunger_Viola_Di_Grado,Blue_Hunger_Viola_Di_Grado,3,0,1090,a woman sitting on a red towel motioned for me to come over,she/her,31,
Shanghailanders_413,Juli_Min,Shanghailanders,17,6,413,the girls,they/them/their,152,
Shanghailanders_423,Juli_Min,Shanghailanders,17,3,423,their mother,she/her,24,
Shanghailanders_443,Juli_Min,Shanghailanders,17,3,443,girls,they/them/their,24,
Shanghailanders_456,Juli_Min,Shanghailanders,17,6,456,"Her husband , who 'd grown up in France , who was smart , who had been a child prodigy",she/her,18,
Death_of_a_Red_Heroine_5694,Qiu_Xiaolong,Death_of_a_Red_Heroine,26,0,5694,Another woman involved with Wu Xiaoming,she/her,31,
Shanghailanders_486,Juli_Min,Shanghailanders,17,5,486,someone,None,26,
Shanghailanders_511,Juli_Min,Shanghailanders,17,0,511,a man,he/him/his,21,
Shanghailanders_530,Juli_Min,Shanghailanders,17,0,530,her parents,they/them/their,48,
Shanghailanders_541,Juli_Min,Shanghailanders,17,5,541,no one,None,31,
Shanghailanders_558,Juli_Min,Shanghailanders,17,0,558,the man,he/him/his,34,
Death_of_a_Red_Heroine_5963,Qiu_Xiaolong,Death_of_a_Red_Heroine,26,0,5963,an innovative modernist poet,she/her,31,
Shanghailanders_598,Juli_Min,Shanghailanders,17,2,598,His daughters,they/them/their,13,
Shanghailanders_618,Juli_Min,Shanghailanders,17,6,618,a woman,she/her,21,
Shanghailanders_623,Juli_Min,Shanghailanders,17,0,623,another maglev,they/them/their,15,
Shanghailanders_629,Juli_Min,Shanghailanders,17,2,629,people,they/them/their,29,
Shanghailanders_705,Juli_Min,Shanghailanders,17,3,705,her father,he/him/his,60,
Night_in_Shanghai_1215,Nicole_Mones,Night_in_Shanghai,25,0,1215,his wife,she/her,31,
Night_in_Shanghai_915,Nicole_Mones,Night_in_Shanghai,25,0,915,a woman,she/her,31,
Shanghailanders_825,Juli_Min,Shanghailanders,17,3,825,the doctor,he/him/his,27,
Shanghailanders_827,Juli_Min,Shanghailanders,17,7,827,Character_827,None,29,
Shanghailanders_848,Juli_Min,Shanghailanders,17,3,848,my mother,she/her,25,
Shanghailanders_882,Juli_Min,Shanghailanders,17,4,882,her sisters,they/them/their,51,
Shanghailanders_909,Juli_Min,Shanghailanders,17,0,909,their father,he/him/his,21,
Shanghailanders_930,Juli_Min,Shanghailanders,17,6,930,your mother,she/her,29,
Shanghailanders_980,Juli_Min,Shanghailanders,17,6,980,your grandfather,he/him/his,33,
Song_of_the_Exile_0,Kiana_Davenport,Song_of_the_Exile,19,4,0,Character_0,she/her,1780,
Song_of_the_Exile_1012,Kiana_Davenport,Song_of_the_Exile,19,1,1012,Hana Hou,she/her,111,Hana Hou
Song_of_the_Exile_1018,Kiana_Davenport,Song_of_the_Exile,19,3,1018,Papa,he/him/his,41,Papa|O|O Papa
Song_of_the_Exile_1034,Kiana_Davenport,Song_of_the_Exile,19,3,1034,Baby Jo,she/her,129,Baby Jo|Jo|BABY JO|makai - Baby Jo
Song_of_the_Exile_1126,Kiana_Davenport,Song_of_the_Exile,19,0,1126,Udbal,he/him/his,23,Udbal
Song_of_the_Exile_1134,Kiana_Davenport,Song_of_the_Exile,19,2,1134,Anahola,she/her,37,Anahola|Anahola Meahuna Kapakahi
The_Binding_Chair_894,Kathryn_Harrison,The_Binding_Chair,18,0,894,her daughter,she/her,31,
Song_of_the_Exile_1159,Kiana_Davenport,Song_of_the_Exile,19,1,1159,HA ' INA MAI KA PUANA,he/him/his,19,HA ' INA MAI KA PUANA
Song_of_the_Exile_1283,Kiana_Davenport,Song_of_the_Exile,19,0,1283,A soldier,he/him/his,16,
Song_of_the_Exile_1292,Kiana_Davenport,Song_of_the_Exile,19,7,1292,Character_1292,None,12,
Song_of_the_Exile_1320,Kiana_Davenport,Song_of_the_Exile,19,5,1320,children,they/them/their,40,
Song_of_the_Exile_1329,Kiana_Davenport,Song_of_the_Exile,19,6,1329,someone,he/him/his,82,
Song_of_the_Exile_1331,Kiana_Davenport,Song_of_the_Exile,19,0,1331,A young man,he/him/his,24,
The_Risk_Agent_6132,Ridley_Pearson,The_Risk_Agent,27,0,6132,the tannery,she/her,31,
Song_of_the_Exile_1373,Kiana_Davenport,Song_of_the_Exile,19,0,1373,One of them,he/him/his,32,
Song_of_the_Exile_1375,Kiana_Davenport,Song_of_the_Exile,19,1,1375,no one,he/him/his,63,
Song_of_the_Exile_1382,Kiana_Davenport,Song_of_the_Exile,19,0,1382,the crowd,they/them/their,41,
Song_of_the_Exile_1384,Kiana_Davenport,Song_of_the_Exile,19,0,1384,musicians,they/them/their,35,
Song_of_the_Exile_1387,Kiana_Davenport,Song_of_the_Exile,19,0,1387,the band,they/them/their,34,
Song_of_the_Exile_1389,Kiana_Davenport,Song_of_the_Exile,19,6,1389,women,they/them/their,89,
What_We_Were_Promised_836,Lucy_Tan,What_We_Were_Promised,23,0,836,another one of the women,she/her,31,
Song_of_the_Exile_1446,Kiana_Davenport,Song_of_the_Exile,19,0,1446,the officers,they/them/their,13,
Song_of_the_Exile_1447,Kiana_Davenport,Song_of_the_Exile,19,0,1447,couples,they/them/their,24,
Song_of_the_Exile_1455,Kiana_Davenport,Song_of_the_Exile,19,0,1455,the man,he/him/his,164,
Song_of_the_Exile_1461,Kiana_Davenport,Song_of_the_Exile,19,0,1461,strangers,they/them/their,39,
Song_of_the_Exile_1463,Kiana_Davenport,Song_of_the_Exile,19,2,1463,one man,he/him/his,20,
Song_of_the_Exile_1466,Kiana_Davenport,Song_of_the_Exile,19,0,1466,his father,None,28,
Song_of_the_Exile_1468,Kiana_Davenport,Song_of_the_Exile,19,0,1468,neighbors,they/them/their,22,
Song_of_the_Exile_1483,Kiana_Davenport,Song_of_the_Exile,19,0,1483,others,they/them/their,21,
Song_of_the_Exile_1484,Kiana_Davenport,Song_of_the_Exile,19,0,1484,guards,they/them/their,38,
Song_of_the_Exile_1583,Kiana_Davenport,Song_of_the_Exile,19,0,1583,a man,he/him/his,44,
Song_of_the_Exile_1609,Kiana_Davenport,Song_of_the_Exile,19,0,1609,Character_1609,he/him/his,17,
Song_of_the_Exile_1611,Kiana_Davenport,Song_of_the_Exile,19,5,1611,The man who waited tables at the Royal,he/him/his,16,
Song_of_the_Exile_1647,Kiana_Davenport,Song_of_the_Exile,19,3,1647,folks,they/them/their,129,
Song_of_the_Exile_1662,Kiana_Davenport,Song_of_the_Exile,19,1,1662,a woman,she/her,263,
Song_of_the_Exile_1692,Kiana_Davenport,Song_of_the_Exile,19,6,1692,Filipinos,he/him/his,18,
Song_of_the_Exile_1700,Kiana_Davenport,Song_of_the_Exile,19,0,1700,soldiers,they/them/their,50,
Song_of_the_Exile_1708,Kiana_Davenport,Song_of_the_Exile,19,1,1708,her father,he/him/his,118,
Death_of_a_Red_Heroine_1864,Qiu_Xiaolong,Death_of_a_Red_Heroine,26,0,1864,a middle - aged woman,she/her,30,
Song_of_the_Exile_1736,Kiana_Davenport,Song_of_the_Exile,19,3,1736,her mother,she/her,82,
Song_of_the_Exile_1737,Kiana_Davenport,Song_of_the_Exile,19,3,1737,the girl,she/her,156,
Song_of_the_Exile_1744,Kiana_Davenport,Song_of_the_Exile,19,0,1744,her parents,they/them/their,30,
Song_of_the_Exile_1763,Kiana_Davenport,Song_of_the_Exile,19,6,1763,"college girl who worked only in summers , never reduced to dancing hapa - haole hula in cellophane grass skirts",he/him/his,19,
Song_of_the_Exile_1768,Kiana_Davenport,Song_of_the_Exile,19,6,1768,his wife,she/her,21,
Song_of_the_Exile_1813,Kiana_Davenport,Song_of_the_Exile,19,2,1813,men,they/them/their,66,
Song_of_the_Exile_1829,Kiana_Davenport,Song_of_the_Exile,19,5,1829,his parents,they/them/their,27,
Song_of_the_Exile_1840,Kiana_Davenport,Song_of_the_Exile,19,1,1840,my brother,he/him/his,21,
Song_of_the_Exile_1851,Kiana_Davenport,Song_of_the_Exile,19,0,1851,doctors,they/them/their,21,
Song_of_the_Exile_1884,Kiana_Davenport,Song_of_the_Exile,19,3,1884,his daughter,she/her,18,
Song_of_the_Exile_1886,Kiana_Davenport,Song_of_the_Exile,19,6,1886,Sunny 's father,he/him/his,32,
Song_of_the_Exile_1940,Kiana_Davenport,Song_of_the_Exile,19,7,1940,The sister,she/her,28,
Song_of_the_Exile_1943,Kiana_Davenport,Song_of_the_Exile,19,5,1943,my sister,she/her,18,
Red_Mandarin_Dress_Inspector_Chen_Cao_5_242,Qiu_Xiaolong,Red_Mandarin_Dress_Inspector_Chen_Cao_5,26,0,242,Rong,she/her,30,Rong
Song_of_the_Exile_1990,Kiana_Davenport,Song_of_the_Exile,19,2,1990,Character_1990,he/him/his,19,
Song_of_the_Exile_2044,Kiana_Davenport,Song_of_the_Exile,19,5,2044,the lieutenant,he/him/his,24,
Song_of_the_Exile_2068,Kiana_Davenport,Song_of_the_Exile,19,1,2068,our father,he/him/his,14,
Song_of_the_Exile_2142,Kiana_Davenport,Song_of_the_Exile,19,0,2142,crowds,they/them/their,29,
Song_of_the_Exile_2159,Kiana_Davenport,Song_of_the_Exile,19,0,2159,The Buddha,he/him/his,13,
Song_of_the_Exile_2182,Kiana_Davenport,Song_of_the_Exile,19,7,2182,Oh man,None,21,
Song_of_the_Exile_2197,Kiana_Davenport,Song_of_the_Exile,19,2,2197,Some,they/them/their,44,
Shanghailanders_1102,Juli_Min,Shanghailanders,17,0,1102,an actress,she/her,30,
Song_of_the_Exile_2250,Kiana_Davenport,Song_of_the_Exile,19,0,2250,A man with more soul and genius,he/him/his,24,
Song_of_the_Exile_2346,Kiana_Davenport,Song_of_the_Exile,19,3,2346,my friend,he/him/his,28,
Song_of_the_Exile_2374,Kiana_Davenport,Song_of_the_Exile,19,0,2374,most Americans,they/them/their,21,
Song_of_the_Exile_933,Kiana_Davenport,Song_of_the_Exile,19,0,933,Ho,she/her,30,Ho|HO|HO ' OIKAIKA
Song_of_the_Exile_2567,Kiana_Davenport,Song_of_the_Exile,19,0,2567,an old man in a rusty Fiat,he/him/his,34,
Song_of_the_Exile_2646,Kiana_Davenport,Song_of_the_Exile,19,7,2646,Character_2646,she/her,15,
The_Binding_Chair_1235,Kathryn_Harrison,The_Binding_Chair,18,0,1235,the young woman,she/her,30,
Song_of_the_Exile_2765,Kiana_Davenport,Song_of_the_Exile,19,0,2765,his people,they/them/their,12,
Song_of_the_Exile_2879,Kiana_Davenport,Song_of_the_Exile,19,0,2879,The commandant,he/him/his,17,
