model,persona,role,rank,word,weight
P12,0,agent,1,correspondence,0.6507600545883179
P12,0,agent,2,contribution,0.6134815812110901
P12,0,agent,3,core,0.5722717046737671
P12,0,agent,4,control,0.5196591019630432
P12,0,agent,5,corrupt,0.5015404224395752
P12,0,agent,6,contribute,0.5010054707527161
P12,0,agent,7,convince,0.46939629316329956
P12,0,agent,8,afecte,0.410504549741745
P12,0,agent,9,commitment,0.40789419412612915
P12,0,agent,10,cave,0.4008583724498749
P12,0,agent,11,compile,0.3842999339103699
P12,0,agent,12,bowl,0.3797966241836548
P12,0,agent,13,collect,0.3764893710613251
P12,0,agent,14,compartment,0.375521719455719
P12,0,agent,15,content,0.3691116273403168
P12,0,agent,16,confession,0.36137622594833374
P12,0,agent,17,consider,0.35425785183906555
P12,0,agent,18,coloring,0.3467991054058075
P12,0,agent,19,cappuccino,0.34325188398361206
P12,0,agent,20,backache,0.3353601098060608
P12,0,agent,21,belief,0.3313715159893036
P12,0,agent,22,cop,0.3267855942249298
P12,0,agent,23,chomp,0.3257388472557068
P12,0,agent,24,commotion,0.3152129352092743
P12,0,agent,25,compel,0.31210756301879883
P12,0,agent,26,clever,0.31058090925216675
P12,0,agent,27,consolidate,0.3071652948856354
P12,0,agent,28,come,0.30496662855148315
P12,0,agent,29,conﬁne,0.30419862270355225
P12,0,agent,30,calm,0.30134397745132446
P12,0,agent,31,calf,0.29721346497535706
P12,0,agent,32,captivity,0.28932246565818787
P12,0,agent,33,coolie,0.28830066323280334
P12,0,agent,34,clutch,0.282157301902771
P12,0,agent,35,convey,0.28012073040008545
P12,0,agent,36,confusion,0.2784881293773651
P12,0,agent,37,blend,0.2748502790927887
P12,0,agent,38,appetite,0.26855388283729553
P12,0,agent,39,copper,0.25716426968574524
P12,0,agent,40,commit,0.2497050166130066
P12,0,agent,41,connoisseur,0.24800074100494385
P12,0,agent,42,champagne,0.24700410664081573
P12,0,agent,43,clothe,0.2383171021938324
P12,0,agent,44,computer,0.23722487688064575
P12,0,agent,45,coerce,0.2309272140264511
P12,0,agent,46,cope,0.23057445883750916
P12,0,agent,47,bring,0.23005029559135437
P12,0,agent,48,came,0.22643770277500153
P12,0,agent,49,correct,0.22258538007736206
P12,0,agent,50,breaststroke,0.21679899096488953
P12,0,patient,1,copper,0.6040463447570801
P12,0,patient,2,cop,0.5710300803184509
P12,0,patient,3,core,0.560297966003418
P12,0,patient,4,contribution,0.5575305819511414
P12,0,patient,5,contribute,0.5233705043792725
P12,0,patient,6,convince,0.5021708011627197
P12,0,patient,7,cook,0.4739019572734833
P12,0,patient,8,conscience,0.4358864724636078
P12,0,patient,9,content,0.4341789484024048
P12,0,patient,10,coolie,0.3569731116294861
P12,0,patient,11,contain,0.3416581153869629
P12,0,patient,12,confront,0.3358493745326996
P12,0,patient,13,comb,0.3283933997154236
P12,0,patient,14,confused,0.31587955355644226
P12,0,patient,15,convert,0.29796531796455383
P12,0,patient,16,confusion,0.29039621353149414
P12,0,patient,17,companion,0.28900453448295593
P12,0,patient,18,compliment,0.28240475058555603
P12,0,patient,19,consolidate,0.2808789610862732
P12,0,patient,20,commit,0.27648085355758667
P12,0,patient,21,captivity,0.26774877309799194
P12,0,patient,22,consume,0.25022050738334656
P12,0,patient,23,coat,0.25018221139907837
P12,0,patient,24,control,0.2242671400308609
P12,0,patient,25,correct,0.2000875324010849
P12,0,patient,26,constitution,0.19952620565891266
P12,0,patient,27,commotion,0.19152650237083435
P12,0,patient,28,contrive,0.1893119364976883
P12,0,patient,29,corrupt,0.1878543347120285
P12,0,patient,30,confirm,0.18574626743793488
P12,0,patient,31,coerce,0.18365995585918427
P12,0,patient,32,comrade,0.1773623824119568
P12,0,patient,33,collar,0.1764405220746994
P12,0,patient,34,coolness,0.17146210372447968
P12,0,patient,35,circulation,0.16324105858802795
P12,0,patient,36,confuse,0.15513643622398376
P12,0,patient,37,collapse,0.1531325727701187
P12,0,patient,38,converse,0.1437017321586609
P12,0,patient,39,connection,0.13945075869560242
P12,0,patient,40,bemoan,0.1380462348461151
P12,0,patient,41,awe,0.13581615686416626
P12,0,patient,42,checklist,0.13493278622627258
P12,0,patient,43,check,0.1348937600851059
P12,0,patient,44,bring,0.13351593911647797
P12,0,patient,45,color,0.13336187601089478
P12,0,patient,46,chuckle,0.13096818327903748
P12,0,patient,47,came,0.12974712252616882
P12,0,patient,48,consult,0.12631754577159882
P12,0,patient,49,cave,0.12575338780879974
P12,0,patient,50,convalescence,0.12358427047729492
P12,1,agent,1,cop,1.9206432104110718
P12,1,agent,2,corner,1.1864961385726929
P12,1,agent,3,concentrate,0.9265012145042419
P12,1,agent,4,connection,0.7895333170890808
P12,1,agent,5,contribution,0.7851130366325378
P12,1,agent,6,conﬁde,0.7744919657707214
P12,1,agent,7,confused,0.7059081196784973
P12,1,agent,8,copper,0.6911898255348206
P12,1,agent,9,connect,0.6180650591850281
P12,1,agent,10,contribute,0.6091633439064026
P12,1,agent,11,console,0.5878048539161682
P12,1,agent,12,cordone,0.5492632985115051
P12,1,agent,13,cooking,0.5403108596801758
P12,1,agent,14,conceive,0.5395374894142151
P12,1,agent,15,conscience,0.5290679335594177
P12,1,agent,16,contraction,0.5249747037887573
P12,1,agent,17,coo,0.517507016658783
P12,1,agent,18,concern,0.4871516227722168
P12,1,agent,19,convert,0.46894749999046326
P12,1,agent,20,clench,0.467298299074173
P12,1,agent,21,cheekbone,0.46310484409332275
P12,1,agent,22,conclude,0.4591710865497589
P12,1,agent,23,conserve,0.45751067996025085
P12,1,agent,24,copy,0.44644859433174133
P12,1,agent,25,compliment,0.43185415863990784
P12,1,agent,26,clothe,0.4242404103279114
P12,1,agent,27,compel,0.4217935800552368
P12,1,agent,28,contain,0.4032978117465973
P12,1,agent,29,constipate,0.38769450783729553
P12,1,agent,30,converse,0.3800715506076813
P12,1,agent,31,coffin,0.37402233481407166
P12,1,agent,32,conﬁrme,0.37046265602111816
P12,1,agent,33,coolie,0.35747039318084717
P12,1,agent,34,commit,0.3409440815448761
P12,1,agent,35,bottle,0.33994102478027344
P12,1,agent,36,conversation,0.33961936831474304
P12,1,agent,37,concentration,0.332300066947937
P12,1,agent,38,confusion,0.33199483156204224
P12,1,agent,39,contradict,0.3319915235042572
P12,1,agent,40,contrive,0.3281373083591461
P12,1,agent,41,composure,0.32794880867004395
P12,1,agent,42,convalescence,0.32319894433021545
P12,1,agent,43,cope,0.31331759691238403
P12,1,agent,44,cooperation,0.30617260932922363
P12,1,agent,45,client,0.2927496135234833
P12,1,agent,46,classic,0.2904011905193329
P12,1,agent,47,champagne,0.2881447672843933
P12,1,agent,48,cappuccino,0.27572789788246155
P12,1,agent,49,clutched,0.2733640670776367
P12,1,agent,50,consume,0.2625633478164673
P12,1,patient,1,corner,1.015899896621704
P12,1,patient,2,copper,0.6816515922546387
P12,1,patient,3,captivity,0.5983254909515381
P12,1,patient,4,connection,0.580816388130188
P12,1,patient,5,contribute,0.44298669695854187
P12,1,patient,6,convince,0.3860824704170227
P12,1,patient,7,cappuccino,0.35980892181396484
P12,1,patient,8,content,0.3429979681968689
P12,1,patient,9,confusion,0.33671990036964417
P12,1,patient,10,consume,0.32190126180648804
P12,1,patient,11,correspondence,0.3176959753036499
P12,1,patient,12,conserve,0.2800743281841278
P12,1,patient,13,coolie,0.2758203446865082
P12,1,patient,14,conscience,0.2739511728286743
P12,1,patient,15,chick,0.25690874457359314
P12,1,patient,16,conﬁrme,0.2554931938648224
P12,1,patient,17,cluck,0.23744693398475647
P12,1,patient,18,consolidate,0.23008234798908234
P12,1,patient,19,confront,0.22467438876628876
P12,1,patient,20,coddle,0.2233695089817047
P12,1,patient,21,conﬁde,0.21027861535549164
P12,1,patient,22,convert,0.19266194105148315
P12,1,patient,23,contemporary,0.19097109138965607
P12,1,patient,24,confer,0.18427397310733795
P12,1,patient,25,commit,0.18317937850952148
P12,1,patient,26,clamp,0.1773972511291504
P12,1,patient,27,contrive,0.17267097532749176
P12,1,patient,28,comfort,0.1708061844110489
P12,1,patient,29,commend,0.1656171977519989
P12,1,patient,30,clamor,0.1634427011013031
P12,1,patient,31,cooking,0.16300930082798004
P12,1,patient,32,clue,0.1558755487203598
P12,1,patient,33,appear,0.15517759323120117
P12,1,patient,34,corrupt,0.15352152287960052
P12,1,patient,35,convalescence,0.15216472744941711
P12,1,patient,36,broil,0.14248967170715332
P12,1,patient,37,clothe,0.1409294158220291
P12,1,patient,38,contain,0.13753345608711243
P12,1,patient,39,conceive,0.13283778727054596
P12,1,patient,40,computer,0.12647631764411926
P12,1,patient,41,convenience,0.12249969691038132
P12,1,patient,42,bunkmate,0.12038532644510269
P12,1,patient,43,carriage,0.11893753707408905
P12,1,patient,44,chic,0.1186087504029274
P12,1,patient,45,act,0.11646053194999695
P12,1,patient,46,comrade,0.1129140555858612
P12,1,patient,47,clipboard,0.10836590081453323
P12,1,patient,48,companion,0.10764147341251373
P12,1,patient,49,conversation,0.10584557056427002
P12,1,patient,50,compliment,0.10481622070074081
P12,2,agent,1,copper,0.10337136685848236
P12,2,agent,2,correct,0.09123297035694122
P12,2,agent,3,contain,0.07146575301885605
P12,2,agent,4,confront,0.0540739968419075
P12,2,agent,5,cordone,0.05379088595509529
P12,2,agent,6,contemporary,0.05151384696364403
P12,2,agent,7,conﬁrme,0.05102908983826637
P12,2,agent,8,content,0.04509938135743141
P12,2,agent,9,corrupt,0.039363812655210495
P12,2,agent,10,copy,0.03778720274567604
P12,2,agent,11,core,0.035726990550756454
P12,2,agent,12,connoisseur,0.031285759061574936
P12,2,agent,13,conﬁne,0.030243538320064545
P12,2,agent,14,contradict,0.02973170019686222
P12,2,agent,15,cop,0.02430024743080139
P12,2,agent,16,conﬁde,0.02392519637942314
P12,2,agent,17,confide,0.022948961704969406
P12,2,agent,18,clothe,0.02265997603535652
P12,2,agent,19,comb,0.02089528739452362
P12,2,agent,20,colleague,0.020894253626465797
P12,2,agent,21,contribute,0.019292712211608887
P12,2,agent,22,consider,0.016973892226815224
P12,2,agent,23,consultant,0.016555875539779663
P12,2,agent,24,consolidate,0.016291137784719467
P12,2,agent,25,clutch,0.014900881797075272
P12,2,agent,26,connection,0.014862721785902977
P12,2,agent,27,cappuccino,0.014416449703276157
P12,2,agent,28,congratulate,0.014148485846817493
P12,2,agent,29,convince,0.013820866122841835
P12,2,agent,30,candy,0.013692918233573437
P12,2,agent,31,contribution,0.013494527898728848
P12,2,agent,32,commend,0.012849741615355015
P12,2,agent,33,captivity,0.01181630790233612
P12,2,agent,34,cave,0.011178853921592236
P12,2,agent,35,coolie,0.010571969673037529
P12,2,agent,36,compile,0.009715165942907333
P12,2,agent,37,collide,0.009695659391582012
P12,2,agent,38,clutched,0.009443096816539764
P12,2,agent,39,conscience,0.00915353000164032
P12,2,agent,40,calm,0.00867457129061222
P12,2,agent,41,conversation,0.008375563658773899
P12,2,agent,42,cd,0.008359947241842747
P12,2,agent,43,confession,0.008359330706298351
P12,2,agent,44,bunk,0.008344977162778378
P12,2,agent,45,church,0.008106286637485027
P12,2,agent,46,announce,0.008100959472358227
P12,2,agent,47,chemise,0.007832491770386696
P12,2,agent,48,compel,0.007728733588010073
P12,2,agent,49,chomp,0.007469804026186466
P12,2,agent,50,clench,0.0074433572590351105
P12,2,patient,1,copper,0.10061170160770416
P12,2,patient,2,corner,0.08398845791816711
P12,2,patient,3,correct,0.06948889046907425
P12,2,patient,4,cop,0.02851393073797226
P12,2,patient,5,conﬁne,0.02493927627801895
P12,2,patient,6,cordone,0.021999426186084747
P12,2,patient,7,content,0.021535387262701988
P12,2,patient,8,convince,0.021189678460359573
P12,2,patient,9,contribute,0.020871594548225403
P12,2,patient,10,corrupt,0.020545436069369316
P12,2,patient,11,core,0.020024757832288742
P12,2,patient,12,confusion,0.016906775534152985
P12,2,patient,13,coolie,0.016710061579942703
P12,2,patient,14,captivity,0.016115574166178703
P12,2,patient,15,connection,0.013817555271089077
P12,2,patient,16,contribution,0.013806200586259365
P12,2,patient,17,conscience,0.012821690179407597
P12,2,patient,18,conﬁrme,0.012172598391771317
P12,2,patient,19,convert,0.01203925535082817
P12,2,patient,20,cook,0.01200220175087452
P12,2,patient,21,copy,0.011344273574650288
P12,2,patient,22,contain,0.009222686290740967
P12,2,patient,23,companion,0.007900753058493137
P12,2,patient,24,compliment,0.007470081560313702
P12,2,patient,25,confront,0.007022901438176632
P12,2,patient,26,computer,0.006321851164102554
P12,2,patient,27,consolidate,0.006247706711292267
P12,2,patient,28,come,0.004498258698731661
P12,2,patient,29,cappuccino,0.004397939424961805
P12,2,patient,30,comrade,0.004027869552373886
P12,2,patient,31,commit,0.0039239008910954
P12,2,patient,32,clothe,0.003692770842462778
P12,2,patient,33,clamor,0.0035461552906781435
P12,2,patient,34,confuse,0.0034641935490071774
P12,2,patient,35,awe,0.0033012584317475557
P12,2,patient,36,channel,0.0032936274074018
P12,2,patient,37,comb,0.0031845448538661003
P12,2,patient,38,chortle,0.003157169558107853
P12,2,patient,39,conversation,0.0030713623855262995
P12,2,patient,40,chick,0.0028289894107729197
P12,2,patient,41,cave,0.0025562988594174385
P12,2,patient,42,color,0.002539462875574827
P12,2,patient,43,check,0.0025064514484256506
P12,2,patient,44,coffin,0.002455180510878563
P12,2,patient,45,arena,0.0024545365013182163
P12,2,patient,46,call,0.0022993579041212797
P12,2,patient,47,commotion,0.0021345128770917654
P12,2,patient,48,convalescence,0.0020894180051982403
P12,2,patient,49,commend,0.002032098826020956
P12,2,patient,50,belonging,0.001836899435147643
P12,3,agent,1,core,0.6121372580528259
P12,3,agent,2,control,0.5175164937973022
P12,3,agent,3,collide,0.4413532316684723
P12,3,agent,4,coin,0.40307357907295227
P12,3,agent,5,conﬁrme,0.387375146150589
P12,3,agent,6,correct,0.37657272815704346
P12,3,agent,7,copy,0.36104556918144226
P12,3,agent,8,connoisseur,0.32987669110298157
P12,3,agent,9,copper,0.298091858625412
P12,3,agent,10,cage,0.29252904653549194
P12,3,agent,11,contemporary,0.26906365156173706
P12,3,agent,12,consolidate,0.26527225971221924
P12,3,agent,13,corner,0.24766431748867035
P12,3,agent,14,convert,0.24092628061771393
P12,3,agent,15,commend,0.23590412735939026
P12,3,agent,16,content,0.21880264580249786
P12,3,agent,17,contradict,0.2127419412136078
P12,3,agent,18,chair,0.2116391658782959
P12,3,agent,19,cordone,0.1948133260011673
P12,3,agent,20,compile,0.18790045380592346
P12,3,agent,21,church,0.1735253930091858
P12,3,agent,22,cope,0.16302411258220673
P12,3,agent,23,cleaver,0.1620427519083023
P12,3,agent,24,contradiction,0.1575269252061844
P12,3,agent,25,consist,0.15364815294742584
P12,3,agent,26,coloring,0.15215280652046204
P12,3,agent,27,calf,0.1468198001384735
P12,3,agent,28,candy,0.145473450422287
P12,3,agent,29,bunkmate,0.1432526707649231
P12,3,agent,30,comb,0.1409820169210434
P12,3,agent,31,consider,0.12286350131034851
P12,3,agent,32,building,0.12128209322690964
P12,3,agent,33,compose,0.113193579018116
P12,3,agent,34,compliment,0.11300452798604965
P12,3,agent,35,confront,0.10916513204574585
P12,3,agent,36,contain,0.10741540044546127
P12,3,agent,37,bunk,0.10580133646726608
P12,3,agent,38,afecte,0.105779729783535
P12,3,agent,39,coach,0.10198954492807388
P12,3,agent,40,bride,0.10035979747772217
P12,3,agent,41,contribute,0.09856658428907394
P12,3,agent,42,compel,0.09114986658096313
P12,3,agent,43,congratulation,0.09088413417339325
P12,3,agent,44,befall,0.08980603516101837
P12,3,agent,45,candor,0.08756016939878464
P12,3,agent,46,chain,0.08672232925891876
P12,3,agent,47,clothe,0.0843726396560669
P12,3,agent,48,consultant,0.08163593709468842
P12,3,agent,49,card,0.08143927901983261
P12,3,agent,50,aggressive,0.08137758821249008
P12,3,patient,1,copy,0.3873315155506134
P12,3,patient,2,corner,0.3191935122013092
P12,3,patient,3,copper,0.3043522536754608
P12,3,patient,4,correct,0.22384421527385712
P12,3,patient,5,conﬁne,0.2069740891456604
P12,3,patient,6,conﬁrme,0.20049318671226501
P12,3,patient,7,church,0.16638901829719543
P12,3,patient,8,cop,0.1656193882226944
P12,3,patient,9,channel,0.12712779641151428
P12,3,patient,10,contribute,0.1227138563990593
P12,3,patient,11,confused,0.11461428552865982
P12,3,patient,12,compliment,0.10953804105520248
P12,3,patient,13,convince,0.10673612356185913
P12,3,patient,14,conserve,0.10369513928890228
P12,3,patient,15,contain,0.09716304391622543
P12,3,patient,16,convert,0.09264761954545975
