n_personas,persona,role,rank,word,weight
8,0,agent,1,said,1.3629781007766724
8,0,agent,2,had,0.9418743848800659
8,0,agent,3,looked,0.8557977676391602
8,0,agent,4,asked,0.7906094193458557
8,0,agent,5,have,0.7837480902671814
8,0,agent,6,felt,0.7694962620735168
8,0,agent,7,know,0.7631953954696655
8,0,agent,8,saw,0.7588205337524414
8,0,agent,9,thought,0.7407656311988831
8,0,agent,10,want,0.6852751970291138
8,0,agent,11,wanted,0.6632738709449768
8,0,agent,12,see,0.6437917351722717
8,0,agent,13,think,0.6117302775382996
8,0,agent,14,sat,0.5858126878738403
8,0,agent,15,came,0.5543506741523743
8,0,agent,16,go,0.5364574790000916
8,0,agent,17,feel,0.5295857191085815
8,0,agent,18,going,0.5274328589439392
8,0,agent,19,say,0.5198713541030884
8,0,agent,20,do,0.5131596326828003
8,0,agent,21,stood,0.5129806995391846
8,0,agent,22,got,0.49561217427253723
8,0,agent,23,tell,0.48055100440979004
8,0,agent,24,get,0.4739423394203186
8,0,agent,25,left,0.4557325839996338
8,0,agent,26,put,0.4464638829231262
8,0,agent,27,come,0.40170904994010925
8,0,agent,28,let,0.3996530771255493
8,0,agent,29,look,0.3946867287158966
8,0,agent,30,need,0.3912840485572815
8,0,agent,31,like,0.38472774624824524
8,0,agent,32,remember,0.3709465265274048
8,0,agent,33,hear,0.370083749294281
8,0,agent,34,take,0.36021530628204346
8,0,agent,35,read,0.32058224081993103
8,0,agent,36,understand,0.311863511800766
8,0,agent,37,help,0.30980801582336426
8,0,agent,38,make,0.2981913983821869
8,0,agent,39,love,0.273881733417511
8,0,agent,40,find,0.26677387952804565
8,0,agent,41,spoke,0.2663372755050659
8,0,agent,42,mean,0.26179561018943787
8,0,agent,43,try,0.2513536512851715
8,0,agent,44,believe,0.22756820917129517
8,0,agent,45,ask,0.21638824045658112
8,0,agent,46,give,0.2146243005990982
8,0,agent,47,leave,0.21312473714351654
8,0,agent,48,arrived,0.21308687329292297
8,0,agent,49,lay,0.20275430381298065
8,0,agent,50,sit,0.20074503123760223
8,0,patient,1,tell,0.9624873995780945
8,0,patient,2,see,0.9089147448539734
8,0,patient,3,asked,0.8291623592376709
8,0,patient,4,take,0.6733881235122681
8,0,patient,5,saw,0.644805908203125
8,0,patient,6,help,0.5747515559196472
8,0,patient,7,love,0.5550138354301453
8,0,patient,8,put,0.5491068959236145
8,0,patient,9,ask,0.546179473400116
8,0,patient,10,find,0.5295327305793762
8,0,patient,11,get,0.5178537964820862
8,0,patient,12,left,0.5147569179534912
8,0,patient,13,keep,0.5065031051635742
8,0,patient,14,know,0.5038229823112488
8,0,patient,15,thank,0.5029612183570862
8,0,patient,16,call,0.47845178842544556
8,0,patient,17,asking,0.4206380248069763
8,0,patient,18,leave,0.4119115173816681
8,0,patient,19,watching,0.4107970595359802
8,0,patient,20,bring,0.4043852686882019
8,0,patient,21,meet,0.38642653822898865
8,0,patient,22,gone,0.375747948884964
8,0,patient,23,hurt,0.37316232919692993
8,0,patient,24,married,0.37130481004714966
8,0,patient,25,stop,0.31620699167251587
8,0,patient,26,kill,0.2969842553138733
8,0,patient,27,leaving,0.2949035167694092
8,0,patient,28,remind,0.27741074562072754
8,0,patient,29,visit,0.2532059848308563
8,0,patient,30,believe,0.2438064068555832
8,0,patient,31,kiss,0.24158714711666107
8,0,patient,32,hold,0.2414882332086563
8,0,patient,33,touch,0.23316816985607147
8,0,patient,34,remember,0.22895903885364532
8,0,patient,35,forgive,0.2171342819929123
8,0,patient,36,let,0.21428169310092926
8,0,patient,37,got,0.20872430503368378
8,0,patient,38,show,0.20611783862113953
8,0,patient,39,hear,0.20031923055648804
8,0,patient,40,force,0.197391539812088
8,0,patient,41,pull,0.18359611928462982
8,0,patient,42,teach,0.18302440643310547
8,0,patient,43,protect,0.1760905236005783
8,0,patient,44,send,0.17453496158123016
8,0,patient,45,join,0.16415901482105255
8,0,patient,46,want,0.1491130143404007
8,0,patient,47,give,0.1352330595254898
8,0,patient,48,like,0.13309712707996368
8,0,patient,49,trust,0.13015176355838776
8,0,patient,50,have,0.12258761376142502
8,0,possessive,1,mother,1.100894570350647
8,0,possessive,2,head,0.9981349110603333
8,0,possessive,3,face,0.9870932102203369
8,0,possessive,4,hand,0.8673789501190186
8,0,possessive,5,father,0.826341450214386
8,0,possessive,6,sister,0.8215632438659668
8,0,possessive,7,life,0.805036187171936
8,0,possessive,8,husband,0.7913947701454163
8,0,possessive,9,hair,0.763069748878479
8,0,possessive,10,voice,0.7577133178710938
8,0,possessive,11,room,0.7123624086380005
8,0,possessive,12,mind,0.6807292103767395
8,0,possessive,13,body,0.6802182793617249
8,0,possessive,14,daughter,0.6443322896957397
8,0,possessive,15,heart,0.6294288039207458
8,0,possessive,16,mouth,0.6021190881729126
8,0,possessive,17,family,0.5686067938804626
8,0,possessive,18,way,0.5547805428504944
8,0,possessive,19,son,0.5386766195297241
8,0,possessive,20,aunt,0.5294849276542664
8,0,possessive,21,arm,0.5273475646972656
8,0,possessive,22,brother,0.5202112197875977
8,0,possessive,23,grandmother,0.5089253783226013
8,0,possessive,24,name,0.4928775727748871
8,0,possessive,25,bed,0.4859536588191986
8,0,possessive,26,uncle,0.4826376140117645
8,0,possessive,27,skin,0.48210734128952026
8,0,possessive,28,death,0.47835299372673035
8,0,possessive,29,neck,0.4610931873321533
8,0,possessive,30,friend,0.45577317476272583
8,0,possessive,31,shoulder,0.4485149681568146
8,0,possessive,32,mom,0.4464097023010254
8,0,possessive,33,dad,0.4383004903793335
8,0,possessive,34,chest,0.4354577958583832
8,0,possessive,35,own,0.429014652967453
8,0,possessive,36,stomach,0.39812299609184265
8,0,possessive,37,back,0.39688771963119507
8,0,possessive,38,phone,0.3967054486274719
8,0,possessive,39,throat,0.39363330602645874
8,0,possessive,40,cheek,0.3860139548778534
8,0,possessive,41,apartment,0.3791635036468506
8,0,possessive,42,side,0.3544490933418274
8,0,possessive,43,nose,0.3493565022945404
8,0,possessive,44,gaze,0.3492043912410736
8,0,possessive,45,dress,0.33869925141334534
8,0,possessive,46,home,0.33630046248435974
8,0,possessive,47,breath,0.3137581944465637
8,0,possessive,48,house,0.28204789757728577
8,0,possessive,49,surprise,0.2797648012638092
8,0,possessive,50,work,0.2747269868850708
8,0,predicative,1,sure,0.7737100720405579
8,0,predicative,2,sorry,0.6452521085739136
8,0,predicative,3,happy,0.5741966366767883
8,0,predicative,4,girl,0.5730738043785095
8,0,predicative,5,afraid,0.561011791229248
8,0,predicative,6,right,0.5197312235832214
8,0,predicative,7,tired,0.5094699263572693
8,0,predicative,8,old,0.5021715760231018
8,0,predicative,9,good,0.4060507118701935
8,0,predicative,10,woman,0.39441439509391785
8,0,predicative,11,beautiful,0.3907296061515808
8,0,predicative,12,busy,0.3827020525932312
8,0,predicative,13,ready,0.3558429181575775
8,0,predicative,14,child,0.33908364176750183
8,0,predicative,15,aware,0.3383024036884308
8,0,predicative,16,person,0.3210567235946655
8,0,predicative,17,dead,0.3173004984855652
8,0,predicative,18,sister,0.31239837408065796
8,0,predicative,19,angry,0.3006085455417633
8,0,predicative,20,lucky,0.2951929271221161
