n_personas,persona,role,rank,word,weight
10,0,agent,1,said,1.2453817129135132
10,0,agent,2,had,0.8907403349876404
10,0,agent,3,looked,0.8159875869750977
10,0,agent,4,asked,0.7567705512046814
10,0,agent,5,know,0.7392632961273193
10,0,agent,6,have,0.6889962553977966
10,0,agent,7,felt,0.6607537865638733
10,0,agent,8,thought,0.640331506729126
10,0,agent,9,saw,0.6162680387496948
10,0,agent,10,wanted,0.5893061757087708
10,0,agent,11,want,0.5835081934928894
10,0,agent,12,came,0.5731788277626038
10,0,agent,13,sat,0.5486379265785217
10,0,agent,14,think,0.5363819003105164
10,0,agent,15,see,0.5260128378868103
10,0,agent,16,put,0.49325740337371826
10,0,agent,17,left,0.47978371381759644
10,0,agent,18,tell,0.46370112895965576
10,0,agent,19,go,0.4568994343280792
10,0,agent,20,got,0.44960370659828186
10,0,agent,21,come,0.44431257247924805
10,0,agent,22,feel,0.4426640570163727
10,0,agent,23,going,0.4357719421386719
10,0,agent,24,stood,0.4255179166793823
10,0,agent,25,say,0.42528611421585083
10,0,agent,26,do,0.4090472161769867
10,0,agent,27,get,0.37631186842918396
10,0,agent,28,let,0.3656712472438812
10,0,agent,29,need,0.364823579788208
10,0,agent,30,look,0.34133628010749817
10,0,agent,31,like,0.338947594165802
10,0,agent,32,take,0.3219463527202606
10,0,agent,33,understand,0.3210630416870117
10,0,agent,34,remember,0.28227341175079346
10,0,agent,35,help,0.27824434638023376
10,0,agent,36,hear,0.2688722610473633
10,0,agent,37,make,0.26326265931129456
10,0,agent,38,spoke,0.2598768174648285
10,0,agent,39,ask,0.25190556049346924
10,0,agent,40,read,0.23963937163352966
10,0,agent,41,become,0.21264661848545074
10,0,agent,42,mean,0.20798997581005096
10,0,agent,43,find,0.20670415461063385
10,0,agent,44,love,0.20251375436782837
10,0,agent,45,try,0.1980198174715042
10,0,agent,46,believe,0.19078902900218964
10,0,agent,47,gone,0.17922689020633698
10,0,agent,48,sitting,0.17417776584625244
10,0,agent,49,keep,0.15675918757915497
10,0,agent,50,thinking,0.1452428549528122
10,0,patient,1,tell,0.8796782493591309
10,0,patient,2,see,0.8348968625068665
10,0,patient,3,asked,0.7343059778213501
10,0,patient,4,saw,0.6559217572212219
10,0,patient,5,take,0.6308624744415283
10,0,patient,6,help,0.565421998500824
10,0,patient,7,ask,0.5649478435516357
10,0,patient,8,love,0.5316587090492249
10,0,patient,9,thank,0.5126366019248962
