n_personas,persona,role,rank,word,weight
6,0,agent,1,said,1.437550663948059
6,0,agent,2,had,0.9435717463493347
6,0,agent,3,looked,0.9207194447517395
6,0,agent,4,asked,0.8506414294242859
6,0,agent,5,know,0.8226048946380615
6,0,agent,6,felt,0.7805114388465881
6,0,agent,7,thought,0.7637304067611694
6,0,agent,8,have,0.7556367516517639
6,0,agent,9,saw,0.7249888181686401
6,0,agent,10,want,0.7034603953361511
6,0,agent,11,wanted,0.6701837778091431
6,0,agent,12,see,0.6130556464195251
6,0,agent,13,sat,0.6093887686729431
6,0,agent,14,came,0.5966196060180664
6,0,agent,15,think,0.5920706391334534
6,0,agent,16,say,0.5876832008361816
6,0,agent,17,go,0.5505545139312744
6,0,agent,18,feel,0.5380781292915344
6,0,agent,19,put,0.528831422328949
6,0,agent,20,left,0.5253889560699463
6,0,agent,21,going,0.5163591504096985
6,0,agent,22,do,0.5116390585899353
6,0,agent,23,got,0.4819865822792053
6,0,agent,24,stood,0.47687461972236633
6,0,agent,25,come,0.4762522280216217
6,0,agent,26,tell,0.4733106195926666
6,0,agent,27,get,0.4462907612323761
6,0,agent,28,look,0.41764071583747864
6,0,agent,29,let,0.41584768891334534
6,0,agent,30,like,0.40328752994537354
6,0,agent,31,take,0.39908817410469055
6,0,agent,32,remember,0.38614848256111145
6,0,agent,33,need,0.366436630487442
6,0,agent,34,understand,0.3616098165512085
6,0,agent,35,hear,0.3554087281227112
6,0,agent,36,read,0.3253461420536041
6,0,agent,37,make,0.32232406735420227
6,0,agent,38,spoke,0.303180068731308
6,0,agent,39,ask,0.28394654393196106
6,0,agent,40,help,0.26476719975471497
6,0,agent,41,lay,0.25367048382759094
6,0,agent,42,mean,0.2522878050804138
6,0,agent,43,try,0.2507736384868622
6,0,agent,44,find,0.2371501326560974
6,0,agent,45,become,0.23074176907539368
6,0,agent,46,believe,0.22839628159999847
6,0,agent,47,answer,0.21929770708084106
6,0,agent,48,stop,0.21561717987060547
6,0,agent,49,love,0.2091301679611206
6,0,agent,50,sitting,0.20855917036533356
6,0,patient,1,tell,1.0126858949661255
6,0,patient,2,see,0.9196027517318726
6,0,patient,3,asked,0.8334198594093323
6,0,patient,4,take,0.7121457457542419
6,0,patient,5,saw,0.682714581489563
6,0,patient,6,help,0.6637428998947144
6,0,patient,7,ask,0.6443333625793457
6,0,patient,8,thank,0.5832725167274475
6,0,patient,9,know,0.5828156471252441
6,0,patient,10,find,0.5799900889396667
6,0,patient,11,love,0.5773897171020508
6,0,patient,12,left,0.5737912654876709
6,0,patient,13,put,0.5606977939605713
6,0,patient,14,keep,0.541789174079895
6,0,patient,15,get,0.5292107462882996
6,0,patient,16,call,0.4948204755783081
6,0,patient,17,watching,0.44908571243286133
6,0,patient,18,gone,0.42476046085357666
6,0,patient,19,married,0.4023343622684479
6,0,patient,20,leave,0.3851248323917389
6,0,patient,21,bring,0.37586018443107605
6,0,patient,22,hurt,0.3711094260215759
6,0,patient,23,meet,0.36964407563209534
6,0,patient,24,asking,0.31539732217788696
6,0,patient,25,remind,0.2972538471221924
6,0,patient,26,stop,0.2926742434501648
6,0,patient,27,visit,0.2924549877643585
6,0,patient,28,leaving,0.27961409091949463
6,0,patient,29,kill,0.27246013283729553
6,0,patient,30,believe,0.2613939642906189
6,0,patient,31,kiss,0.26127272844314575
6,0,patient,32,join,0.24555237591266632
6,0,patient,33,let,0.23479387164115906
6,0,patient,34,protect,0.23093712329864502
6,0,patient,35,touch,0.22379153966903687
6,0,patient,36,force,0.22221596539020538
6,0,patient,37,hold,0.21249274909496307
6,0,patient,38,give,0.21003694832324982
6,0,patient,39,show,0.2045082300901413
6,0,patient,40,forgive,0.19690997898578644
6,0,patient,41,send,0.19533950090408325
6,0,patient,42,pull,0.19013908505439758
6,0,patient,43,distract,0.17580431699752808
6,0,patient,44,remember,0.16978967189788818
6,0,patient,45,teach,0.16854675114154816
6,0,patient,46,got,0.16154983639717102
6,0,patient,47,hear,0.15917448699474335
6,0,patient,48,approach,0.1583978831768036
6,0,patient,49,watch,0.15100976824760437
6,0,patient,50,want,0.14774014055728912
6,0,possessive,1,head,1.074620246887207
6,0,possessive,2,mother,1.0678561925888062
6,0,possessive,3,face,1.0303763151168823
6,0,possessive,4,hand,0.9630280137062073
6,0,possessive,5,husband,0.8426937460899353
6,0,possessive,6,hair,0.8321363925933838
6,0,possessive,7,father,0.8320252299308777
6,0,possessive,8,voice,0.8199663162231445
6,0,possessive,9,life,0.811973512172699
6,0,possessive,10,sister,0.7713153958320618
6,0,possessive,11,room,0.7489305138587952
6,0,possessive,12,body,0.7304561138153076
6,0,possessive,13,mind,0.6823341250419617
6,0,possessive,14,mouth,0.6818426847457886
6,0,possessive,15,daughter,0.6724104285240173
6,0,possessive,16,family,0.5988950133323669
6,0,possessive,17,aunt,0.5786892771720886
6,0,possessive,18,heart,0.5743297338485718
6,0,possessive,19,arm,0.5607821345329285
6,0,possessive,20,way,0.5530805587768555
6,0,possessive,21,death,0.5517453551292419
6,0,possessive,22,skin,0.5429767966270447
6,0,possessive,23,son,0.5404185056686401
6,0,possessive,24,brother,0.5369265675544739
6,0,possessive,25,name,0.5278181433677673
6,0,possessive,26,shoulder,0.526928186416626
