n_personas,persona,role,rank,word,weight
13,0,agent,1,said,1.2178897857666016
13,0,agent,2,had,0.7677334547042847
13,0,agent,3,looked,0.7262149453163147
13,0,agent,4,asked,0.712371289730072
13,0,agent,5,know,0.6698743104934692
13,0,agent,6,thought,0.6482524871826172
13,0,agent,7,felt,0.6231057047843933
13,0,agent,8,have,0.6095197796821594
13,0,agent,9,saw,0.5872939229011536
13,0,agent,10,wanted,0.5347767472267151
13,0,agent,11,see,0.5313817858695984
13,0,agent,12,think,0.5246952176094055
13,0,agent,13,came,0.5168465375900269
13,0,agent,14,sat,0.48874545097351074
13,0,agent,15,want,0.4738403558731079
13,0,agent,16,do,0.4626125693321228
13,0,agent,17,left,0.44691869616508484
13,0,agent,18,say,0.4406362473964691
13,0,agent,19,feel,0.4373411238193512
13,0,agent,20,got,0.4352468252182007
13,0,agent,21,put,0.4252391755580902
13,0,agent,22,go,0.4249489903450012
13,0,agent,23,come,0.40639185905456543
13,0,agent,24,stood,0.4008825421333313
13,0,agent,25,going,0.3954179883003235
13,0,agent,26,get,0.3699255883693695
13,0,agent,27,tell,0.3660009801387787
13,0,agent,28,let,0.3553644120693207
13,0,agent,29,take,0.34152135252952576
13,0,agent,30,remember,0.3219946026802063
13,0,agent,31,hear,0.3142032325267792
13,0,agent,32,understand,0.30604034662246704
13,0,agent,33,look,0.3011651933193207
13,0,agent,34,like,0.29984182119369507
13,0,agent,35,make,0.2641221582889557
13,0,agent,36,read,0.24959953129291534
13,0,agent,37,spoke,0.24585749208927155
13,0,agent,38,need,0.2365240752696991
13,0,agent,39,mean,0.23602288961410522
13,0,agent,40,ask,0.22660619020462036
13,0,agent,41,become,0.21224816143512726
13,0,agent,42,leave,0.21002525091171265
13,0,agent,43,find,0.19563579559326172
13,0,agent,44,help,0.1950356811285019
13,0,agent,45,gone,0.19281700253486633
13,0,agent,46,try,0.18331417441368103
13,0,agent,47,sitting,0.16912879049777985
13,0,agent,48,believe,0.16519883275032043
13,0,agent,49,arrived,0.16459056735038757
13,0,agent,50,lay,0.16421076655387878
13,0,patient,1,tell,0.8984273076057434
13,0,patient,2,see,0.7839544415473938
13,0,patient,3,asked,0.7101004123687744
13,0,patient,4,take,0.5950519442558289
13,0,patient,5,saw,0.5439614653587341
13,0,patient,6,help,0.4993295967578888
13,0,patient,7,ask,0.4917636215686798
13,0,patient,8,thank,0.4790765941143036
13,0,patient,9,find,0.4764987826347351
13,0,patient,10,left,0.47076499462127686
13,0,patient,11,love,0.4628257751464844
13,0,patient,12,keep,0.4537072777748108
13,0,patient,13,put,0.43892258405685425
13,0,patient,14,get,0.43812012672424316
13,0,patient,15,know,0.4185449182987213
13,0,patient,16,call,0.36454811692237854
13,0,patient,17,hurt,0.3235991299152374
13,0,patient,18,gone,0.32037895917892456
13,0,patient,19,asking,0.30912864208221436
13,0,patient,20,watching,0.29837697744369507
13,0,patient,21,bring,0.2908734679222107
13,0,patient,22,meet,0.2741186320781708
13,0,patient,23,stop,0.2733572721481323
13,0,patient,24,leave,0.2706863284111023
13,0,patient,25,married,0.24958369135856628
13,0,patient,26,kiss,0.2341211885213852
13,0,patient,27,kill,0.22431886196136475
13,0,patient,28,leaving,0.21779248118400574
13,0,patient,29,remind,0.19525501132011414
13,0,patient,30,visit,0.1911388784646988
13,0,patient,31,let,0.18898187577724457
13,0,patient,32,pull,0.1684972643852234
13,0,patient,33,show,0.15940897166728973
13,0,patient,34,remember,0.15417583286762238
13,0,patient,35,got,0.15134230256080627
13,0,patient,36,hold,0.14813703298568726
13,0,patient,37,join,0.14629672467708588
13,0,patient,38,protect,0.1443348526954651
13,0,patient,39,believe,0.14300093054771423
13,0,patient,40,want,0.13571152091026306
13,0,patient,41,forgive,0.1343725174665451
13,0,patient,42,trust,0.1321549415588379
13,0,patient,43,touch,0.12578433752059937
13,0,patient,44,send,0.1223582997918129
13,0,patient,45,force,0.11613202095031738
13,0,patient,46,throw,0.110478974878788
13,0,patient,47,push,0.10339051485061646
13,0,patient,48,give,0.09722761809825897
13,0,patient,49,distract,0.09098097681999207
13,0,patient,50,hear,0.08926931023597717
13,0,possessive,1,face,0.8887020349502563
13,0,possessive,2,mother,0.8748898506164551
13,0,possessive,3,head,0.8716908097267151
13,0,possessive,4,hand,0.7818776369094849
13,0,possessive,5,hair,0.7391844391822815
13,0,possessive,6,voice,0.7141962647438049
13,0,possessive,7,father,0.6981208324432373
13,0,possessive,8,husband,0.6919448375701904
13,0,possessive,9,life,0.6853209733963013
13,0,possessive,10,mouth,0.6013693809509277
13,0,possessive,11,sister,0.5745541453361511
13,0,possessive,12,daughter,0.5566384792327881
13,0,possessive,13,room,0.5520318150520325
13,0,possessive,14,body,0.5426648855209351
13,0,possessive,15,mind,0.541487991809845
13,0,possessive,16,heart,0.5056481957435608
13,0,possessive,17,family,0.4935724437236786
13,0,possessive,18,son,0.48305743932724
13,0,possessive,19,way,0.4782995283603668
13,0,possessive,20,arm,0.47504913806915283
13,0,possessive,21,name,0.4350564479827881
13,0,possessive,22,bed,0.41693925857543945
13,0,possessive,23,skin,0.4161009192466736
13,0,possessive,24,death,0.4031967520713806
13,0,possessive,25,own,0.39906346797943115
13,0,possessive,26,chest,0.39460310339927673
13,0,possessive,27,shoulder,0.3909461796283722
13,0,possessive,28,neck,0.3840375542640686
13,0,possessive,29,cheek,0.38087767362594604
13,0,possessive,30,grandmother,0.3799761235713959
13,0,possessive,31,brother,0.37861374020576477
13,0,possessive,32,aunt,0.3753824532032013
13,0,possessive,33,back,0.3729449510574341
13,0,possessive,34,mom,0.36799290776252747
13,0,possessive,35,uncle,0.3638869822025299
13,0,possessive,36,friend,0.36275291442871094
13,0,possessive,37,phone,0.3535540997982025
13,0,possessive,38,apartment,0.3503137230873108
13,0,possessive,39,gaze,0.33828818798065186
13,0,possessive,40,throat,0.3329383134841919
13,0,possessive,41,dress,0.33206596970558167
13,0,possessive,42,stomach,0.32878437638282776
13,0,possessive,43,forehead,0.2952151894569397
13,0,possessive,44,home,0.29516154527664185
13,0,possessive,45,nose,0.28966936469078064
13,0,possessive,46,surprise,0.28209197521209717
13,0,possessive,47,side,0.2780696749687195
13,0,possessive,48,dad,0.27259284257888794
13,0,possessive,49,work,0.26719316840171814
13,0,possessive,50,breath,0.25691670179367065
13,0,predicative,1,sure,0.6056686043739319
13,0,predicative,2,sorry,0.5580138564109802
13,0,predicative,3,girl,0.516961395740509
13,0,predicative,4,happy,0.5103456974029541
13,0,predicative,5,right,0.4856109321117401
13,0,predicative,6,afraid,0.4713236391544342
13,0,predicative,7,old,0.4114241600036621
13,0,predicative,8,tired,0.37542924284935
13,0,predicative,9,beautiful,0.36969059705734253
13,0,predicative,10,good,0.33895453810691833
13,0,predicative,11,child,0.3086394667625427
13,0,predicative,12,ready,0.3010900020599365
13,0,predicative,13,busy,0.2982099950313568
13,0,predicative,14,woman,0.2884202003479004
13,0,predicative,15,aware,0.2748214304447174
13,0,predicative,16,angry,0.2710028290748596
13,0,predicative,17,fine,0.2534216344356537
13,0,predicative,18,dead,0.25238877534866333
13,0,predicative,19,mother,0.23921935260295868
13,0,predicative,20,person,0.23342210054397583
13,0,predicative,21,sick,0.22640812397003174
13,0,predicative,22,sister,0.20809565484523773
13,0,predicative,23,lucky,0.20324201881885529
13,0,predicative,24,alone,0.19850872457027435
13,0,predicative,25,pregnant,0.19586843252182007
13,0,predicative,26,close,0.1870543360710144
13,0,predicative,27,nervous,0.18469886481761932
13,0,predicative,28,part,0.18089324235916138
13,0,predicative,29,asleep,0.17334529757499695
13,0,predicative,30,daughter,0.1435409039258957
13,0,predicative,31,man,0.13828003406524658
13,0,predicative,32,proud,0.12102992087602615
13,0,predicative,33,hungry,0.11574242264032364
13,0,predicative,34,free,0.1135452464222908
13,0,predicative,35,friend,0.10513870418071747
13,0,predicative,36,wrong,0.10460422933101654
13,0,predicative,37,scared,0.07921046018600464
13,0,predicative,38,awake,0.06218692660331726
13,0,predicative,39,determined,0.05798599496483803
13,0,predicative,40,well,0.05298727750778198
13,0,predicative,41,servant,0.04762812703847885
13,0,predicative,42,wife,0.046969398856163025
13,0,predicative,43,interested,0.0463450588285923
13,0,predicative,44,ill,0.03888806700706482
13,0,predicative,45,anxious,0.03805887699127197
13,0,predicative,46,upset,0.03604768216609955
13,0,predicative,47,teacher,0.03540409356355667
13,0,predicative,48,kind,0.032019127160310745
13,0,predicative,49,overwhelmed,0.029212838038802147
13,0,predicative,50,ﬁne,0.027401242405176163
13,1,agent,1,said,1.2198528051376343
13,1,agent,2,had,0.8231739401817322
13,1,agent,3,looked,0.7323954105377197
