model,persona,role,rank,word,weight
P4,0,agent,1,contribution,1.0033683776855469
P4,0,agent,2,cop,0.9953498244285583
P4,0,agent,3,core,0.9268280267715454
P4,0,agent,4,contribute,0.8998163938522339
P4,0,agent,5,correspondence,0.748930811882019
P4,0,agent,6,corrupt,0.7457505464553833
P4,0,agent,7,copper,0.7435086369514465
P4,0,agent,8,commitment,0.7202025651931763
P4,0,agent,9,convince,0.6960268616676331
P4,0,agent,10,cave,0.6747586131095886
P4,0,agent,11,come,0.6334902048110962
P4,0,agent,12,backache,0.6138138175010681
P4,0,agent,13,confession,0.6008299589157104
P4,0,agent,14,cappuccino,0.5961235165596008
P4,0,agent,15,commotion,0.5740383267402649
P4,0,agent,16,afecte,0.554599404335022
P4,0,agent,17,collect,0.5517998933792114
P4,0,agent,18,compartment,0.5418230891227722
P4,0,agent,19,compel,0.5204203128814697
P4,0,agent,20,coolie,0.5200718641281128
P4,0,agent,21,bemoan,0.4895022511482239
P4,0,agent,22,captivity,0.48560166358947754
P4,0,agent,23,contemplate,0.4782293438911438
P4,0,agent,24,computer,0.47508174180984497
P4,0,agent,25,correct,0.45791348814964294
P4,0,agent,26,came,0.45560577511787415
P4,0,agent,27,blend,0.44760751724243164
P4,0,agent,28,bowl,0.44462284445762634
P4,0,agent,29,chemise,0.44342249631881714
P4,0,agent,30,conciliatory,0.4424018859863281
P4,0,agent,31,compliment,0.43735116720199585
P4,0,agent,32,bodysurfe,0.4158763587474823
P4,0,agent,33,chomp,0.40974679589271545
P4,0,agent,34,convalescence,0.4035501182079315
P4,0,agent,35,clench,0.39855727553367615
P4,0,agent,36,consciousness,0.39108699560165405
P4,0,agent,37,bell,0.3897212743759155
P4,0,agent,38,appetite,0.3845061957836151
P4,0,agent,39,care,0.3800926208496094
P4,0,agent,40,consider,0.3686865568161011
P4,0,agent,41,breaststroke,0.36542847752571106
P4,0,agent,42,clutch,0.36327382922172546
P4,0,agent,43,book,0.36055225133895874
P4,0,agent,44,belief,0.3603081703186035
P4,0,agent,45,clever,0.3602229058742523
P4,0,agent,46,body,0.35488778352737427
P4,0,agent,47,break,0.3540489971637726
P4,0,agent,48,congratulate,0.3500967025756836
P4,0,agent,49,conﬁne,0.3488394618034363
P4,0,agent,50,conversation,0.347435861825943
P4,0,patient,1,copper,1.1762722730636597
P4,0,patient,2,core,1.0255191326141357
P4,0,patient,3,contribute,0.9820752739906311
P4,0,patient,4,convince,0.9368190765380859
P4,0,patient,5,contribution,0.8371964693069458
P4,0,patient,6,cop,0.8189026117324829
P4,0,patient,7,conscience,0.7285803556442261
P4,0,patient,8,captivity,0.6870629787445068
P4,0,patient,9,coolie,0.6804490685462952
P4,0,patient,10,companion,0.5898987650871277
P4,0,patient,11,confront,0.5326265096664429
P4,0,patient,12,compliment,0.5231030583381653
P4,0,patient,13,cook,0.522193193435669
P4,0,patient,14,convert,0.5166832208633423
P4,0,patient,15,contain,0.5151926279067993
P4,0,patient,16,comb,0.5004109144210815
P4,0,patient,17,confused,0.4964587986469269
P4,0,patient,18,commotion,0.46842750906944275
P4,0,patient,19,correct,0.46050137281417847
P4,0,patient,20,consolidate,0.446533739566803
P4,0,patient,21,confuse,0.4369943141937256
P4,0,patient,22,content,0.4317165017127991
P4,0,patient,23,come,0.40419068932533264
P4,0,patient,24,cave,0.379839688539505
P4,0,patient,25,coat,0.3636939227581024
P4,0,patient,26,collar,0.36252927780151367
P4,0,patient,27,circulation,0.3470316231250763
P4,0,patient,28,awe,0.29334011673927307
P4,0,patient,29,cleanse,0.2897201180458069
P4,0,patient,30,comrade,0.2824135720729828
P4,0,patient,31,chick,0.280503511428833
P4,0,patient,32,consult,0.27224984765052795
P4,0,patient,33,commit,0.26791882514953613
P4,0,patient,34,contrive,0.2674294412136078
P4,0,patient,35,collapse,0.2661447525024414
P4,0,patient,36,control,0.2626364529132843
P4,0,patient,37,complexity,0.2614384591579437
P4,0,patient,38,color,0.2595621347427368
P4,0,patient,39,cling,0.2588828206062317
P4,0,patient,40,check,0.25877997279167175
P4,0,patient,41,convalescence,0.25181031227111816
P4,0,patient,42,coerce,0.25007176399230957
P4,0,patient,43,checklist,0.24659588932991028
P4,0,patient,44,cocktail,0.2441740185022354
P4,0,patient,45,belonging,0.23740117251873016
P4,0,patient,46,commend,0.23671898245811462
P4,0,patient,47,cola,0.23378188908100128
P4,0,patient,48,clamp,0.23007693886756897
P4,0,patient,49,affront,0.22575557231903076
P4,0,patient,50,clamor,0.2248516082763672
P4,1,agent,1,convenience,1.2220823764801025
P4,1,agent,2,cooking,0.9760311245918274
P4,1,agent,3,copybook,0.5714934468269348
P4,1,agent,4,copper,0.5634364485740662
P4,1,agent,5,contain,0.5260788202285767
P4,1,agent,6,charge,0.5247436165809631
P4,1,agent,7,concerned,0.5030077695846558
P4,1,agent,8,announce,0.40574365854263306
P4,1,agent,9,become,0.40154632925987244
P4,1,agent,10,click,0.39228492975234985
P4,1,agent,11,conﬁdence,0.3644959032535553
P4,1,agent,12,corrupt,0.3406948447227478
P4,1,agent,13,conﬁrme,0.3325938880443573
P4,1,agent,14,clutch,0.3279864192008972
P4,1,agent,15,content,0.3185230791568756
P4,1,agent,16,abduct,0.29508867859840393
P4,1,agent,17,conversation,0.294588178396225
P4,1,agent,18,congratulation,0.2936058044433594
P4,1,agent,19,connection,0.28402119874954224
P4,1,agent,20,conﬁde,0.2751438021659851
P4,1,agent,21,correct,0.2746696174144745
P4,1,agent,22,company,0.26179537177085876
P4,1,agent,23,consist,0.26044711470603943
P4,1,agent,24,competence,0.25233182311058044
P4,1,agent,25,consultant,0.2455102652311325
P4,1,agent,26,clue,0.2407943308353424
P4,1,agent,27,confound,0.24005970358848572
P4,1,agent,28,attach,0.23131027817726135
P4,1,agent,29,copy,0.2205478996038437
P4,1,agent,30,attraction,0.21893449127674103
P4,1,agent,31,confer,0.2133471965789795
P4,1,agent,32,contribute,0.21152645349502563
P4,1,agent,33,communiqué,0.2048228532075882
P4,1,agent,34,concede,0.2046850472688675
P4,1,agent,35,conscience,0.2028689831495285
P4,1,agent,36,butt,0.20025965571403503
P4,1,agent,37,commit,0.19265525043010712
P4,1,agent,38,black,0.1819242388010025
P4,1,agent,39,bundle,0.17975622415542603
P4,1,agent,40,convalescence,0.17633485794067383
P4,1,agent,41,calf,0.17346590757369995
P4,1,agent,42,comb,0.17075605690479279
P4,1,agent,43,console,0.16945089399814606
P4,1,agent,44,conceal,0.1688167005777359
P4,1,agent,45,collide,0.16736452281475067
P4,1,agent,46,clink,0.16670680046081543
P4,1,agent,47,client,0.16526025533676147
P4,1,agent,48,begging,0.16516560316085815
P4,1,agent,49,compose,0.1645871251821518
P4,1,agent,50,concentration,0.15965081751346588
P4,1,patient,1,copper,0.5914006233215332
P4,1,patient,2,cooking,0.4337531328201294
P4,1,patient,3,corner,0.4104832410812378
P4,1,patient,4,convenience,0.3315207362174988
P4,1,patient,5,conscience,0.3256303668022156
P4,1,patient,6,coddle,0.3164556324481964
P4,1,patient,7,connection,0.3095020651817322
P4,1,patient,8,convince,0.30246371030807495
P4,1,patient,9,contribute,0.28735658526420593
P4,1,patient,10,concerned,0.2535077631473541
P4,1,patient,11,correct,0.25106894969940186
P4,1,patient,12,conserve,0.24305382370948792
P4,1,patient,13,content,0.21042339503765106
P4,1,patient,14,cook,0.19685205817222595
P4,1,patient,15,cappuccino,0.1807592660188675
P4,1,patient,16,commit,0.17509037256240845
P4,1,patient,17,conﬁde,0.16215014457702637
P4,1,patient,18,clutch,0.16170357167720795
P4,1,patient,19,copy,0.1602434366941452
P4,1,patient,20,balk,0.15684622526168823
P4,1,patient,21,comrade,0.148103266954422
P4,1,patient,22,confer,0.14244955778121948
P4,1,patient,23,clue,0.14239352941513062
P4,1,patient,24,companion,0.14170704782009125
P4,1,patient,25,clothe,0.1405773162841797
P4,1,patient,26,coolie,0.13724704086780548
P4,1,patient,27,come,0.13582991063594818
P4,1,patient,28,choke,0.13089987635612488
P4,1,patient,29,assault,0.11839280277490616
