word,cluster
asleep,204
aspect,183
aspire,154
ass,22
assail,227
assailant,187
assault,96
assemble,195
assert,55
assess,195
assessment,150
asset,37
assign,114
assignment,243
assist,218
assistant,73
associate,73
association,146
assume,48
assumption,132
assurance,136
assure,126
asthma,89
astonish,28
astonishment,137
astound,45
ate,40
atone,91
atrocity,91
attach,126
attachment,84
attack,126
attacker,21
attain,20
attempt,20
attend,126
attendance,148
attendant,73
attention,196
attire,136
attitude,136
attorney,251
attract,126
attraction,180
attractive,153
attribute,86
attune,238
audacity,127
audience,233
audition,148
aunt,78
auntie,24
auricle,222
austine,111
aute,68
authority,243
authorize,155
auttere,45
available,1
avenge,126
avert,129
avoid,126
await,20
awake,204
awaken,41
awakening,40
award,51
aware,42
awareness,84
awe,137
awkward,153
awkwardness,14
awry,29
aﬀord,54
aﬄicte,54
ba,88
baba,123
babble,9
baby,22
babysat,197
back,165
backache,95
background,202
backhand,19
backing,183
backpack,124
backside,20
backtrack,206
backwards,165
bad,125
badger,123
baffle,15
bag,22
baggage,196
baguette,249
bait,196
bake,189
bakehouse,189
balance,136
balcony,180
balk,95
ball,123
balm,95
band,30
bandage,89
bandanna,19
bang,250
banish,247
bank,168
banker,89
bankrupt,233
banquet,105
bao,64
baobei,50
bar,3
barb,95
barbies,128
bare,134
bargain,236
bargaining,119
barge,46
bark,250
barrack,77
barrel,123
barrenness,79
base,3
bask,95
basket,171
bat,123
bath,241
bathe,154
bathroom,168
bathtub,178
batter,42
battery,33
battle,156
bawl,9
be,90
bead,95
beam,165
bear,165
bearing,49
beat,224
beautiful,125
beauty,18
beck,5
beckon,111
become,90
bed,204
bedcover,110
bedding,178
bedmate,166
bedpost,178
bedraggle,26
bedroom,241
bedsheet,178
bedside,13
bedtime,178
beep,234
beer,156
befall,66
before,236
befriend,67
befuddle,142
beg,21
begging,18
begin,90
begrudge,145
behalf,20
behave,126
behavior,243
behaviour,6
behold,40
being,88
belch,95
belief,84
believe,90
believer,40
belittle,95
bell,105
bellow,95
belly,88
belong,40
belonging,40
belt,171
bemoan,197
bemuse,45
bend,165
benefactor,6
benefit,169
beneﬁt,226
beneﬁte,226
bent,165
berate,197
bereavement,185
berth,169
beseech,129
bess,197
best,253
bestow,74
bet,236
betray,134
betrayal,229
betroth,63
betrothal,63
betrothed,63
beverage,156
bewilder,145
bicycle,240
bid,126
bidding,88
bike,240
bikini,156
bikinis,77
bill,209
billfold,166
bind,126
binding,88
biographer,73
birth,253
birthdate,24
birthday,105
birthmark,246
bit,22
bite,231
bitterness,121
black,2
blackberry,60
blackmail,146
bladder,171
blade,5
blame,121
blanch,95
blank,7
blanket,241
blankly,42
blather,15
blazer,32
bleach,93
bleed,103
bleeding,18
blend,196
bless,186
blessing,88
blight,91
blind,42
blindfold,110
blindness,87
blink,165
blister,222
block,3
blog,109
blond,190
blood,242
bloodline,106
bloodstream,246
blossom,88
blotter,222
blouse,120
blow,88
bluf,252
bluff,11
blurt,102
blush,95
bluster,142
boar,237
board,146
boardinghouse,189
boast,34
bob,78
bodice,32
body,22
bodyguard,73
bodysurfe,44
boil,3
boldness,94
bolino,197
bolt,165
bombard,112
bond,120
bone,82
bonesetter,111
bonus,218
book,105
bookcase,178
bookkeeper,166
bookshelf,178
boom,250
boot,88
bore,233
boredom,6
borrow,126
bosom,15
boss,22
bot,200
bother,88
bottle,22
bottom,101
boudoir,68
bounce,165
bound,21
boundary,161
boundless,248
bout,65
bow,165
bowl,88
box,3
boy,78
boyfriend,162
boyish,10
bra,88
brace,171
bracelet,82
brag,9
braid,196
brain,161
branch,161
brand,123
bravado,127
brave,136
brazen,15
break,3
breakfast,241
breaking,88
breakup,183
breast,82
breastbone,246
breaststroke,190
breath,224
breathe,224
breathing,224
brew,171
bribe,169
bride,134
bridegroom,67
brieay,144
brief,156
briefcase,169
briefly,236
brighten,95
brightness,11
brilliance,11
bring,103
bristle,15
british,75
broach,74
broaden,19
broil,197
brokenhearte,91
brood,176
brooding,153
brotgewürz,252
broth,197
brother,162
brow,0
browse,41
bruise,20
brush,58
brushstroke,140
bubble,88
buck,13
bucket,88
buckle,233
bud,171
buddy,78
buffet,183
bug,88
build,101
building,8
bullet,123
bully,153
bump,88
bun,123
bundle,46
bunk,13
bunkmate,166
buoy,74
burden,3
burial,105
burn,103
burning,186
burp,9
burrow,1
burst,88
bury,169
business,37
bustle,10
busy,153
butt,88
butter,171
butterfly,161
buttock,19
button,33
buy,55
buzz,88
bypass,20
cab,5
cabin,13
cabinet,139
cable,60
cache,114
cackle,17
café,180
cage,184
cajole,142
cake,241
calculate,114
calf,49
call,103
calligraphy,212
calm,70
calyx,1
came,81
camera,223
camisole,110
camp,253
campaign,209
can,90
cancel,148
candidate,139
candor,74
candy,5
cane,13
canine,42
canvas,2
cap,161
capacity,161
cape,183
capital,148
cappuccino,118
captain,8
captivate,248
captivity,161
captor,95
capture,161
car,25
card,139
care,70
career,59
careful,236
carelessness,94
caress,236
carp,237
carpet,2
carriage,13
carriagemate,166
carrot,120
carry,126
cart,123
carve,128
case,46
casket,105
cassoulet,68
cast,30
castle,180
casual,153
cat,13
catalog,199
catalogue,199
catch,233
catchphrase,193
cater,236
catty,142
cause,126
caution,31
cautious,40
cave,60
cavern,40
cd,80
cease,126
ceiling,236
ceilingward,248
celebrate,103
cell,253
cello,107
cement,89
center,253
centimeter,1
cereal,156
ceremony,105
certificate,161
certiﬁcate,226
chablis,68
chagrin,34
chain,165
chair,237
chairman,73
chaise,77
challenge,3
champagne,156
champion,175
chance,22
change,148
channel,33
chant,103
chap,68
chaperon,111
chaperone,111
character,30
characteristic,132
charcoal,2
charge,3
charm,119
chart,218
chase,5
chasing,88
chastise,34
chat,33
chatter,196
cheat,171
check,103
checkerboard,62
checklist,95
cheek,82
cheekbone,246
cheer,176
cheerfulness,10
chef,123
chemise,110
cheongsam,50
cherish,41
chest,82
chew,88
chic,128
chick,171
chickene,248
chide,238
chief,8
child,30
childhood,105
chill,13
chime,15
chin,13
chinese,71
chineseness,50
chip,5
chocolate,78
choice,105
choke,165
chomp,128
choose,55
chop,7
chopstick,128
chore,19
chortle,142
christmas,241
chuck,5
chuckle,0
church,75
churchgoing,105
churn,15
cigarette,241
circle,171
circuit,25
circulate,222
circulation,161
circumstance,40
cite,109
citizenship,139
city,148
cityscape,206
clack,234
claim,46
clamber,26
clamor,74
clamp,41
clap,250
clarify,147
clarity,105
clasp,190
class,253
classic,156
classmate,183
classroom,30
clavicle,222
claw,134
clawing,15
clean,58
cleanse,155
clear,165
cleavage,19
cleaver,111
clench,165
clever,40
cleverness,94
click,109
client,30
climax,157
climb,114
cling,128
clinic,156
clink,234
clip,7
clipboard,166
clock,186
close,70
closeness,88
closet,49
cloth,196
clothe,248
clothilde,166
clothing,241
cloud,11
club,25
cluck,234
clue,22
clump,95
clumsy,20
clung,49
clusburtson,45
clutch,46
clutched,40
coach,59
coat,13
coax,15
cock,157
cocktail,156
cocoon,1
coddle,19
code,3
coerce,155
cofee,45
coffee,241
coffin,233
coin,169
cola,156
collaborate,114
collapse,243
collar,88
collarbone,13
colleague,233
collect,3
collection,209
collide,128
collude,45
colonize,155
color,2
coloring,196
comatose,10
comb,200
combat,243
combing,201
come,231
comfort,35
comfortable,70
comforter,110
coming,186
command,8
commend,208
comment,96
commission,146
commit,126
commitment,136
commodity,37
commotion,40
communicate,195
communiqué,68
communist,89
companion,177
company,123
compare,86
compartment,89
compatriot,67
compel,155
compendium,227
compensate,233
compete,195
competence,136
compile,12
complain,46
complaint,96
complement,132
complete,109
complex,169
complexion,42
complexity,150
compliment,236
comply,20
compose,195
composure,136
comprehend,196
compromise,136
computer,168
comrade,13
conceal,49
concede,12
conceive,187
concentrate,231
concentration,6
concern,229
concerned,96
conciliatory,127
conclude,48
conclusion,105
concubine,67
concur,170
condition,3
confer,181
confess,43
confession,84
confide,41
confidence,28
confine,154
confirm,195
confound,45
confront,183
confrontation,243
confuse,196
confused,137
confusion,229
congratulate,85
congratulation,85
connect,103
connection,196
connoisseur,68
conquer,126
conscience,84
conscious,136
consciousness,84
consent,84
conserve,88
consider,90
consist,46
consolation,117
console,89
consolidate,89
constant,132
constipate,170
constitute,49
constitution,8
consult,177
consultant,73
consume,126
contact,31
contain,46
contemplate,41
contemporary,146
content,135
continue,90
contort,19
contract,30
contraction,70
contradict,170
contradiction,243
contribute,114
contribution,139
contrive,170
control,195
convalescence,185
convenience,88
conversation,196
converse,120
convert,46
convey,46
conviction,122
convince,6
conﬁde,226
conﬁdence,23
conﬁne,226
conﬁrme,226
coo,131
cook,156
cooking,168
cool,125
coolie,128
coolness,10
cooperate,43
cooperation,146
cop,22
cope,183
copper,2
copy,177
copybook,44
cordone,249
core,171
corner,223
correct,101
correspondence,51
corrupt,122
corruption,122
cosmetic,42
cost,161
costar,95
costume,30
cot,46
coterie,68
couch,168
cough,186
could,81
counsel,251
counselor,13
count,22
counter,3
countersignature,170
counting,186
country,158
countryman,24
coupon,45
courage,190
couriere,95
course,7
court,96
courtesy,119
courtyard,180
cousin,78
cover,103
coverall,19
cowardice,94
cower,111
coworker,189
coy,131
coﬀee,54
crack,250
cradle,88
craft,11
cram,41
crane,196
crash,250
crave,41
crawl,40
crazy,134
cream,171
create,55
creation,84
creature,196
credit,37
creep,40
crib,77
crime,122
criminal,122
crimson,2
cringe,34
cripple,142
crisscross,102
critic,146
criticism,135
criticize,155
critique,139
croak,17
crook,156
cross,123
crotch,88
crouch,165
crow,156
crown,88
cruelty,18
crumble,41
crumple,116
crumpled,13
crusade,183
crush,233
crust,196
crutch,142
cruzin,238
cry,214
crying,214
cubby,111
cuddle,194
cue,7
cuff,20
cultivate,130
culture,99
cunt,34
cup,59
cups,88
curb,88
cure,171
curfew,77
curiosity,119
curiously,137
curl,33
currency,51
curriculum,161
curse,186
curt,13
curtain,223
curtsy,193
curve,243
custom,237
customer,30
customize,128
customline,154
cut,109
cuticle,1
cv,237
cycle,3
cycling,240
dab,197
dabble,9
dad,78
daddy,78
dagger,241
damage,89
damn,138
dampen,41
dance,225
dancer,225
dancing,225
dangle,26
dare,134
dares,91
daring,40
darling,78
dart,183
dash,88
date,218
daub,197
daughter,162
dawdle,26
day,105
daybe,154
daydream,206
daze,20
dazzle,128
deaate,83
dead,167
deal,236
dealer,196
dean,196
dear,105
death,105
deathbed,10
debate,135
debt,37
decade,11
decamp,45
decant,95
decare,154
deceive,203
deception,84
decide,90
decision,96
declaration,46
declare,55
decline,161
dedicate,12
dedication,146
deed,119
deem,197
deepen,41
defeat,126
defect,46
defend,195
defender,179
defense,96
defiance,119
defile,154
define,48
deflate,154
deflect,191
defloration,222
deflower,111
deformity,172
defy,102
degrade,41
degree,209
delay,161
delete,187
deliberate,20
delight,137
delirium,100
deliver,126
delivery,196
delve,95
demand,3
demean,128
demeanor,136
demise,233
democracy,84
demon,22
demonstrate,46
demur,128
den,49
denial,119
denounce,155
denunciate,170
deny,126
depart,96
department,8
departure,105
depend,132
dependence,6
depict,195
deport,12
deposit,96
depress,83
depressed,42
deprive,254
descend,126
descent,96
describe,195
description,199
desert,161
deserve,88
design,150
desire,157
desk,168
deskmate,166
despair,229
despaired,248
desperation,229
despise,254
despondency,127
destination,31
destine,45
destiny,78
destroy,103
destruction,242
detach,102
detachment,237
detain,247
detect,21
deter,233
determination,136
determine,195
determined,21
detest,41
detonate,164
detour,128
devastate,39
devastation,229
develop,195
developing,195
development,99
deviate,155
deviation,169
device,243
devise,128
devote,46
devotion,59
devour,247
deﬁance,23
deﬁe,226
deﬁlement,23
deﬂecte,45
diagnose,172
diagnosis,161
dial,33
dialect,217
diaper,93
diary,105
dice,169
dick,171
dictate,170
dictionary,177
die,103
difference,51
dig,49
digest,114
dignify,206
dignity,136
diminish,66
din,176
dinner,241
dip,237
direct,243
direction,243
directory,177
disabuse,170
disadvantaged,42
disagree,46
disappear,126
disappearance,20
disappoint,27
disappointment,229
disapproval,13
disapprove,27
disarm,155
disassociate,52
disastrous,21
disbelief,137
discard,112
discern,39
discharge,161
discipline,31
disclose,46
discomfort,119
disconnect,191
discontent,6
discourage,21
discover,195
discovery,199
discuss,195
discussion,243
disdain,35
disease,161
disembark,39
disembarking,193
disengage,170
disgrace,20
disguise,20
disgust,229
dish,88
dishonor,66
disinter,45
dislike,35
dismantle,39
dismay,137
dismiss,236
disobey,254
disorient,92
disown,254
disparage,187
dispatch,233
dispense,98
display,55
displease,27
displeasure,49
disposal,89
disregard,6
disrespect,133
dissolve,196
dissuade,27
distance,243
distaste,198
distinguish,233
distract,196
distraction,119
distraught,42
distress,186
distribute,114
district,253
distrust,229
disturb,20
disﬁgure,23
disﬁgurement,23
ditch,5
divert,147
division,51
divorce,162
divulge,98
dizzy,7
do,81
doctor,30
document,161
dodge,250
dog,241
doing,119
dois,187
doll,88
dollar,169
domain,109
dominate,21
don,90
doodle,9
doom,134
door,223
doorbell,40
doorframe,178
doorstep,20
doorway,88
dope,142
dorm,40
dormitory,21
dosage,248
dose,88
dossier,95
dot,49
dou,50
double,3
doubt,121
doubtful,42
douse,129
dove,88
down,40
downfall,233
download,51
downstair,111
dowry,223
doze,128
draft,8
drag,88
dragon,22
drain,40
drank,224
drape,19
draw,112
drawer,168
drawing,2
drawl,128
dread,229
dream,204
dredge,9
drench,144
dress,22
dresser,168
dressmaker,166
dribble,142
drift,196
drill,123
drink,103
drive,3
driver,30
driveway,13
drone,11
drool,34
droop,192
drop,165
dropping,88
drown,126
drowsiness,211
drum,61
dry,58
du,171
duck,165
duct,49
dudou,197
dull,42
dump,103
dumpling,142
dunno,95
dust,58
dutch,71
duty,136
dwell,126
dwindle,92
dye,58
e,49
eager,186
eagerness,10
eagle,156
ear,165
earbud,47
eardrum,47
earlobe,246
early,253
earn,114
earning,42
earplug,47
earring,47
earthness,79
ease,165
easel,44
easy,70
eat,103
eaten,88
eating,119
eavesdrop,142
echo,184
eczema,45
edfred,197
edge,171
edit,53
editor,146
educate,195
education,99
effect,46
effort,119
effortlessness,248
efort,83
egg,88
ego,119
either,139
eject,154
elaborate,7
elate,197
elation,28
elbow,82
elder,11
elect,195
elegance,28
element,132
elude,27
email,31
embark,233
embarrass,187
embarrassment,153
embellish,66
embezzle,187
embodiment,227
embrace,126
embroider,52
embroidery,80
emerge,183
emit,95
emotion,35
empathy,35
emperor,64
emphasize,49
employ,20
employee,73
employer,73
employment,99
empower,154
emptiness,229
empty,167
enable,126
enchantment,91
enclose,170
encounter,243
encourage,195
encouragement,6
end,4
endure,126
enemy,161
energy,243
enfold,91
engage,126
engagement,6
english,71
englishman,73
engross,41
engulf,102
enjoy,103
enjoyed,40
enjoyment,119
enlist,126
enough,186
enquire,98
enrage,68
enrol,83
enroll,237
enrollment,161
enshroud,91
enslave,145
ensure,61
enter,101
entertain,49
entertainer,73
entertaining,6
enthral,145
enthusiasm,137
entice,187
entire,11
entitle,170
entourage,196
entrance,180
entreaty,68
entrust,155
entry,109
enunciate,170
envelop,52
envious,10
envisage,170
envision,41
envy,229
equipment,80
equivocate,170
erase,103
eraser,111
err,129
errand,36
erupt,128
escape,3
escapee,77
escort,11
essay,146
essence,88
establish,195
estimate,169
estimation,139
etch,95
ethnicity,31
evacuate,195
evade,49
evening,105
evict,187
ex,49
exaggerate,66
exam,237
examine,195
example,86
exasperate,170
excel,46
exception,96
exchange,161
excite,181
excitement,137
exclaim,154
exclude,21
excursion,147
excuse,88
execute,55
executive,73
exercise,60
exert,181
exhale,83
exhaust,49
exhausted,153
exhibit,180
exhibition,139
exhilarate,45
exile,196
exist,126
existence,84
exit,3
expand,46
expect,126
expectation,20
expedition,209
expel,247
expend,12
expense,233
experience,114
experienced,21
expertise,136
explain,90
explanation,196
explode,250
exploration,177
explore,195
expose,183
expound,83
express,237
expression,0
expressionless,10
extend,46
extension,161
exterior,2
extract,177
extricate,16
exude,181
eye,82
eyeball,149
eyebrow,42
eyed,40
eyeglass,149
eyelash,149
eyelid,246
eyeliner,106
eyetooth,149
eﬀort,54
facade,180
face,22
factor,156
factory,123
fade,5
fail,21
failing,21
failure,101
faint,70
faith,84
fake,153
fall,105
falter,92
faltering,92
fame,161
family,253
famish,45
fan,22
fancy,88
fang,5
fantasize,141
fare,169
fascinate,41
fascination,137
fashion,156
fasten,248
fate,121
father,162
fathom,91
fatigue,6
fault,121
favor,88
favorite,88
favourite,109
fax,98
fear,229
fearless,183
feature,156
fecklessness,142
fee,169
feed,103
feeding,119
feel,219
feeling,196
feign,41
feint,102
felt,219
femininity,79
fence,60
fend,29
ferment,98
ferocity,79
ferry,60
fertile,42
festival,209
fetch,103
fever,229
fiancé,162
fictionalize,95
fiddle,107
fidget,15
field,99
fiend,74
fifth,190
fifty,176
fight,22
figure,3
file,109
fill,88
film,80
financial,37
find,55
fine,125
finger,82
fingernail,108
fingerprint,108
fingertip,108
fingertips,88
finish,61
fire,186
firm,70
first,253
firstborn,24
fish,60
fist,171
fit,88
fix,103
fixate,41
flag,232
flail,128
flank,82
flap,20
flash,250
flashlight,124
flat,42
flatten,19
flatter,19
flaw,20
fle,4
flee,126
flesh,119
flgge,144
flick,5
flight,177
flinch,0
fling,88
flip,165
flirt,153
flirtation,28
float,3
flock,233
flood,60
floor,241
flop,88
flounce,26
flourish,176
flow,243
flower,130
fluency,10
fluent,237
flush,7
fluster,252
flutter,40
flw,197
fly,126
foaming,95
focus,171
fold,171
folder,89
folk,196
follow,90
follower,49
fondness,10
food,241
fool,134
foot,88
footed,42
footfall,193
footing,49
footlocker,166
footprint,171
footstep,193
forbid,88
force,3
forearm,82
forefinger,246
forehead,13
foresee,154
foresight,10
forest,163
foreﬁnger,23
forfeit,187
forgave,206
forge,233
forget,103
forgive,121
forgiveness,84
forgo,154
forgot,186
fork,13
form,3
fortify,155
fortune,156
forty,176
forward,165
fountain,60
fox,25
fragility,127
fragrance,156
fragrant,104
frame,171
française,183
freak,88
freckle,116
free,3
freedom,84
freeze,171
french,71
frequent,42
fret,95
fridge,168
friend,22
friendship,84
frighten,74
frightened,137
fringe,42
frolic,95
front,165
frown,0
froze,40
frustrate,170
frustration,229
fry,147
fu,88
fuck,138
full,7
fullness,79
fumble,123
fume,45
function,132
fund,209
funeral,105
fur,241
furious,242
furnishing,189
furniture,168
fury,242
fuss,40
fussy,142
future,243
g,49
gabbe,197
gabble,9
gag,171
gain,114
gait,28
gall,183
gallery,180
gamble,169
gambler,111
game,22
gang,123
gap,169
garden,130
garment,20
gasp,137
gate,180
gather,103
gathering,196
gauge,161
gawk,17
gaze,236
gear,13
gender,31
general,8
generosity,136
generous,70
genital,143
genius,125
german,71
gesture,119
get,126
getting,88
ghost,22
gibe,215
giddiness,142
giddy,28
gift,241
giggle,0
gingerroot,144
girl,22
girlfriend,162
girlhood,166
girlishness,10
gist,45
gitane,249
gitanes,249
give,231
glance,0
glare,0
glass,241
glean,154
glee,97
gleefully,10
glide,165
glimpse,196
glinting,15
gloom,176
glory,134
gloss,177
glove,233
glow,11
glowed,40
glower,34
glue,6
gmail,187
go,231
goad,29
goal,179
gobble,9
god,138
goddaughter,67
going,88
gold,190
gone,40
good,125
goodbye,213
goodness,134
google,177
gorge,60
gossip,229
got,88
gouge,41
govern,195
government,99
gown,49
grab,165
grace,184
grade,253
graduate,209
graduation,161
grain,42
grammar,150
grandchild,24
granddad,24
granddaughter,162
grandfather,78
grandma,78
grandmother,78
grandniece,67
grandparent,24
grandson,162
grant,161
grape,123
grapple,15
grasp,165
gratify,206
gratitude,35
grave,105
graze,41
green,190
greet,88
greeting,13
grief,214
grievance,45
grieve,206
grill,147
grimace,0
grin,0
grind,224
grindstone,128
grip,165
grit,186
groan,186
grocery,6
groggily,211
groin,28
groom,20
grope,15
ground,101
groundwork,112
group,253
grow,126
growl,0
grudge,34
grumble,17
grunt,9
guard,3
guess,22
guest,73
guide,177
guilt,121
guilte,248
gullet,95
gulp,105
gum,156
gun,165
gush,152
gut,13
guzzle,192
habit,20
hack,177
hackle,1
had,81
hadn,81
haggle,29
hail,250
hair,205
hairbrush,106
haircut,106
hairline,106
hairstyle,106
hall,223
hallucinate,100
halt,250
hamper,111
hamstring,47
hand,82
handbag,178
handcuff,16
handed,88
handful,88
handicap,156
handing,196
handiwork,104
handkerchief,13
handle,126
handler,20
handmaid,166
handprint,246
handwriting,241
hang,103
hangout,77
happen,88
happiness,35
happy,153
harbor,180
hard,157
harden,123
hardworke,248
harm,126
harsh,11
harshness,94
harvest,156
haste,186
hasten,129
hat,165
hate,121
hatred,242
haughtiness,94
haul,186
haunch,26
haunt,20
have,90
hayami,215
hazard,11
haze,5
he,88
head,3
headache,229
headband,47
headboard,178
headdress,110
headfirst,187
headlong,102
headmistress,67
headphone,166
headquarter,67
headquarters,161
heal,126
health,99
heap,46
hear,219
hearing,40
heart,224
heartache,77
heartbeat,224
heartstring,145
heat,101
heave,113
heavy,70
heavyhandedness,94
heed,129
heel,3
height,2
heime,154
heir,196
helmet,31
help,103
helplessness,14
hemorrhage,172
heping,50
her,236
herb,130
herd,147
heritage,177
heroine,162
hesitance,14
hesitancy,14
hesitate,0
hesitation,119
hibernation,227
hiccup,17
hide,126
high,105
hike,233
himalayan,183
hint,88
hip,82
hire,3
hiss,176
history,99
hit,22
hitch,233
hitching,15
hoard,152
hoarse,186
hobble,9
hoist,77
hold,231
hole,109
holler,17
home,220
homeland,42
homesick,10
hometown,171
homework,88
honey,78
honk,234
honor,253
honour,146
hood,171
hoodie,32
hook,147
hop,123
hope,78
hopefulness,14
horizon,196
hork,152
horrify,227
horror,229
horse,240
hospitable,127
hospital,180
host,175
hostess,13
hostility,242
hotel,105
hound,88
hour,11
house,25
housedress,166
household,49
housekeeper,40
housekeeping,189
housemate,24
hover,95
howl,250
hua,64
huddle,194
huff,176
hug,250
hui,64
hulije,238
hum,176
humble,42
humiliate,66
humiliation,229
humor,121
hunch,216
hunger,157
hungry,186
hunt,103
hurl,17
hurry,250
hurt,214
hurtle,102
husband,162
hush,186
hustle,192
hydrangea,1
hyper,183
hypothesis,132
i,88
idea,196
identify,195
identity,132
identiﬁe,226
identiﬁer,226
idle,88
idolize,155
ignite,1
ignorance,119
ignore,236
ill,83
illness,161
image,243
imagination,196
imagine,90
imagining,196
imago,36
imbue,45
imitate,141
immaturity,227
immerse,141
immigrate,227
immobilize,52
impact,97
impatience,229
impatient,186
impede,66
impersonate,141
imploding,92
implore,27
imply,132
importance,161
important,253
impress,171
impressed,137
impression,237
impressive,125
imprison,181
imprisonment,161
improve,114
improvement,114
improvise,141
imprudence,127
impudence,94
impugn,129
impulse,119
in,83
inability,6
inaction,170
inadequacy,127
incapable,49
incapacitate,164
incense,2
inch,33
incision,143
incisor,72
inclination,237
incline,60
include,90
inclusion,147
income,37
incorporate,183
increase,114
incredulously,17
incriminating,66
independence,139
index,177
indicate,101
indignation,198
indispensable,127
indiﬀerence,54
induce,21
indulge,187
infant,253
infect,83
infidelity,127
influence,243
inform,46
information,80
infuriate,27
infuse,170
ingest,143
ingratiate,83
inhabit,195
inhalation,143
inhale,83
inherit,195
inheritance,37
inhibit,21
initial,42
initiate,78
inject,83
injection,20
injure,83
ink,241
inkstone,91
innard,45
innocence,119
inoculate,143
inquire,98
inquiry,243
insect,161
insecurity,227
insert,169
inside,167
insight,243
insist,20
insisted,233
insistence,20
insolence,133
inspect,61
inspector,237
inspire,126
instability,6
instinct,229
institute,180
instruct,27
instruction,243
instructor,73
insult,196
intake,46
intelligence,80
intend,46
intensiﬁed,23
intent,119
intention,6
interact,97
intercept,147
interest,6
interested,147
interesting,125
interference,105
interject,154
interlock,248
interpret,46
interpretation,150
interrogate,41
interrogation,11
interrupt,236
interruption,11
intervene,46
interview,139
intestine,143
intimacy,35
intimidate,203
intone,45
intoxicate,52
intrigue,10
introduce,21
introduction,135
inure,83
invade,126
invent,83
inventory,37
invest,183
investigate,126
investigation,6
investor,73
invigorate,52
invitation,119
invite,126
involve,46
involvement,146
inward,42
inﬂecte,45
iove,154
iphone,183
ire,4
irk,197
iron,2
irrationality,139
irresistible,40
irresponsibility,127
irritability,227
irritable,239
irritate,27
irritated,153
irritation,229
isolate,161
issue,209
it,236
italian,71
itch,113
itching,113
itchy,113
item,96
itinerary,77
jab,197
jabber,9
jacket,13
jade,5
jailer,77
jam,123
japan,215
jar,7
jasmine,184
jaw,82
jawline,106
jealousy,229
jean,183
jeer,74
jenneeeeee,144
jenneeeeeeee,144
jeopardise,66
jeopardize,66
jerk,250
jewel,5
jeweler,75
jewelery,75
jewelry,75
jews,37
jialing,50
jibe,45
jiggle,192
jingle,250
jittery,142
jiu,50
jiujiu,45
job,22
jog,128
join,103
joint,13
joke,88
jolt,250
jostle,194
jot,83
journal,177
journey,209
jowl,216
joy,137
joylessness,248
judge,122
judgement,96
judgment,84
jug,123
juggle,128
juice,196
juke,15
jumble,15
jump,165
jumper,42
jumping,88
jumpy,142
justify,126
kaftan,238
kaiser,237
karaoke,75
keep,88
keeper,233
keepsake,95
kerchief,68
key,232
keyboard,168
kick,165
kid,78
kidnap,89
kidnapping,89
kidney,169
kill,103
killer,22
killing,134
kilt,32
kimono,215
kin,88
kind,49
kindness,35
king,22
kinswoman,67
kiss,157
kit,51
kitchen,168
knack,10
knapsack,110
knee,82
kneel,19
kneeling,167
